feature,mean_abs_shap,mean_shap,abs_mean_shap
total_markers,1.0692022,-0.030006139,0.030006139
level,0.80164504,0.023049312,0.023049312
confidence_marker_ratio,0.50518346,-0.021382807,0.021382807
tool_latency_std,0.4204997,-0.048473105,0.048473105
uncertainty_marker_count,0.32289654,-0.042683475,0.042683475
tool_latency_mean,0.31521606,0.024786167,0.024786167
tool_execution_duration,0.259128,0.013616961,0.013616961
planning_to_total_ratio,0.258793,0.020434763,0.020434763
completion_tokens,0.19118904,0.06881994,0.06881994
retry_rate,0.18766662,-0.052259255,0.052259255
tool_diversity_entropy,0.18401454,0.020850742,0.020850742
neutral_marker_ratio,0.18382438,0.040311206,0.040311206
assistant_steps_to_first_tool_call,0.1663859,0.04239098,0.04239098
uncertainty_marker_ratio,0.15720364,0.056959093,0.056959093
self_correction_marker_ratio,0.14722545,0.013859793,0.013859793
verification_marker_ratio,0.14716342,-0.043873765,0.043873765
avg_message_length,0.14494781,-0.0100851115,0.0100851115
negative_marker_ratio,0.14444987,0.023279425,0.023279425
message_length_std,0.13383691,0.024701068,0.024701068
tool_latency_max,0.124827,-0.00954531,0.00954531
total_message_length,0.12283862,0.0105033275,0.0105033275
marker_balance,0.12232149,-0.03325345,0.03325345
confidence_marker_count,0.12067276,0.0040962305,0.0040962305
max_consecutive_successes,0.11975354,-0.00062907016,0.00062907016
assistant_steps_count,0.09594104,-0.018175816,0.018175816
self_correction_marker_count,0.09587451,0.010565288,0.010565288
avg_thought_length,0.0892883,0.005269062,0.005269062
avg_tools_per_step,0.08702124,0.0012222724,0.0012222724
unique_tool_calls_ratio,0.07806145,-0.00993165,0.00993165
give_up_count,0.07589955,-0.01627659,0.01627659
early_final_answer_count,0.07540287,0.00030819033,0.00030819033
tool_switching_rate,0.07325349,-0.0010517556,0.0010517556
annotatable_steps_count,0.07150375,-0.013599593,0.013599593
prompt_tokens,0.070046864,0.025672518,0.025672518
unnecessary_tool_use_count,0.069810405,-0.0045696613,0.0045696613
avg_words_per_message,0.06792762,0.011252784,0.011252784
problem_marker_ratio,0.067712985,0.010625286,0.010625286
top3_tool_concentration,0.062816784,-0.031083662,0.031083662
thought_to_action_ratio,0.058818854,0.010030136,0.010030136
