feature,mean_abs_shap,mean_shap,abs_mean_shap
avg_tools_per_step,0.9627895,-0.38207462,0.38207462
retry_rate,0.9550371,-0.3029078,0.3029078
tool_switching_rate,0.64598566,-0.22812346,0.22812346
tool_latency_mean,0.49264383,-0.19426967,0.19426967
annotatable_steps_count,0.49094445,-0.14497335,0.14497335
tool_execution_duration,0.33641785,-0.13823973,0.13823973
planning_to_total_ratio,0.32270235,-0.054021005,0.054021005
tool_diversity_entropy,0.22508909,-0.0455087,0.0455087
total_markers,0.19413051,-0.11945331,0.11945331
max_consecutive_successes,0.1880727,-0.0643224,0.0643224
successful_calls,0.15093325,-0.023181427,0.023181427
unique_tool_calls_ratio,0.15031627,-0.010923377,0.010923377
problem_marker_ratio,0.14866276,-0.05718245,0.05718245
verification_marker_ratio,0.14358856,-0.085546024,0.085546024
tool_latency_max,0.12668386,-0.031988457,0.031988457
tool_latency_std,0.118240885,-0.041130103,0.041130103
steps_to_first_reasoning,0.11221072,-0.037649002,0.037649002
uncertainty_marker_ratio,0.1120354,-0.04946577,0.04946577
top3_tool_concentration,0.102138564,-0.04917761,0.04917761
tool_gini_coefficient,0.10111243,-0.04141779,0.04141779
self_correction_marker_ratio,0.099440925,-0.032774862,0.032774862
prompt_tokens,0.088969424,-0.031548522,0.031548522
assistant_steps_count,0.08223279,-0.027195333,0.027195333
negative_marker_ratio,0.08158714,-0.042363167,0.042363167
completion_tokens,0.07966278,-0.023726678,0.023726678
message_length_std,0.078593925,-0.006690863,0.006690863
total_message_length,0.078436784,-0.01716694,0.01716694
uncertainty_marker_count,0.07619477,-0.024146985,0.024146985
marker_balance_ratio,0.07306024,-0.027086642,0.027086642
verification_marker_count,0.07001659,-0.0050327163,0.0050327163
step_count,0.057441752,-0.028209167,0.028209167
reasoning_to_total_ratio,0.05617509,-0.021979945,0.021979945
assistant_steps_to_first_error,0.055011854,-0.019716095,0.019716095
negative_marker_count,0.047715705,-0.019296777,0.019296777
most_used_tool_ratio,0.039089445,-0.009512355,0.009512355
total_tokens,0.035354163,-0.0053710425,0.0053710425
confidence_marker_count,0.03132672,-0.008876784,0.008876784
positive_marker_ratio,0.029088728,-0.009184586,0.009184586
total_calls,0.027560255,0.00843597,0.00843597
marker_balance,0.025365235,-0.011867084,0.011867084
neutral_marker_ratio,0.018660253,0.0027962846,0.0027962846
avg_message_length,0.018398939,0.0034947514,0.0034947514
longest_looping_sequence,0.017820934,-0.008229926,0.008229926
