feature,mean_abs_shap,mean_shap,abs_mean_shap
validation_to_total_ratio,0.8391157898938185,-0.06858311474008046,0.06858311474008046
completion_tokens,0.8131665899443683,-0.10360104525163695,0.10360104525163695
planning_to_total_ratio,0.7236102506234229,0.11420333465721484,0.11420333465721484
annotatable_steps_count,0.7094737988302215,-0.1345910152523502,0.1345910152523502
rare_tool_ratio,0.7071662215917436,0.08787327514927394,0.08787327514927394
self_correction_marker_ratio,0.6479594607801195,0.024129494856971637,0.024129494856971637
thought_to_action_ratio,0.6441236517215576,0.019801281646169844,0.019801281646169844
unique_tool_calls_ratio,0.497389227055121,0.06924643969274262,0.06924643969274262
tool_repetition_rate,0.4973892270551196,0.06924643969274226,0.06924643969274226
recovery_marker_ratio,0.49433375019409115,-0.053231914412219056,0.053231914412219056
tool_latency_std,0.48262030028420416,-0.1266534280241117,0.1266534280241117
problem_marker_count,0.45758866680775556,0.02706507932975727,0.02706507932975727
total_message_length,0.4558060845840115,0.07430278583482365,0.07430278583482365
steps_to_first_reasoning,0.44149402236709817,0.008718912470445272,0.008718912470445272
assistant_steps_to_first_reasoning,0.44149402236709817,0.008718912470445272,0.008718912470445272
prompt_tokens,0.42457456743329397,0.0886032267037115,0.0886032267037115
total_tokens,0.4148802195997448,0.08596646079042758,0.08596646079042758
tool_gini_coefficient,0.37042512320341586,0.053036671278001095,0.053036671278001095
avg_message_length,0.36381462355870786,0.0547126650171157,0.0547126650171157
avg_assistant_message_length,0.36381462355870786,0.0547126650171157,0.0547126650171157
verification_marker_count,0.3606889053846685,-0.05888798455259895,0.05888798455259895
tool_latency_mean,0.33725609444461396,-0.07601855617947814,0.07601855617947814
has_planning_in_first_step,0.33160023761376123,0.039109689254320686,0.039109689254320686
tool_latency_max,0.32688183959957023,-0.09060366745820418,0.09060366745820418
marker_balance_ratio,0.3054208683440913,-0.04001931250411967,0.04001931250411967
self_correction_marker_count,0.29474389888785557,-0.007375277977610881,0.007375277977610881
avg_words_per_message,0.29465286896054327,0.037052688423826634,0.037052688423826634
neutral_count,0.27905754313743353,-0.01683287724862945,0.01683287724862945
backtrack_after_error_rate,0.26425462542376216,0.11210802290705037,0.11210802290705037
validation_attempt_count,0.2490190126455597,0.02160066721802724,0.02160066721802724
backtrack_to_total_ratio,0.24700700086147828,0.05850165809877114,0.05850165809877114
confidence_marker_count,0.23668937029735193,-0.04718190083357424,0.04718190083357424
negative_marker_ratio,0.23634439306050872,-0.046291900490455194,0.046291900490455194
max_consecutive_failures,0.2347849072414707,0.046956981448294126,0.046956981448294126
error_burstiness,0.2347849072414707,0.046956981448294126,0.046956981448294126
tools_used_count,0.22440162962531898,-0.013649171286488475,0.013649171286488475
total_errors,0.2185334569198795,0.018810474772850326,0.018810474772850326
failed_calls,0.2185334569198795,0.018810474772850326,0.018810474772850326
neutral_marker_count,0.21611502472110075,-0.015889828817924587,0.015889828817924587
total_markers,0.2016052048293833,0.01672132991884419,0.01672132991884419
backtrack_trigger_count,0.20066232903301662,-0.00456050747802312,0.00456050747802312
avg_thought_length,0.20008985291839523,0.011576447961989667,0.011576447961989667
thought_count,0.19803663586816925,-0.006750566467999722,0.006750566467999722
positive_marker_ratio,0.19578812486136635,-0.013278666710017276,0.013278666710017276
problem_marker_ratio,0.18492964790398625,-0.04614027883136524,0.04614027883136524
execution_errors,0.18378006951675882,-0.004594501737919,0.004594501737919
positive_marker_count,0.1588381314306972,0.03072401175637138,0.03072401175637138
agent_type_ToolCallingAgent,0.14685007269227857,0.003184405246037735,0.003184405246037735
give_up_count,0.1451114747471924,0.1451114747471924,0.1451114747471924
action_count,0.14122701138976496,-0.005653131559639865,0.005653131559639865
most_used_tool_ratio,0.13378835139746306,0.01577870791692273,0.01577870791692273
marker_balance,0.1270148783272622,-0.006269180597366756,0.006269180597366756
success_rate,0.12607726997998372,0.050081751302087446,0.050081751302087446
error_rate,0.1260772699799837,0.05008175130208744,0.05008175130208744
model_gpt-4o,0.12395008042331489,0.015030491479903657,0.015030491479903657
assistant_steps_to_first_planning,0.12393342517513588,-0.035951532958968024,0.035951532958968024
steps_to_first_planning,0.12393342517513588,-0.035951532958968024,0.035951532958968024
planning_statement_count,0.12126766602507465,0.023598032307582135,0.023598032307582135
top3_tool_concentration,0.115382835032375,-0.004481910857767815,0.004481910857767815
confidence_marker_ratio,0.11100066560164029,-0.027056234119409026,0.027056234119409026
unnecessary_tool_use_count,0.10613178121900069,0.03183953436570023,0.03183953436570023
verification_marker_ratio,0.09997926445560285,-0.01918675575922779,0.01918675575922779
total_calls,0.0915453854000106,-0.005785985397576424,0.005785985397576424
inefficient_tool_call_count,0.08457158594159564,0.0007156974832857299,0.0007156974832857299
neutral_marker_ratio,0.08372220592836527,-0.000266858223197028,0.000266858223197028
successful_calls,0.06823739709994316,-0.0075037687532583455,0.0075037687532583455
wrong_reasoning_count,0.06703982086351602,0.03351991043175802,0.03351991043175802
reasoning_to_total_ratio,0.06151882353579511,0.0024754173749569584,0.0024754173749569584
max_tool_burst_length,0.05875412855651813,-0.004245377852021278,0.004245377852021278
most_used_tool_count,0.05805777573812405,-0.004802711306212789,0.004802711306212789
retry_rate,0.05307842661112467,0.011625614701123749,0.011625614701123749
uncertainty_marker_count,0.052596551628827065,0.052596551628827065,0.052596551628827065
