feature,u_statistic,p_value,significant,effect_size_r,success_median,failure_median,median_diff
error_burstiness,904.5,0.11696642641089576,False,-0.28846153846153855,1.0,0.0,1.0
total_errors,904.5,0.11696642641089576,False,-0.28846153846153855,1.0,0.0,1.0
max_consecutive_failures,904.5,0.11696642641089576,False,-0.28846153846153855,1.0,0.0,1.0
failed_calls,904.5,0.11696642641089576,False,-0.28846153846153855,1.0,0.0,1.0
execution_errors,904.5,0.11696642641089576,False,-0.28846153846153855,1.0,0.0,1.0
has_planning_in_first_step,517.5,0.1222623410512226,False,0.2628205128205128,0.0,1.0,-1.0
steps_to_first_planning,517.5,0.1222623410512226,False,0.2628205128205128,-1.0,3.0,-4.0
assistant_steps_to_first_planning,517.5,0.1222623410512226,False,0.2628205128205128,-1.0,3.0,-4.0
planning_statement_count,523.5,0.13656207785557592,False,0.25427350427350426,0.0,1.0,-1.0
assistant_steps_to_first_tool_call,567.0,0.14855575661054668,False,0.1923076923076923,4.0,4.0,0.0
error_rate,882.0,0.17022958529936139,False,-0.2564102564102564,0.1,0.0,0.1
success_rate,522.0,0.17022958529936139,False,0.2564102564102564,0.9,1.0,-0.09999999999999998
prompt_tokens,513.0,0.17608302463205028,False,0.2692307692307693,30197.0,37495.0,-7298.0
assistant_steps_to_first_error,864.0,0.18361397361327914,False,-0.23076923076923084,5.0,-1.0,6.0
steps_to_first_error,859.5,0.1914779551077257,False,-0.22435897435897445,3.0,-1.0,4.0
avg_words_per_message,540.0,0.24637081586018628,False,0.23076923076923073,97.31666666666666,252.85714285714286,-155.5404761904762
avg_message_length,567.0,0.33441810629075175,False,0.1923076923076923,861.5318181818182,2428.4603174603176,-1566.9284992784994
avg_assistant_message_length,567.0,0.33441810629075175,False,0.1923076923076923,861.5318181818182,2428.4603174603176,-1566.9284992784994
tool_execution_duration,837.0,0.33442843913041975,False,-0.1923076923076923,1.7144497856497765,1.7038585618138313,0.01059122383594513
uncertainty_marker_count,756.0,0.39340138691861337,False,-0.07692307692307687,0.0,0.0,0.0
uncertainty_marker_ratio,756.0,0.39340138691861337,False,-0.07692307692307687,0.0,0.0,0.0
max_consecutive_successes,814.5,0.4081478794472988,False,-0.16025641025641035,9.0,12.0,-3.0
misunderstood_tool_count,763.5,0.5195556889682234,False,-0.08760683760683752,0.0,0.0,0.0
backtrack_after_error_rate,639.0,0.55339290062563,False,0.08974358974358976,0.0,0.0,0.0
tool_latency_max,765.0,0.6537721463127951,False,-0.08974358974358965,0.7039689514786005,0.6975387316197157,0.006430219858884811
thought_to_action_ratio,751.5,0.6987910257366718,False,-0.07051282051282048,0.0,1.0,-1.0
inefficient_tool_call_count,736.0,0.6995649750270339,False,-0.04843304843304841,0.0,0.0,0.0
missing_validation_count,706.5,0.8309337095589888,False,-0.0064102564102563875,0.0,0.0,0.0
backtrack_trigger_count,687.0,0.8344862445018576,False,0.021367521367521403,0.0,0.0,0.0
avg_thought_length,727.5,0.8446024093695929,False,-0.03632478632478642,0.0,204.25423728813558,-204.25423728813558
retry_rate,675.0,0.8458614489353091,False,0.038461538461538436,0.2,0.16666666666666666,0.033333333333333354
planning_to_total_ratio,706.5,0.974312981513826,False,-0.0064102564102563875,0.0,0.015873015873015872,-0.015873015873015872
backtrack_to_total_ratio,702.0,1.0,False,0.0,0.0,0.0,0.0
validation_after_error_rate,702.0,1.0,False,0.0,0.0,0.0,0.0
level,702.0,1.0,False,0.0,1.0,1.0,0.0
positive_markers_steps_11_20,702.0,1.0,False,0.0,0.0,0.0,0.0
has_tool_error_in_first_step,702.0,1.0,False,0.0,0.0,0.0,0.0
invalid_tool_errors,702.0,1.0,False,0.0,0.0,0.0,0.0
invalid_args_errors,702.0,1.0,False,0.0,0.0,0.0,0.0
unnecessary_tool_use_count,702.0,1.0,False,0.0,0.0,0.0,0.0
non_sense_count,702.0,1.0,False,0.0,0.0,0.0,0.0
hallucination_count,702.0,1.0,False,0.0,0.0,0.0,0.0
wrong_planning_count,702.0,1.0,False,0.0,0.0,0.0,0.0
wrong_reasoning_count,702.0,1.0,False,0.0,0.0,0.0,0.0
early_final_answer_count,702.0,1.0,False,0.0,0.0,0.0,0.0
give_up_count,702.0,1.0,False,0.0,0.0,0.0,0.0
steps_to_first_tool_call,702.0,1.0,False,0.0,4.0,4.0,0.0
steps_to_first_positive_marker,702.0,1.0,False,0.0,-1.0,-1.0,0.0
steps_to_first_negative_marker,702.0,1.0,False,0.0,-1.0,-1.0,0.0
assistant_steps_to_first_positive_marker,702.0,1.0,False,0.0,-1.0,-1.0,0.0
assistant_steps_to_first_negative_marker,702.0,1.0,False,0.0,-1.0,-1.0,0.0
marker_trajectory_slope,702.0,1.0,False,0.0,0.0,0.0,0.0
early_negative_rate,702.0,1.0,False,0.0,0.0,0.0,0.0
positive_markers_steps_1_5,702.0,1.0,False,0.0,0.0,0.0,0.0
negative_markers_steps_1_5,702.0,1.0,False,0.0,0.0,0.0,0.0
positive_markers_steps_6_10,702.0,1.0,False,0.0,0.0,0.0,0.0
negative_markers_steps_6_10,702.0,1.0,False,0.0,0.0,0.0,0.0
code_block_count,702.0,1.0,False,0.0,0.0,0.0,0.0
negative_markers_steps_11_20,702.0,1.0,False,0.0,0.0,0.0,0.0
positive_markers_steps_21_plus,702.0,1.0,False,0.0,0.0,0.0,0.0
negative_markers_steps_21_plus,702.0,1.0,False,0.0,0.0,0.0,0.0
has_reasoning_in_first_step,702.0,1.0,False,0.0,0.0,0.0,0.0
most_used_tool_count,702.0,1.0,False,0.0,6.0,6.0,0.0
question_count,702.0,1.0,False,0.0,0.0,0.0,0.0
