feature,importance
positive_marker_ratio,0.14139281
level,0.0941438
retry_rate,0.07060147
tool_execution_duration,0.04379498
marker_balance_ratio,0.039989423
completion_tokens,0.03895582
planning_to_total_ratio,0.036922295
most_used_tool_count,0.03644776
marker_balance,0.035980705
success_rate,0.033888668
avg_tools_per_step,0.03355445
assistant_steps_count,0.028981972
neutral_marker_ratio,0.0260343
tool_repetition_rate,0.025780568
avg_words_per_message,0.024298245
unique_tool_calls_ratio,0.024274113
total_tokens,0.021473467
steps_to_first_reasoning,0.01914468
max_consecutive_successes,0.017455308
tool_latency_std,0.016791588
prompt_tokens,0.015295096
annotatable_steps_count,0.014870292
error_rate,0.014642933
tool_latency_max,0.014304777
message_length_std,0.014092472
total_message_length,0.01224429
most_used_tool_ratio,0.012173846
neutral_marker_count,0.011579931
uncertainty_marker_ratio,0.011506589
tool_latency_mean,0.011368762
thought_count,0.008062618
problem_marker_ratio,0.007500958
negative_marker_ratio,0.0072716894
failed_calls,0.005731994
negative_marker_count,0.0056037502
total_markers,0.0046070875
avg_assistant_message_length,0.0045493157
thought_to_action_ratio,0.003682943
avg_message_length,0.00301974
step_count,0.0028384575
tool_diversity_entropy,0.0026361202
total_calls,0.0012900041
successful_calls,0.0008010125
neutral_count,0.00041885718
reasoning_to_total_ratio,0.0
avg_thought_length,0.0
question_count,0.0
code_block_count,0.0
action_count,0.0
error_burstiness,0.0
max_consecutive_failures,0.0
model_gpt-4o,0.0
backtrack_to_total_ratio,0.0
longest_looping_sequence,0.0
uncertainty_marker_count,0.0
validation_to_total_ratio,0.0
recovery_marker_ratio,0.0
recovery_marker_count,0.0
problem_marker_count,0.0
backtrack_after_error_rate,0.0
validation_after_error_rate,0.0
negative_markers_steps_11_20,0.0
has_tool_error_in_first_step,0.0
missing_validation_count,0.0
give_up_count,0.0
early_final_answer_count,0.0
syntax_error_count,0.0
wrong_reasoning_count,0.0
wrong_planning_count,0.0
hallucination_count,0.0
loop_instance_count,0.0
non_sense_count,0.0
unnecessary_tool_use_count,0.0
reasoning_statement_count,0.0
misunderstood_tool_count,0.0
planning_statement_count,0.0
backtrack_trigger_count,0.0
validation_attempt_count,0.0
positive_marker_count,0.0
total_errors,0.0
execution_errors,0.0
invalid_args_errors,0.0
invalid_tool_errors,0.0
tools_used_count,0.0
inefficient_tool_call_count,0.0
qa_score,0.0
has_reasoning_in_first_step,0.0
marker_trajectory_slope,0.0
has_planning_in_first_step,0.0
negative_markers_steps_21_plus,0.0
positive_markers_steps_21_plus,0.0
positive_markers_steps_11_20,0.0
negative_markers_steps_6_10,0.0
positive_markers_steps_6_10,0.0
negative_markers_steps_1_5,0.0
positive_markers_steps_1_5,0.0
early_negative_rate,0.0
assistant_steps_to_first_reasoning,0.0
steps_to_first_tool_call,0.0
assistant_steps_to_first_planning,0.0
assistant_steps_to_first_negative_marker,0.0
assistant_steps_to_first_positive_marker,0.0
assistant_steps_to_first_error,0.0
assistant_steps_to_first_tool_call,0.0
steps_to_first_planning,0.0
steps_to_first_negative_marker,0.0
steps_to_first_positive_marker,0.0
steps_to_first_error,0.0
agent_type_ToolCallingAgent,0.0
