model,environment,agent,subtype,level,verbosity,task_type,prompt_tokens,completion_tokens,total_tokens,average_score,overall_success_rate,pass@1,pass@2,pass@3,pass@4,pass_at_5,pass^1,pass^2,pass^3,pass^4,pass^5,total_tasks,tool_verbosity,total_tool_calls,successful_tool_calls,failed_tool_calls,surrendered_trials,total_tool_execution_duration,total_benchmark_duration,qa_score,qa_score_z
Claude-4.5,md,react,melting,level_1,workflow,tasks,147178,1435,148613,0.2,0.2,0.1999999999999999,0.3599999999999999,0.4879999999999999,0.5903999999999999,0.6723199999999999,0.2,0.04,0.008,0.0016,0.00032,1,workflow,85,84,1,,3069.273407095996,4084.720016,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,melting,level_1,workflow,subtasks,327131,4383,331514,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,workflow,141,134,7,,1259.2648162400292,3027.377272,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,melting,level_1,brief,tasks,133852,6281,140133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brief,84,84,0,,2952.0504850779907,3966.400986,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,melting,level_1,brief,subtasks,242449,10412,252861,0.35,0.35,0.35,0.41,0.446,0.4676,0.48056,0.35,0.29,0.266,0.2564,0.25256,4,brief,134,127,7,,1360.5792062940382,2898.582431,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,melting,level_1,comprehensive,tasks,231382,1217,232599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehensive,73,73,0,,2731.370665762006,3550.851539,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,melting,level_1,comprehensive,subtasks,328446,4990,333436,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,comprehensive,132,127,5,,1095.7080985419962,2689.885594,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,melting,level_2,workflow,tasks,99123,1111,100234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,workflow,70,68,2,,2188.8159761491697,2862.44131,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,melting,level_2,workflow,subtasks,279336,6050,285386,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,workflow,124,117,7,,1054.9034408650114,2606.594517,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,melting,level_2,brief,tasks,142499,2050,144549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brief,87,87,0,,2100.2482073723804,3055.931578,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,melting,level_2,brief,subtasks,203872,8165,212037,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,4,brief,143,124,19,,1172.8074960230297,2478.536237,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,melting,level_2,comprehensive,tasks,202793,3564,206357,0.2,0.2,0.1999999999999999,0.3599999999999999,0.4879999999999999,0.5903999999999999,0.6723199999999999,0.2,0.04,0.008,0.0016,0.00032,1,comprehensive,83,83,0,,3417.97703854437,4339.55993,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,melting,level_2,comprehensive,subtasks,453655,5118,458773,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,comprehensive,132,131,1,,1101.5318778190558,2859.774335,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,melting,level_3,workflow,tasks,128331,1382,129713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,workflow,61,60,1,,4990.59781562537,5528.677446,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,melting,level_3,workflow,subtasks,225403,5219,230622,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,workflow,131,125,6,,1147.7003200249892,2749.887845,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,melting,level_3,brief,tasks,69839,3241,73080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brief,74,73,1,,3079.3338708118536,3662.189788,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,melting,level_3,brief,subtasks,206633,15038,221671,0.3,0.3,0.3,0.3399999999999999,0.372,0.3975999999999999,0.41808,0.3,0.26,0.252,0.2504,0.25008,4,brief,146,133,13,,679.2545629890228,2226.109786,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,melting,level_3,comprehensive,tasks,189718,997,190715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehensive,60,59,1,,3489.273046084447,4151.532597,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,melting,level_3,comprehensive,subtasks,240129,6923,247052,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,comprehensive,109,103,6,,859.4018439229621,2049.739636,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_1,workflow,tasks,133293,1354,134647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,workflow,76,76,0,,1901.2006204069803,2673.233678,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_1,workflow,subtasks,378888,4229,383117,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,workflow,133,128,5,,1088.6909192200037,2512.21436,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_1,brief,tasks,74277,1342,75619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brief,58,58,0,,1689.5496466669863,2264.561385,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_1,brief,subtasks,259366,3643,263009,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,brief,107,107,0,,994.1493588279844,2083.329238,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_1,comprehensive,tasks,111302,1262,112564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehensive,59,58,1,,1938.835950379016,2506.127494,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_1,comprehensive,subtasks,339203,3934,343137,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,comprehensive,127,126,1,,1056.097873247978,2327.872406,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_2,workflow,tasks,132526,1021,133547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,workflow,84,80,4,,2947.601257283939,3749.027732,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_2,workflow,subtasks,351637,3478,355115,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,workflow,135,129,6,,1198.9940358199892,2584.810373,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_2,brief,tasks,148710,3204,151914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brief,81,81,0,,2155.809751936933,3113.804233,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_2,brief,subtasks,380258,4765,385023,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,brief,146,146,0,,1023.874209042944,2653.713936,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_2,comprehensive,tasks,115767,1259,117026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehensive,61,61,0,,2198.843754681293,2748.826122,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_2,comprehensive,subtasks,317925,4001,321926,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,comprehensive,126,124,2,,1824.7021887929875,3195.386276,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_3,workflow,tasks,115898,1235,117133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,workflow,58,58,0,,3880.373055794043,4309.311512,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_3,workflow,subtasks,484898,3596,488494,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,workflow,137,133,4,,1258.9955113389517,2801.384787,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_3,brief,tasks,129926,1193,131119,0.2,0.2,0.1999999999999999,0.3599999999999999,0.4879999999999999,0.5903999999999999,0.6723199999999999,0.2,0.04,0.008,0.0016,0.00032,1,brief,52,52,0,,2973.577563481871,3500.123448,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_3,brief,subtasks,342337,5613,347950,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,brief,141,132,9,,1049.4789590599612,2462.639824,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_3,comprehensive,tasks,234956,1458,236414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehensive,59,59,0,,2933.8944230882917,3425.700523,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,melting,level_3,comprehensive,subtasks,380727,4173,384900,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,comprehensive,110,108,2,,1068.4451491890431,2338.796432,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_1,workflow,tasks,175534,3482,179016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,workflow,94,91,3,,2008.5798103950003,2957.232017,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_1,workflow,subtasks,225065,3676,228741,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4,workflow,129,123,6,,1914.108638642938,3256.306067,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_1,brief,tasks,145297,1069,146366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brief,89,89,0,,2005.1258353909996,2903.91547,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_1,brief,subtasks,186022,8879,194901,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4,brief,140,134,6,,1937.736556563148,3317.79894,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_1,comprehensive,tasks,135855,2612,138467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehensive,89,83,6,,2151.721262261007,2913.65402,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_1,comprehensive,subtasks,462796,4183,466979,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4,comprehensive,140,140,0,,1880.6124179509352,3242.071966,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_2,workflow,tasks,147508,3733,151241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,workflow,69,69,0,,1842.2137498480097,2595.504772,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_2,workflow,subtasks,222684,3649,226333,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4,workflow,130,125,5,,2093.0216470430314,3437.860617,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_2,brief,tasks,69846,7200,77046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brief,75,62,13,,847.3564152970011,1413.403291,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_2,brief,subtasks,164532,13982,178514,0.6,0.6,0.6,0.66,0.696,0.7176,0.73056,0.6,0.54,0.516,0.5064,0.50256,4,brief,173,146,27,,1928.4700545849048,3265.314268,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_2,comprehensive,tasks,120011,1143,121154,0.2,0.2,0.1999999999999999,0.3599999999999999,0.4879999999999999,0.5903999999999999,0.6723199999999999,0.2,0.04,0.008,0.0016,0.00032,1,comprehensive,78,78,0,,1791.2318262669942,2480.876396,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_2,comprehensive,subtasks,305206,3825,309031,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4,comprehensive,120,120,0,,1360.1473707789992,2582.946228,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_3,workflow,tasks,124557,2698,127255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,workflow,99,92,7,,2421.230454861976,4330.779436,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_3,workflow,subtasks,223330,3681,227011,0.6,0.6,0.6,0.6799999999999999,0.744,0.7951999999999999,0.83616,0.6,0.52,0.504,0.5008,0.50016,4,workflow,153,146,7,,2664.6457567690377,4014.023543,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_3,brief,tasks,150748,1584,152332,0.2,0.2,0.1999999999999999,0.3599999999999999,0.4879999999999999,0.5903999999999999,0.6723199999999999,0.2,0.04,0.008,0.0016,0.00032,1,brief,96,94,2,,1927.407341441012,3243.641307,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_3,brief,subtasks,153926,9577,163503,0.55,0.55,0.55,0.59,0.622,0.6476,0.66808,0.55,0.51,0.502,0.5004,0.50008,4,brief,175,158,17,,2084.00800812502,3585.688211,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_3,comprehensive,tasks,120417,4067,124484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehensive,87,82,5,,2442.0845222049975,3764.287098,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,quenching,level_3,comprehensive,subtasks,386730,5212,391942,0.55,0.55,0.55,0.59,0.622,0.6476,0.66808,0.55,0.51,0.502,0.5004,0.50008,4,comprehensive,162,157,5,,2712.318362802136,4231.247383,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_1,workflow,tasks,224494,916,225410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,workflow,58,58,0,,1950.176031812998,2435.065721,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_1,workflow,subtasks,210698,3104,213802,0.7,0.7,0.7,0.74,0.748,0.7496,0.74992,0.7,0.66,0.628,0.6024,0.58192,4,workflow,132,131,1,,1818.399237265068,2850.455112,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_1,brief,tasks,82079,780,82859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brief,61,61,0,,1634.305636953001,2200.020978,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_1,brief,subtasks,176393,3338,179731,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4,brief,103,103,0,,1546.0780812670564,2537.089526,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_1,comprehensive,tasks,126213,914,127127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehensive,62,62,0,,1833.256330088,2549.319766,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_1,comprehensive,subtasks,286149,3291,289440,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4,comprehensive,119,119,0,,1466.5464893818717,2602.366399,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_2,workflow,tasks,145116,824,145940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,workflow,67,67,0,,1766.2215076669909,2324.058334,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_2,workflow,subtasks,404075,3140,407215,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4,workflow,123,123,0,,1387.064671501983,2695.358987,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_2,brief,tasks,134886,965,135851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brief,68,68,0,,2126.368653465992,2736.038067,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_2,brief,subtasks,280667,3143,283810,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4,brief,145,144,1,,1600.663572689882,2871.916967,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_2,comprehensive,tasks,173974,747,174721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehensive,68,60,8,,1570.9201909520034,2184.767221,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_2,comprehensive,subtasks,530136,3596,533732,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,4,comprehensive,125,125,0,,1790.8488810250274,3061.449624,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_3,workflow,tasks,111592,1619,113211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,workflow,101,84,17,,1746.5044940310072,3294.404843,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_3,workflow,subtasks,402221,3317,405538,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,workflow,149,144,5,,2696.852222297108,3899.526645,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_3,brief,tasks,109540,664,110204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brief,76,76,0,,2263.93413578099,3219.807933,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_3,brief,subtasks,379997,3776,383773,0.55,0.55,0.55,0.59,0.622,0.6476,0.66808,0.55,0.51,0.502,0.5004,0.50008,4,brief,157,155,2,,3652.9318157210946,4749.313914,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_3,comprehensive,tasks,158445,725,159170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehensive,89,87,2,,2447.910955969004,3716.432243,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,quenching,level_3,comprehensive,subtasks,345376,3601,348977,0.55,0.55,0.55,0.59,0.622,0.6476,0.66808,0.55,0.51,0.502,0.5004,0.50008,4,comprehensive,116,115,1,,2497.9424871349183,3427.076486,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_1,workflow,tasks,72031,1047,73078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,workflow,75,75,0,,360.6128388940051,871.384202,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_1,workflow,subtasks,400734,5772,406506,0.8800000000000001,0.88,0.88,0.96,0.9856,0.99456,0.997888,0.88,0.8,0.7456,0.70784,0.681088,5,workflow,170,158,12,,560.4305830490775,2025.769211,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_1,brief,tasks,45090,970,46060,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,brief,75,75,0,,209.7730050069913,655.38756,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_1,brief,subtasks,242534,23233,265767,0.52,0.52,0.52,0.568,0.5871999999999999,0.59488,0.597952,0.52,0.472,0.4432,0.42592,0.415552,5,brief,170,157,13,,492.51965157602535,1840.393503,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_1,comprehensive,tasks,83786,2367,86153,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,comprehensive,77,75,2,,205.55355501499432,705.542554,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_1,comprehensive,subtasks,425054,12222,437276,0.76,0.76,0.76,0.856,0.9136,0.94816,0.968896,0.76,0.664,0.6256,0.61024,0.604096,5,comprehensive,137,131,6,,408.0861472800243,1630.328305,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_2,workflow,tasks,83624,1417,85041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,workflow,86,84,2,,299.1249612716492,927.67036,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_2,workflow,subtasks,367720,9899,377619,0.8800000000000001,0.88,0.88,0.96,0.9856,0.99456,0.997888,0.88,0.8,0.7456,0.70784,0.681088,5,workflow,143,138,5,,394.7908717309692,1655.384499,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_2,brief,tasks,31758,10883,42641,0.4,0.4,0.4,0.64,0.784,0.8704000000000001,0.92224,0.4,0.16,0.064,0.0256,0.01024,1,brief,77,66,11,,253.69315109564923,633.460061,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_2,brief,subtasks,224251,16459,240710,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,5,brief,164,148,16,,463.3249759070386,1812.800736,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_2,comprehensive,tasks,88611,1474,90085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,comprehensive,77,76,1,,284.4078746554442,843.362547,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_2,comprehensive,subtasks,412715,12472,425187,0.8,0.8,0.8,0.896,0.944,0.96896,0.9824,0.8,0.704,0.656,0.63104,0.6176,5,comprehensive,138,132,6,,392.8538171649852,1596.635868,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_3,workflow,tasks,117324,2103,119427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,workflow,100,100,0,,372.95466707041487,1136.083525,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_3,workflow,subtasks,388372,6491,394863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,workflow,139,129,10,,467.2258424739921,1777.17883,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_3,brief,tasks,50192,9744,59936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,brief,80,61,19,,223.20416532061063,719.944955,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_3,brief,subtasks,295743,13863,309606,0.64,0.64,0.64,0.6719999999999999,0.6976,0.7180799999999999,0.734464,0.64,0.608,0.6016,0.60032,0.600064,5,brief,179,164,15,,612.052263439029,2187.21641,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_3,comprehensive,tasks,165081,768,165849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,comprehensive,100,100,0,,389.68018710729666,1224.225062,0.9411764705882352,0.5773342650587975
Claude-4.5,md,react,surface_energy,level_3,comprehensive,subtasks,339066,25122,364188,0.48,0.48,0.48,0.528,0.5568,0.57408,0.584448,0.48,0.432,0.4128,0.40512,0.402048,5,comprehensive,155,143,12,,517.2662258129712,1940.065261,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,surface_energy,level_1,workflow,tasks,85141,1049,86190,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,workflow,90,84,6,,362.87575303999256,899.298904,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,surface_energy,level_1,workflow,subtasks,395026,4918,399944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,workflow,111,110,1,,319.03132345798804,1220.040226,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,surface_energy,level_1,brief,tasks,49587,996,50583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,brief,71,70,1,,221.31070687100143,566.8953,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,surface_energy,level_1,brief,subtasks,334965,4710,339675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,brief,112,112,0,,343.9186074659592,1248.27503,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,surface_energy,level_1,comprehensive,tasks,97970,1047,99017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,comprehensive,77,73,4,,303.45077374800894,705.349209,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,surface_energy,level_1,comprehensive,subtasks,449623,5037,454660,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,comprehensive,109,107,2,,326.01897995299805,1222.055323,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,surface_energy,level_2,workflow,tasks,77270,918,78188,0.8,0.8,0.8,0.96,0.992,0.9984,0.99968,0.8,0.6400000000000001,0.5120000000000001,0.4096000000000001,0.3276800000000001,1,workflow,71,68,3,,250.21008765231815,732.224292,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,surface_energy,level_2,workflow,subtasks,401783,5004,406787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,workflow,119,118,1,,308.84215927901823,1218.047698,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,surface_energy,level_2,brief,tasks,49594,964,50558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,brief,67,66,1,,206.4852423008997,667.589473,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,surface_energy,level_2,brief,subtasks,340375,4517,344892,0.92,0.92,0.92,0.984,0.9968,0.99936,0.999872,0.92,0.8560000000000001,0.8048000000000001,0.7638400000000001,0.731072,5,brief,118,117,1,,287.8013999220493,1170.660236,0.9411764705882352,0.5773342650587975
Claude-4.5,md,tool_calling,surface_energy,level_2,comprehensive,tasks,97490,1003,98493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,comprehensive,78,78,0,,216.21022916119543,721.113645,0.9411764705882352,0.5773342650587975
