density,volume,nsites,band_gap,energy_above_hull,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,lattice_volume,num_species,packing_efficiency,space_group_number,crystal_system,num_elements,electronegativity_diff,formation_energy_per_atom
-1.0835765828369626,1.5139620697011307,1.4792455358856118,-0.4503140845096139,1.621235534475042,0.6314082102815297,0.5807511986782171,-0.934378970777894,0.44369327697681016,0.5162851769042274,-0.1889216807923154,1.5139620706792265,0.0,-0.918695340791246,-1.5713215739116144,-0.11427376521666127,0.0,0.30504148131248254,-0.519685307463391
0.0283764502699046,0.8160888258478107,1.1191973629527328,0.7079429066548659,-0.699728725055612,-0.617656113965117,-0.6337023386830031,3.2058276531481074,0.3832283720333873,0.3716107830549729,0.7513894909615919,0.8160888290872688,0.0,-0.05972492209743092,0.5543215886909921,0.5402032537514887,0.0,0.30504148131248254,-0.9621155848315741
-1.219020622350301,1.5725567228111093,1.4792455358856118,-0.5183279285238866,1.494162486763546,0.5424576606246806,0.5764086585287294,-0.8998710021141807,0.3429999252117503,0.38483732868748455,0.09270886434167053,1.572556723558825,0.0,-1.014358485209459,-1.5713215739116144,-0.11427376521666127,0.0,0.30504148131248254,-0.543908413663392
0.31103726818128863,-0.9580621471106734,-1.0410916746445418,0.7355238922317784,-0.6966164264848278,-0.623599159136911,-0.6396182052378635,-0.5332942309934492,0.3832283720333873,0.3716107830549729,0.7513892859482659,-0.9580621466947653,0.0,0.17954623197629616,0.5543215886909921,0.5402032537514887,0.0,0.30504148131248254,-0.9615223076562511
-0.9340709217628247,1.4519660904800087,1.4792455358856118,-0.9710315399564551,1.7848389377653304,0.39536359881960387,0.6117584963838651,-0.8880288320338242,0.45399216532801956,0.5116709026401784,-0.08150864336564854,1.4519660903013425,0.0,-0.8108398451338205,-1.5713215739116144,-0.11427376521666127,0.0,0.30504148131248254,-0.488498657863392
0.305380326176705,-0.4854639015798802,-0.4410113864230767,0.7200727641860735,-0.7006303303187615,-0.6233750938498698,-0.6393951246042314,0.49126083063977694,0.3832283720333873,0.3716107830549729,0.7513894616332961,-0.4854639007360584,0.0,0.17467450011370284,0.5543215886909921,0.5402032537514887,0.0,0.30504148131248254,-0.9622874519618051
0.3034839715315923,-0.4852650881497626,-0.4410113864230767,0.717329105934967,-0.6990483286091164,-0.6233684776123015,-0.6393886113835497,0.4916418754304023,0.3832283720333873,0.3716107830549729,0.7513898531518001,-0.4852650889058945,0.0,0.173042141591601,0.5543215886909921,0.5402032537514887,0.0,0.30504148131248254,-0.9619858852951401
-1.5311959253006435,1.7172412377467332,1.4792455358856118,-0.41998944068159466,1.3943856340394587,0.5401424606062103,0.5789054973449576,-0.8759711608929802,0.12025975051144243,0.3049988287667815,-0.23478987790415803,1.717241236952721,0.0,-1.2274303232406343,-1.5713215739116144,-0.11427376521666127,0.0,0.30504148131248254,-0.5629282242633911
0.2986381383311704,-0.20111993017949195,-0.0809632134901976,0.7105421618401244,-0.7015217891710522,-0.6232526953470133,-0.6392733912916794,1.1069029499502188,0.3832283720333873,0.3716107830549729,0.7513899194963906,-0.20111993163821648,0.0,0.1688726114121306,0.5543215886909921,0.5402032537514887,0.0,0.30504148131248254,-0.9624573849479161
-1.1885346141309447,1.5591589448323986,1.4792455358856118,-0.7235246850934808,1.6110831706136726,0.5412761507060104,0.6780011125231352,-0.9234213665162333,0.0772896148625078,0.6364973609756857,-0.08974545890688408,1.5591589446533543,0.0,-0.9929962371092175,-1.5713215739116144,-0.11427376521666127,0.0,0.30504148131248254,-0.521620586363392
0.3027231358186019,-0.6741811696583145,-0.6810435017116627,-0.4566678194069147,-0.6976778373063642,-0.6232555159203598,-0.6392762781037764,0.08111806299318405,0.3832283720333873,0.3716107830549729,0.7513898238235043,-0.6741811701315996,0.0,0.1723873245922728,0.5543215886909921,0.5402032537514887,0.0,0.30504148131248254,-0.9617246374776781
