feature,logreg,rf,xgb,avg_importance
retry_rate,0.1600121168473222,1.0,0.747345669828424,0.6357859288919153
assistant_steps_to_first_error,0.5847159789088795,0.13311422138748388,1.0,0.5726100667654545
avg_tools_per_step,1.0,0.3549683314177412,0.2877188064851824,0.5475623793009745
tool_latency_mean,0.8757096294972876,0.5231613145641386,0.0896784074751331,0.4961831171788531
tool_execution_duration,0.7227384708940495,0.48390823582055204,0.2234223124552746,0.4766896730566254
tool_switching_rate,0.08198129816175292,0.8615350347819987,0.3356687639932266,0.42639503231232606
annotatable_steps_count,0.6703427124120632,0.4676268983922887,0.10121559799389411,0.413061736266082
tool_latency_std,0.7348427882244316,0.3624523826466355,0.019193847690491223,0.37216300618718606
tool_latency_max,0.6581909679030129,0.23553961889842523,0.13881795414801446,0.3441828469831509
most_used_tool_count,0.07950152564282828,0.04205546648965625,0.8633793580087982,0.32831211671376087
total_message_length,0.5058295054929491,0.14241239925884064,0.26903518731222603,0.3057590306880053
uncertainty_marker_count,0.36855706448777076,0.18280591501466462,0.2825976003256095,0.27798685994268163
tools_used_count,0.51854166562756,0.1429359686107508,0.10630402851430445,0.25592722091753844
negative_marker_ratio,0.167505981685309,0.13292564690061462,0.43663852964489847,0.24569005274360736
total_tokens,0.40792371893625656,0.26402762058693596,0.0621380070103952,0.24469644884452924
marker_balance,0.19867821229576238,0.055990776162287315,0.4561227692977235,0.23693058591859106
neutral_marker_ratio,0.20758474497806864,0.08514334730394149,0.3776754557614648,0.22346784934782496
assistant_steps_to_first_planning,0.3787951848539521,0.035753726373292896,0.24961187403118995,0.2213869284194783
message_length_std,0.18115710518803854,0.14578712274234287,0.3348181523869584,0.22058746010577993
reasoning_to_total_ratio,0.26987535774085303,0.1621446301053883,0.20757394157107772,0.21319797647243965
