feature,logreg,rf,xgb,avg_importance
positive_marker_ratio,0.6437845845342942,1.0,1.0,0.881261528178098
marker_balance,0.191660136918097,0.35779245098586104,0.9397019817797554,0.4963848565612378
avg_tools_per_step,0.129780085419175,0.5265087830272388,0.5889238967490752,0.41507092173182963
steps_to_first_reasoning,1.0,0.028359534918294002,0.2104458826416216,0.4129351391866385
assistant_steps_to_first_reasoning,1.0,0.12685868867645728,0.0,0.3756195628921524
reasoning_to_total_ratio,0.8784472366897177,0.0,0.0,0.29281574556323925
annotatable_steps_count,0.24044858483032958,0.5668614718941921,0.015593587931921088,0.2743012148854809
total_calls,0.11061850286702793,0.5646877093251076,0.10099676717743054,0.25876765978985533
total_message_length,0.04763920953057514,0.7095889404912838,0.0,0.25240938334061963
avg_message_length,0.1559149715581368,0.31921599078850965,0.2795677191092071,0.25156622715195115
tools_used_count,0.16977620975671195,0.5733300483847324,0.0,0.24770208604714813
marker_balance_ratio,0.40892437632639295,0.271157930629023,0.0,0.22669410231847198
thought_count,0.059072753941004856,0.5551869498713121,0.0,0.20475323460410566
avg_assistant_message_length,0.1559149715581368,0.458289741655564,0.0,0.20473490440456696
problem_marker_ratio,0.14968407364616368,0.3678934714186607,0.08064924776277971,0.19940893094253467
successful_calls,0.16977620975671195,0.06019878829188693,0.3441935751311007,0.1913895243932332
negative_marker_count,0.15634427981396493,0.3606911552913628,0.027115863952951357,0.18138376635275968
completion_tokens,0.06680463156556424,0.1655684008256315,0.3014574296673607,0.17794348735285215
longest_looping_sequence,0.08051721756005878,0.4328244915980897,0.0,0.17111390305271615
message_length_std,0.29551326463235045,0.11750035324721177,0.08369511769149864,0.16556957852368695
