feature,logreg,rf,xgb,avg_importance
planning_to_total_ratio,1.0,0.6799384959931665,0.28136342088117555,0.6537673056247807
level,0.7661792754349754,0.6691393644168794,0.36565888508278716,0.6003258416448806
avg_words_per_message,0.04587567634182101,1.0,0.44465065338973203,0.49684210991051775
validation_to_total_ratio,0.38308328019770865,0.10366713829955383,1.0,0.4955834728324208
neutral_marker_ratio,0.5936964007761719,0.618348550020746,0.051627467783837644,0.4212241395269185
max_consecutive_successes,0.16843647159540528,0.20749066892427417,0.6339347917192129,0.3366206440796307
reasoning_to_total_ratio,0.8603266098022998,0.005821281667834976,0.0,0.2887159638233783
completion_tokens,0.3793166895654015,0.3038379492997307,0.10581964639744673,0.26299142842085965
assistant_steps_to_first_tool_call,0.6623443582121302,0.10508369332810234,0.0,0.25580935051341086
tool_latency_std,0.3791913856602799,0.3022297677021354,0.0597024022808961,0.2470411852144371
tool_latency_max,0.3506656057183201,0.31282392135928766,0.07278773188861148,0.24542575298873973
avg_assistant_message_length,0.1647126963381529,0.5665536039010831,0.0,0.24375543341307868
backtrack_trigger_count,0.6492810444479028,0.06789683790792113,0.0,0.23905929411860796
avg_thought_length,0.4710908682022268,0.14355437882446118,0.08790365509548505,0.23418296737405767
avg_message_length,0.1647126963381529,0.4499123963087953,0.06063314928690651,0.22508608064461824
recovery_marker_count,0.6260471107893809,0.046838827880794826,0.0,0.22429531289005858
rare_tool_ratio,0.602775512031792,0.03319598770305086,0.0,0.2119904999116143
has_planning_in_first_step,0.3900463418056044,0.21986529425628032,0.0,0.2033038786872949
verification_marker_count,0.44736009441314617,0.04036647789372201,0.10641390625158242,0.1980468261861502
total_markers,0.3928158609807725,0.18718977374083615,0.013627317318770373,0.19787765068012633
