feature,importance
retry_rate,0.08385199859069088
tool_switching_rate,0.0722414345223709
tool_latency_mean,0.04386812181153612
tool_execution_duration,0.040576672708048676
annotatable_steps_count,0.0392114500249593
max_consecutive_successes,0.030939128495012264
tool_latency_std,0.030392356678878255
avg_tools_per_step,0.029764804025780398
problem_marker_ratio,0.02453441604183987
uncertainty_marker_ratio,0.023662270730113996
total_tokens,0.022139243669359234
tool_latency_max,0.019750467791922632
max_tool_burst_length,0.0175275988286808
total_markers,0.017198856724048136
verification_marker_ratio,0.01667359409385222
problem_marker_count,0.016002492968330607
tool_diversity_entropy,0.01564336713812055
prompt_tokens,0.015570895186280692
top3_tool_concentration,0.015371174798577863
uncertainty_marker_count,0.01532864132817965
completion_tokens,0.014511691877630111
successful_calls,0.01450540641098404
reasoning_to_total_ratio,0.013596151295085126
avg_assistant_message_length,0.013437799547872447
confidence_marker_ratio,0.012714086111095271
message_length_std,0.012224541610731872
tools_used_count,0.011985466638507738
total_message_length,0.011941564301949245
marker_balance_ratio,0.011868475799044273
total_calls,0.011705241642390379
assistant_steps_to_first_error,0.011161893504184275
negative_marker_ratio,0.011146081156577052
avg_message_length,0.010605261538639936
planning_to_total_ratio,0.01033724900731457
assistant_steps_to_first_reasoning,0.010136337094582781
most_used_tool_ratio,0.009822620377947467
positive_marker_ratio,0.009757117504356951
step_count,0.009115077227841564
tool_gini_coefficient,0.00896826067249768
unique_tool_calls_ratio,0.008897325175162734
success_rate,0.008890410081190143
tool_repetition_rate,0.008825349437244185
longest_looping_sequence,0.008508858474348468
negative_marker_count,0.008442012060164395
self_correction_marker_ratio,0.008118687094099446
assistant_steps_count,0.008064954124246954
steps_to_first_error,0.00802820707567618
avg_words_per_message,0.008003176078044454
execution_errors,0.007895089763362785
confidence_marker_count,0.0075370688580135995
verification_marker_count,0.007230281911635756
neutral_marker_ratio,0.00713943983813684
self_correction_marker_count,0.006395585600715285
loop_instance_count,0.00632356433276353
steps_to_first_reasoning,0.0062408494740411125
error_rate,0.004803071530030846
thought_count,0.004779147002406932
marker_balance,0.00469493848385189
rare_tool_ratio,0.0038980100000551264
thought_to_action_ratio,0.003878923845419023
action_count,0.003675489741482415
most_used_tool_count,0.0035264349168215455
recovery_marker_ratio,0.00332214280322641
assistant_steps_to_first_planning,0.0029980214134653106
recovery_marker_count,0.0029939848268505293
steps_to_first_planning,0.0024999136945734572
level,0.002388517488866104
failed_calls,0.0023432696572990323
total_errors,0.0023174901814206343
assistant_steps_to_first_tool_call,0.002125848130695067
model_gpt-4o,0.0020420666713981054
has_planning_in_first_step,0.0018957845455531588
validation_to_total_ratio,0.0017819070132950002
error_burstiness,0.0012069580149639755
hallucination_count,0.0011810307383671398
avg_thought_length,0.0011179430058477007
planning_statement_count,0.0010324052623172124
positive_marker_count,0.0008764330207716218
neutral_marker_count,0.0008239277157248818
neutral_count,0.0007995089147953127
unnecessary_tool_use_count,0.0007834210614688311
max_consecutive_failures,0.0006266693655630659
agent_type_ToolCallingAgent,0.00037426900584795313
give_up_count,0.000330727455924344
validation_attempt_count,0.000173492807034331
misunderstood_tool_count,9.106596271770549e-05
inefficient_tool_call_count,8.820882088208809e-05
reasoning_statement_count,7.554479418886198e-05
wrong_reasoning_count,6.203865927564122e-05
early_final_answer_count,6.122459293707906e-05
non_sense_count,0.0
syntax_error_count,0.0
wrong_planning_count,0.0
has_tool_error_in_first_step,0.0
qa_score,0.0
question_count,0.0
missing_validation_count,0.0
backtrack_trigger_count,0.0
invalid_args_errors,0.0
invalid_tool_errors,0.0
code_block_count,0.0
steps_to_first_tool_call,0.0
negative_markers_steps_21_plus,0.0
steps_to_first_positive_marker,0.0
backtrack_to_total_ratio,0.0
positive_markers_steps_21_plus,0.0
negative_markers_steps_11_20,0.0
validation_after_error_rate,0.0
backtrack_after_error_rate,0.0
positive_markers_steps_11_20,0.0
negative_markers_steps_6_10,0.0
positive_markers_steps_6_10,0.0
negative_markers_steps_1_5,0.0
positive_markers_steps_1_5,0.0
early_negative_rate,0.0
marker_trajectory_slope,0.0
assistant_steps_to_first_negative_marker,0.0
assistant_steps_to_first_positive_marker,0.0
steps_to_first_negative_marker,0.0
has_reasoning_in_first_step,0.0
