feature,coefficient,abs_coefficient
confidence_marker_count,0.5923924804825308,0.5923924804825308
prompt_tokens,0.5663634844978246,0.5663634844978246
total_tokens,0.5569496149711223,0.5569496149711223
tool_latency_std,-0.5496211503597667,0.5496211503597667
tool_latency_max,-0.5281499325239244,0.5281499325239244
tool_latency_mean,-0.5027007193406493,0.5027007193406493
tool_execution_duration,-0.4483340488705664,0.4483340488705664
thought_to_action_ratio,-0.43086939788436873,0.43086939788436873
assistant_steps_to_first_planning,0.40529197354917235,0.40529197354917235
steps_to_first_planning,0.40529197354917235,0.40529197354917235
rare_tool_ratio,-0.35908087515686754,0.35908087515686754
validation_attempt_count,0.2692903549109863,0.2692903549109863
error_rate,-0.2566957940259443,0.2566957940259443
success_rate,0.2566957940259442,0.2566957940259442
validation_to_total_ratio,0.2422411596948069,0.2422411596948069
avg_words_per_message,0.2382174188528933,0.2382174188528933
error_burstiness,-0.2135381804483984,0.2135381804483984
max_consecutive_failures,-0.2135381804483984,0.2135381804483984
model_gpt-4o,-0.2110970303996412,0.2110970303996412
inefficient_tool_call_count,0.20620821720367832,0.20620821720367832
has_planning_in_first_step,0.20270113861608566,0.20270113861608566
confidence_marker_ratio,0.19642222240801996,0.19642222240801996
unique_tool_calls_ratio,-0.1909349320798081,0.1909349320798081
tool_repetition_rate,0.19093493207980794,0.19093493207980794
reasoning_statement_count,-0.18286793778168706,0.18286793778168706
recovery_marker_count,0.18185140061215022,0.18185140061215022
failed_calls,-0.17835091773981776,0.17835091773981776
total_errors,-0.17835091773981776,0.17835091773981776
thought_count,-0.17284110358983698,0.17284110358983698
tool_switching_rate,-0.1700352645321866,0.1700352645321866
message_length_std,0.1668569292300012,0.1668569292300012
tool_gini_coefficient,0.16399046250584248,0.16399046250584248
total_message_length,0.16180228148073666,0.16180228148073666
retry_rate,0.1585936484501396,0.1585936484501396
agent_type_ToolCallingAgent,0.15411070069442323,0.15411070069442323
execution_errors,-0.14789161160031067,0.14789161160031067
completion_tokens,-0.14776261594343104,0.14776261594343104
avg_tools_per_step,0.13098074081501893,0.13098074081501893
planning_statement_count,0.12866157120946875,0.12866157120946875
recovery_marker_ratio,0.12629784802132935,0.12629784802132935
syntax_error_count,-0.12325525152001172,0.12325525152001172
invalid_tool_errors,-0.12325525152001172,0.12325525152001172
give_up_count,-0.12325525152001172,0.12325525152001172
most_used_tool_ratio,0.11620282928518127,0.11620282928518127
problem_marker_count,0.10589231056483867,0.10589231056483867
negative_marker_count,0.10589231056483867,0.10589231056483867
reasoning_to_total_ratio,-0.10023797046732186,0.10023797046732186
avg_message_length,0.08996858027956636,0.08996858027956636
avg_assistant_message_length,0.08996858027956636,0.08996858027956636
problem_marker_ratio,-0.0875855181853103,0.0875855181853103
total_markers,0.0874979226917277,0.0874979226917277
neutral_count,0.08113976250781595,0.08113976250781595
successful_calls,0.07970127182251067,0.07970127182251067
max_consecutive_successes,0.07742727821820902,0.07742727821820902
neutral_marker_count,0.07609409000672984,0.07609409000672984
