sampler,budget,repeat,global_mse,global_spearman,global_kendall,mean_per_env_mse,mean_per_env_spearman,coverage__retro,coverage__spectra,coverage__wetlab
stratified_proportional,5,0,0.0078089180624717125,0.9225580879172384,0.7909115788387002,0.10159313271604938,0.7366864012243974,1,2,2
stratified_proportional,5,1,0.00853515919722348,0.912286317569255,0.7693218186208295,0.09454683641975309,0.8280314986765585,1,2,2
stratified_proportional,5,2,0.05752523011920929,0.8771983822781297,0.7385489458759964,0.12188016975308641,0.7846718057010613,1,2,2
stratified_proportional,5,3,0.006532322317790857,0.9632238939652261,0.9007896044148774,0.09607461419753087,0.7852248938582234,1,2,2
stratified_proportional,5,4,0.026537996076656096,0.8861659824480081,0.7175781594491396,0.09236165123456791,0.6788153136794982,1,2,2
stratified_proportional,5,5,0.00783444997736532,0.8861659824480081,0.8091838819320086,0.08453757716049382,0.8371864920863485,1,2,2
stratified_proportional,5,6,0.0561720386298476,0.7717406480429112,0.6356417261637282,0.12243572530864198,0.7649823713552275,1,2,2
stratified_proportional,5,7,0.04654083295608872,0.7789521634629794,0.6462303276414968,0.0921579475308642,0.7078824657205868,1,2,2
stratified_proportional,5,8,0.013777712388712842,0.9718550849815182,0.9066928292470475,0.08755609567901235,0.6481059217598472,1,2,2
stratified_proportional,5,9,0.009099698204315674,0.8196159679558652,0.6565076777938937,0.07363942901234567,0.6097472738319628,1,2,2
stratified_proportional,5,10,0.01328976912630149,0.8581449237144743,0.6870429186215167,0.08503757716049383,0.6259863419182526,1,2,2
stratified_proportional,5,11,0.011357854232684478,0.9436853723733583,0.8219277191853159,0.10155609567901236,0.7591242534139137,1,2,2
stratified_proportional,5,12,0.009633031537649004,0.8842159693363548,0.7385489458759964,0.08075054012345678,0.6947208318478076,1,2,2
stratified_proportional,5,13,0.009601825863890152,0.90111070324378,0.7722522721128167,0.11363016975308643,0.6604498328387373,1,2,2
stratified_proportional,5,14,0.020674166289422053,0.8430662900861537,0.6878359394287946,0.07312091049382716,0.6418371600017511,1,2,2
stratified_proportional,5,15,0.009252889693677381,0.847109202052897,0.7627700713964738,0.13699128086419754,0.7014516144273069,1,2,2
stratified_proportional,5,16,0.019542251395805035,0.8912335563945798,0.7385489458759964,0.10713016975308641,0.560214298628047,1,2,2
stratified_proportional,5,17,0.010603244303606462,0.9665278806845445,0.9066928292470475,0.09365794753086419,0.8915083035189602,1,2,2
stratified_proportional,5,18,0.05196494643126603,0.9440559440559443,0.8484848484848484,0.0935931327160494,0.6545542900912343,1,2,2
stratified_proportional,5,19,0.005973457069563906,0.9438654593312678,0.8616404368553291,0.11727831790123455,0.4612088828543645,1,2,2
stratified_proportional,5,20,0.018861400331975243,0.9136157704280913,0.8128970193249391,0.06057461419753086,0.8351966229691309,1,2,2
stratified_proportional,5,21,0.018313882601478797,0.900176511814775,0.7786486411043856,0.11487091049382715,0.75956409195899,1,2,2
stratified_proportional,5,22,0.008861400331975246,0.8842159693363548,0.7385489458759964,0.10191720679012345,0.7105565064699757,1,2,2
stratified_proportional,5,23,0.005984804587294403,0.8189920512039535,0.6668470174522374,0.0817320216049383,0.7232407903122988,1,2,2
stratified_proportional,5,24,0.01104012373623057,0.8651501883978578,0.7481134002767627,0.13309313271604936,0.8207516881546559,1,2,2
stratified_proportional,5,25,0.016228776218500076,0.8807071758072423,0.8000946913656627,0.14160239197530863,0.7656570713186645,1,2,2
stratified_proportional,5,26,0.05803586841708164,0.7887519530284786,0.6358308771056217,0.13273202160493827,0.7115195959308472,1,2,2
stratified_proportional,5,27,0.043905371963180916,0.8877247628654673,0.7385489458759964,0.14987091049382714,0.6564539078131065,1,2,2
stratified_proportional,5,28,0.011695442885166744,0.8995058743597039,0.781631749350903,0.07855609567901235,0.6086936824841499,1,2,2
stratified_proportional,5,29,0.04786565565112418,0.8803035190049984,0.781631749350903,0.16994498456790122,0.6770896083562592,1,2,2
stratified_proportional,5,30,0.007431613097932704,0.9560765576286495,0.8839599998785472,0.07170424382716047,0.7226219761419781,1,2,2
stratified_proportional,5,31,0.011516719480911429,0.9502181873888391,0.8404606389858066,0.10694498456790123,0.8937712859265727,1,2,2
stratified_proportional,5,32,0.0083138826014788,0.8807071758072423,0.7385489458759964,0.10700054012345679,0.6671177568644967,1,2,2
stratified_proportional,5,33,0.020265655651124186,0.8631632081616797,0.7077760731311632,0.10578757716049382,0.794038731340942,1,2,2
stratified_proportional,5,34,0.012889769126301494,0.7635738504887974,0.6259724369662708,0.06486165123456793,0.6794011711175361,1,2,2
stratified_proportional,5,35,0.011230194658216395,0.949899056793769,0.8553372034476996,0.10763016975308644,0.7342107355549267,1,2,2
stratified_proportional,5,36,0.0028330315376490114,0.9754446010932804,0.9231861823449954,0.08050979938271603,0.7691810570387775,1,2,2
stratified_proportional,5,37,0.011397570544741211,0.9684270140350553,0.8924133096001623,0.0846301697530864,0.5402821014896775,1,2,2
stratified_proportional,5,38,0.018452889693677376,0.9293808429533887,0.8352932739179446,0.08000979938271603,0.9121982517134568,1,2,2
stratified_proportional,5,39,0.061633031537649006,0.9211923058649254,0.8091838819320086,0.11793572530864198,0.7348549439424784,1,2,2
stratified_proportional,5,40,0.03987132940998945,0.803513718166767,0.6462303276414968,0.09973202160493827,0.6782193255330259,1,2,2
stratified_proportional,5,41,0.021329485438358234,0.8682018740230752,0.7288792981454687,0.14213016975308643,0.5487882983892455,1,2,2
stratified_proportional,5,42,0.08635359891353557,0.8021028062474065,0.7175781594491396,0.12429683641975309,0.6560435234692686,1,2,2
stratified_proportional,5,43,0.07569260600573412,0.9226304061438718,0.813285009628883,0.10655609567901232,0.8835294219321456,1,2,2
stratified_proportional,5,44,0.02554792515467029,0.9718550849815182,0.9066928292470475,0.06707461419753086,0.8628001279672247,1,2,2
stratified_proportional,5,45,0.03264579749509583,0.8611718993346292,0.697863157798853,0.08694498456790124,0.521263626697094,1,2,2
stratified_proportional,5,46,0.009494024445450432,0.9562186292818428,0.8397191227596315,0.09718572530864196,0.6432484185785536,1,2,2
stratified_proportional,5,47,0.010512464161762491,0.8940431683163778,0.7722522721128167,0.10163942901234568,0.7257058975809207,1,2,2
stratified_proportional,5,48,0.010379130828429157,0.9527159969401509,0.8397191227596315,0.06194498456790124,0.8402181572013726,1,2,2
stratified_proportional,5,49,0.014214591821336968,0.8807071758072423,0.7693218186208295,0.10801905864197531,0.7527664951732894,1,2,2
stratified_proportional,5,50,0.008146506714953978,0.9352028352316922,0.8091838819320086,0.08929683641975307,0.5631338792846653,1,2,2
stratified_proportional,5,51,0.12660891806247168,0.8662186627009184,0.7909115788387002,0.16607461419753086,0.738898856895772,1,2,2
stratified_proportional,5,52,0.02101175494190433,0.9630004066674477,0.8754275592730113,0.07095424382716049,0.8097750916016256,1,2,2
stratified_proportional,5,53,0.004983386147578091,0.898251143452805,0.7385489458759964,0.0857690586419753,0.5333914068322393,1,2,2
stratified_proportional,5,54,0.02430820884261356,0.9580419580419581,0.8484848484848484,0.07912091049382715,0.7840768354456581,1,2,2
stratified_proportional,5,55,0.01835927267240078,0.8183739719664755,0.6565706694547585,0.06979683641975308,0.8152312456447804,1,2,2
stratified_proportional,5,56,0.005391896785875962,0.9193039046274801,0.8000946913656627,0.10913942901234565,0.7138748541288499,1,2,2
stratified_proportional,5,57,0.00923870529651426,0.8541419246461831,0.7598954384920844,0.06430609567901235,0.7483537629312513,1,2,2
stratified_proportional,5,58,0.016852889693677386,0.9138967094979737,0.7598954384920844,0.05729683641975308,0.8638065403191805,1,2,2
stratified_proportional,5,59,0.009522393239776676,0.9052687305110301,0.7693218186208295,0.12612091049382718,0.6958252670797905,1,2,2
stratified_proportional,5,60,0.011088350686585181,0.9068667348095281,0.7909115788387002,0.05788942901234569,0.766944601303084,1,2,2
stratified_proportional,5,61,0.017482676927719928,0.7231321735048599,0.5940401295066863,0.11902831790123454,0.6844500611510297,1,2,2
stratified_proportional,5,62,0.027462818771691568,0.8771739862544231,0.7211316222722355,0.08437091049382715,0.6603867963263599,1,2,2
stratified_proportional,5,63,0.017857145012826314,0.9132850456169693,0.8284879142920994,0.13063016975308642,0.6908252140715719,1,2,2
stratified_proportional,5,64,0.010858563452542628,0.9277256664964789,0.8128970193249391,0.10484313271604938,0.6999095339332325,1,2,2
stratified_proportional,5,65,0.03759898898445752,0.9556204403096967,0.8493327995650773,0.08689868827160495,0.6089590747705041,1,2,2
stratified_proportional,5,66,0.01112806699864192,0.9684270140350553,0.8924133096001623,0.09519498456790122,0.8738273767034234,1,2,2
stratified_proportional,5,67,0.03796778331069866,0.9128314653704567,0.7852322109186565,0.09049128086419754,0.8276862261298372,1,2,2
stratified_proportional,5,68,0.01135218047381923,0.8642311341887351,0.7191012094028307,0.10771350308641976,0.6258627552542047,1,2,2
stratified_proportional,5,69,0.03113657763693978,0.6970238359966545,0.5343667144834019,0.10925054012345681,0.6668886288509276,1,2,2
stratified_proportional,5,70,0.021701116644032,0.8842159693363548,0.7385489458759964,0.08950979938271603,0.6720454008401949,1,2,2
stratified_proportional,5,71,0.015272747849705753,0.8724281949682505,0.7309879850882874,0.094222762345679,0.8661381909986774,1,2,2
stratified_proportional,5,72,0.012038705296514261,0.9492133645984593,0.8397191227596315,0.08658387345679013,0.8157265097386387,1,2,2
stratified_proportional,5,73,0.015023102459634827,0.8391608391608393,0.6969696969696969,0.07339868827160492,0.6661054080057756,1,2,2
stratified_proportional,5,74,0.011740832956088722,0.9473742528603802,0.8308675641104959,0.09320424382716051,0.7792196891371784,1,2,2
stratified_proportional,5,75,0.008489769126301496,0.9472065864493784,0.8754275592730113,0.0963616512345679,0.7186921184710496,1,2,2
stratified_proportional,5,76,0.008433031537649014,0.9510489510489512,0.8484848484848484,0.07638942901234566,0.7021232137886577,1,2,2
stratified_proportional,5,77,0.015230194658216388,0.939982145344492,0.8668137748205085,0.0892690586419753,0.8469126473010132,1,2,2
stratified_proportional,5,78,0.012685513807152554,0.8556342648982042,0.7566444492037343,0.06826905864197531,0.6502066355667049,1,2,2
stratified_proportional,5,79,0.015618847140485894,0.9364483778807908,0.8352932739179446,0.1361116512345679,0.7267651667175216,1,2,2
stratified_proportional,5,80,0.0032614003319752544,0.9065608223938976,0.781631749350903,0.07730609567901235,0.6364442798550067,1,2,2
stratified_proportional,5,81,0.021264237211407886,0.8905094008526766,0.7722522721128167,0.06421350308641977,0.6629048213591436,1,2,2
stratified_proportional,5,82,0.00768693224686887,0.9579006334477178,0.8616404368553291,0.08708387345679013,0.4566786148714395,1,2,2
stratified_proportional,5,83,0.0297606911121171,0.7231321735048599,0.5627748595326502,0.07016720679012346,0.6359156191311423,1,2,2
stratified_proportional,5,84,0.008867074090840496,0.9559454586332539,0.8754275592730113,0.07235239197530864,0.8638928613862594,1,2,2
stratified_proportional,5,85,0.01282735777878377,0.9859147894356654,0.9534625892455921,0.10810239197530865,0.7497966065791343,1,2,2
stratified_proportional,5,86,0.011196152105024906,0.9141870411815418,0.7786486411043856,0.06732461419753087,0.8740990226115494,1,2,2
stratified_proportional,5,87,0.009332322317790855,0.9702291586486097,0.9007896044148774,0.04801905864197531,0.8722625418400171,1,2,2
stratified_proportional,5,88,0.0107025350837483,0.9368478722730427,0.8308675641104959,0.055732021604938266,0.8095259127419618,1,2,2
stratified_proportional,5,89,0.004433031537649015,0.9719358075641679,0.8924133096001623,0.06945424382716049,0.6960062352793398,1,2,2
stratified_proportional,5,90,0.018668492530556812,0.8629109946080098,0.753181916595446,0.1040468364197531,0.7201276545803927,1,2,2
stratified_proportional,5,91,0.006972038629847598,0.9683338709054982,0.9066928292470475,0.1445838734567901,0.5068631602112887,1,2,2
stratified_proportional,5,92,0.039264237211407864,0.80910807093079,0.6565076777938937,0.11473202160493828,0.6882433670875291,1,2,2
stratified_proportional,5,93,0.033281258488003625,0.7979021271386156,0.6668470174522374,0.06874128086419753,0.6941089207699873,1,2,2
stratified_proportional,5,94,0.013440123736230575,0.8931712471313915,0.7481134002767627,0.07384313271604938,0.8314690561776166,1,2,2
stratified_proportional,5,95,0.019096861324883058,0.9403566658021552,0.8308675641104959,0.05662091049382715,0.8314728585308712,1,2,2
stratified_proportional,5,96,0.031179130828429148,0.8732610908529584,0.7191012094028307,0.0831579475308642,0.4265391509540399,1,2,2
stratified_proportional,5,97,0.019218847140485894,0.8842159693363548,0.7693218186208295,0.07048202160493826,0.831537653060935,1,2,2
stratified_proportional,5,98,0.01003019465821639,0.8873459471570384,0.7909115788387002,0.11171350308641977,0.7578564019379507,1,2,2
stratified_proportional,5,99,0.02715927267240079,0.9225580879172384,0.8219277191853159,0.08487091049382715,0.6576703073324555,1,2,2
stratified_proportional,5,100,0.011278421608570996,0.8966738794730833,0.7786486411043856,0.07953757716049384,0.7469406487302491,1,2,2
stratified_proportional,5,101,0.007034449977365328,0.9244416715306428,0.8219277191853159,0.08267646604938271,0.8346123727890126,1,2,2
