sampler,budget,repeat,global_mse,global_spearman,global_kendall,mean_per_env_mse,mean_per_env_spearman,coverage__retro,coverage__spectra,coverage__wetlab
stratified_proportional_nested,5,0,0.02451530104119511,0.8506269373019603,0.6668470174522374,0.08184313271604937,0.6427613161594455,1,2,2
stratified_proportional_nested,5,1,0.0856415421759469,0.8622392611430679,0.7092112703076887,0.13115794753086418,0.6154654790040889,1,2,2
stratified_proportional_nested,5,2,0.01309969820431568,0.8596544146325672,0.67700320038633,0.0720653549382716,0.6843000802383888,1,2,2
stratified_proportional_nested,5,3,0.026867074090840506,0.8763743309978722,0.7407317712102527,0.06682461419753087,0.6392797049815655,1,2,2
stratified_proportional_nested,5,4,0.013877003168854686,0.9312531405135757,0.8128970193249391,0.1016764660493827,0.8535719772469887,1,2,2
stratified_proportional_nested,5,5,0.04204437905537952,0.6666925892313099,0.46897904961054176,0.0903801697530864,0.6128997675370532,1,2,2
stratified_proportional_nested,5,6,0.04756778331069864,0.752207291663717,0.6358308771056217,0.09911165123456789,0.6231721392702854,1,2,2
stratified_proportional_nested,5,7,0.05232239323977666,0.9258470754896877,0.8037727730153806,0.0930653549382716,0.5636370177408105,1,2,2
stratified_proportional_nested,5,8,0.12038196770786179,0.7893154644974878,0.668042657122685,0.13966720679012345,0.5777424824894353,1,2,2
stratified_proportional_nested,5,9,0.017831613097932707,0.8626974486248985,0.7191012094028307,0.06969498456790123,0.6140529805722122,1,2,2
stratified_proportional_nested,5,10,0.019783386147578092,0.7810870121972561,0.5954371961386479,0.08454683641975307,0.5673771322731908,1,2,2
stratified_proportional_nested,5,11,0.011457145012826318,0.8959784003426069,0.781631749350903,0.04938016975308642,0.8483226740437381,1,2,2
stratified_proportional_nested,5,12,0.01598764146672703,0.8531468531468532,0.6969696969696969,0.08902831790123455,0.6430612239702365,1,2,2
stratified_proportional_nested,5,13,0.01237345706956391,0.9841652507700289,0.9379580992210835,0.09254683641975309,0.9428357322999865,1,2,2
stratified_proportional_nested,5,14,0.04576352799154973,0.8834418659252744,0.7092112703076887,0.08821350308641975,0.6958517568300814,1,2,2
stratified_proportional_nested,5,15,0.005684095367436242,0.9527159969401509,0.8397191227596315,0.05127831790123458,0.8421016396673376,1,2,2
stratified_proportional_nested,5,16,0.029528066998641925,0.7957943811805186,0.604814736759006,0.06321350308641975,0.6550652263386133,1,2,2
stratified_proportional_nested,5,17,0.026642960615663205,0.9630004066674477,0.8754275592730113,0.07675054012345678,0.5809612899113853,1,2,2
stratified_proportional_nested,5,18,0.012637286856797951,0.9719358075641679,0.8924133096001623,0.08927831790123457,0.8486212035955097,1,2,2
stratified_proportional_nested,5,19,0.08029402444545042,0.7318874821731914,0.5929304449793936,0.1195190586419753,0.4122758631281475,1,2,2
stratified_proportional_nested,5,20,0.022563527991549717,0.9385016209075346,0.8219277191853159,0.08875979938271604,0.6498840785280423,1,2,2
stratified_proportional_nested,5,21,0.023664237211407882,0.9557171490514006,0.8813830938882877,0.08143572530864197,0.822273317315919,1,2,2
stratified_proportional_nested,5,22,0.010972038629847594,0.9718550849815182,0.9066928292470475,0.07171350308641976,0.5158747562169955,1,2,2
stratified_proportional_nested,5,23,0.01900891806247171,0.9141870411815418,0.7786486411043856,0.08315794753086418,0.7141863789975099,1,2,2
stratified_proportional_nested,5,24,0.02136352799154972,0.8947423499236925,0.7693218186208295,0.09291720679012345,0.43264112176017133,1,2,2
stratified_proportional_nested,5,25,0.012847215934812134,0.9422080999150758,0.8091838819320086,0.09185239197530863,0.8234033541095015,1,2,2
stratified_proportional_nested,5,26,0.012089769126301496,0.9790209790209792,0.909090909090909,0.06707461419753087,0.8425155055666641,1,2,2
