sampler,budget,repeat,global_mse,global_spearman,global_kendall,mean_per_env_mse,mean_per_env_spearman,coverage__retro,coverage__spectra,coverage__wetlab
irt_maxinfo,5,0,0.045227357778783776,0.9663176840445068,0.8813830938882877,0.047783796296296276,0.913312805546321,0,3,2
irt_maxinfo,10,0,0.03092310245963484,0.9823619317924353,0.9534625892455921,0.028111460695389258,0.9608875802267787,0,7,3
irt_maxinfo,15,0,0.024671959827641154,0.9929823694376383,0.9770084209183943,0.025883218549127635,0.9636997489425463,0,11,4
irt_maxinfo,20,0,0.01964544288516675,0.9877423203570683,0.9618600860701234,0.024607725694444436,0.9637525307807786,0,16,4
irt_maxinfo,25,0,0.018810676927719948,0.99124495269876,0.9618600860701234,0.02182629998077662,0.9728276380898138,0,17,8
irt_maxinfo,30,0,0.014908760458058794,0.9930069930069931,0.9696969696969696,0.06834673878810783,0.8368502214871071,1,21,8
irt_maxinfo,35,0,0.015004518004576223,0.9930069930069931,0.9696969696969696,0.06850715583680328,0.8391853097149017,1,26,8
irt_maxinfo,40,0,0.015046684019918528,0.9930069930069931,0.9696969696969696,0.03941791427305008,0.9593301088631176,2,29,9
irt_maxinfo,45,0,0.013853572646133386,0.9930069930069931,0.9696969696969696,0.01891119151917633,0.947348083710259,3,29,13
irt_maxinfo,50,0,0.010762563452542638,1.0,0.9999999999999998,0.01692211197004221,0.9619552797399108,4,29,17
irt_maxinfo,55,0,0.008887752831828723,1.0,0.9999999999999998,0.013158229668957968,0.975271589894875,6,30,19
irt_maxinfo,60,0,0.008915261640091883,1.0,0.9999999999999998,0.01583387039813668,0.9699696603808315,10,31,19
irt_maxinfo,65,0,0.008318834550784271,0.9982502173821435,0.9923953268977463,0.0190128941680839,0.9710932060072243,12,32,21
irt_maxinfo,70,0,0.005939472411871049,0.9982502173821435,0.9923953268977463,0.01765180254188772,0.9734395295567356,12,35,23
irt_maxinfo,75,0,0.005645286856797954,1.0,0.9999999999999998,0.021166666666666657,0.9672534923213721,15,36,24
irt_maxinfo,80,0,0.0037097935057341254,0.9930069930069931,0.9696969696969696,0.020514343177003427,0.9707602339181287,15,39,26
irt_maxinfo,85,0,0.001548700633823157,1.0,0.9999999999999998,0.0064529867557976016,0.9847690911443988,18,39,28
irt_maxinfo,90,0,0.00032240199557739135,1.0,0.9999999999999998,0.0015217874372852151,1.0,21,40,29
