method,budget,repeat,rho_all,mse_new
random,60,126,0.9580419580419581,0.0008154477474305433
random,60,127,0.9790209790209792,0.000605400466106666
random,60,128,0.9790209790209792,0.0007658023573596218
random,60,129,0.9877423203570683,0.000983020639471527
random,60,130,0.9860139860139862,0.0005866455409687619
random,60,131,0.9860139860139862,0.0004945257616149422
random,60,132,0.9790209790209792,0.0008062278892745182
random,60,133,0.9790209790209792,0.000727622688328889
random,60,134,0.9860139860139862,0.0007830206394715206
random,60,135,0.9720279720279721,0.00025709471354559525
random,60,136,0.99124495269876,0.0004209639018828714
random,60,137,1.0,0.0004329812383682902
random,60,138,0.9930069930069931,0.0001239189846251874
random,60,139,0.9720279720279721,0.0004620592525526876
random,60,140,0.9877423203570683,0.00044811126200895507
random,60,141,0.9930069930069931,0.00025488825176466775
random,60,142,1.0,0.00011485673088208292
random,60,143,0.9930069930069931,0.000504967053971132
random,60,144,0.9930069930069931,0.00013175980416813357
random,60,145,0.9930069930069931,0.00045209077343527567
random,60,146,0.9930069930069931,0.0002769528695739665
random,60,147,0.9930069930069931,0.00037021528092148645
random,60,148,0.9860139860139862,0.0009172995992824008
random,60,149,0.9790209790209792,0.0002390490082658485
random,60,150,0.9860139860139862,0.0004209245007796368
random,60,151,0.9930069930069931,0.00423790637627215
random,60,152,0.9860139860139862,0.0007302625622453593
random,60,153,0.9930069930069931,0.0016645809231594661
random,60,154,0.9790209790209792,0.0023183240279664
random,60,155,0.9930069930069931,0.0006842026725684498
random,60,156,0.9930069930069931,0.0004234855724896455
random,60,157,0.9860139860139862,0.001218915044514862
random,60,158,0.9930069930069931,0.0027268346662642773
random,60,159,0.9860139860139862,0.0015775832872256597
random,60,160,0.9930069930069931,0.00038822158509799984
random,60,161,0.9930069930069931,0.0003133594889593082
random,60,162,0.9982502173821435,0.0008409402612209269
random,60,163,0.9930069930069931,0.00013002615562597493
random,60,164,0.9860139860139862,0.0003530363999128164
random,60,165,0.9860139860139862,0.0002513027513706547
random,60,166,0.9860139860139862,0.002398465871938034
random,60,167,0.9860139860139862,0.0007417282832855514
random,60,168,0.9930069930069931,0.00032068809416025426
random,60,169,0.9790209790209792,0.00033672434317522435
random,60,170,0.9720279720279721,0.0001478354542863349
random,60,171,0.9930069930069931,6.525074191439074e-05
random,60,172,1.0,0.00024113726673708464
random,60,173,0.9790209790209792,0.00035366681756450864
random,60,174,0.9790209790209792,0.0016418858876984701
random,60,175,0.9930069930069931,0.00048644853545261167
random,60,176,0.9790209790209792,0.0006587889609845229
random,60,177,0.9720279720279721,0.0005820750129939805
random,60,178,0.9930069930069931,0.0008170237915597829
random,60,179,0.9860139860139862,0.00012640125412873167
random,60,180,0.9860139860139862,0.00014933269620910996
random,60,181,0.9930069930069931,0.0009688756434116345
random,60,182,0.9930069930069931,0.00031623576949516463
random,60,183,0.9790209790209792,0.0015412948711500108
random,60,184,1.0,0.0009675360059017857
random,60,185,0.9720279720279721,0.0014974808443572575
random,60,186,0.99124495269876,0.0010474808443572605
random,60,187,0.9930069930069931,0.0005488598829703424
random,60,188,0.9860139860139862,0.0007314051942390577
random,60,189,1.0,9.10190634273923e-05
random,60,190,0.9860139860139862,0.0011479930586992617
random,60,191,0.9930069930069931,0.0003020907734352736
random,60,192,0.99124495269876,0.00163022316114213
random,60,193,0.9860139860139862,0.0019457865969183337
random,60,194,1.0,0.0016808929798970606
random,60,195,0.9930069930069931,0.0015511451469577217
random,60,196,0.9860139860139862,0.003690428046878929
random,60,197,0.9720279720279721,0.000618048220243784
random,60,198,0.9790209790209792,0.0004810111832067447
random,60,199,1.0,0.0006777802927418137
random,65,0,0.9930069930069931,0.0009652304585062171
random,65,1,0.9860139860139862,0.00030831661403100003
random,65,2,0.9930069930069931,0.0004224296695515851
random,65,3,0.9930069930069931,0.00017285142455599
random,65,4,1.0,0.0007130335555728196
random,65,5,0.9930069930069931,0.00016482758805424873
random,65,6,0.9930069930069931,0.0016100917619599866
random,65,7,0.9720279720279721,0.00031580328993011423
random,65,8,0.9930069930069931,0.00039449731821497683
random,65,9,0.9930069930069931,0.0015843080530338928
random,65,10,0.99124495269876,0.0003625698348963316
random,65,11,0.9860139860139862,0.0011816390362895945
random,65,12,0.9877423203570683,0.0005418807585607742
random,65,13,0.9930069930069931,0.00028441296721409446
random,65,14,0.9790209790209792,0.00042756626781420434
random,65,15,0.9790209790209792,0.0009527750470328039
random,65,16,0.9860139860139862,0.001178718225512801
random,65,17,0.9860139860139862,0.0011499129881969272
random,65,18,0.9930069930069931,0.0017066463802822048
random,65,19,0.9930069930069931,0.000647298526826328
random,65,20,0.9790209790209792,0.0003428291827497866
random,65,21,0.9842396880153765,0.0011965116704748258
random,65,22,0.99124495269876,0.0007094077215050831
random,65,23,1.0,0.000723373897173385
random,65,24,0.9930069930069931,0.0002943504383626973
random,65,25,0.9930069930069931,0.0021017280035144042
random,65,26,0.9930069930069931,0.002732153115772573
random,65,27,0.9860139860139862,0.0001417296821412857
random,65,28,0.9860139860139862,0.0007828980064519966
random,65,29,0.9877423203570683,0.00018839550949451112
random,65,30,0.9930069930069931,0.0013083753659719026
random,65,31,0.9930069930069931,0.0009413603842269835
random,65,32,1.0,0.0004175952241279386
random,65,33,0.9720279720279721,0.00013766740508391783
random,65,34,0.9860139860139862,0.0008544075116767262
random,65,35,0.9930069930069931,0.0002721589909666653
random,65,36,0.9790209790209792,0.00023170408308131657
random,65,37,1.0,0.00035951473396889105
random,65,38,0.9930069930069931,0.00023727712433357226
random,65,39,1.0,0.0002127691718387159
random,65,40,0.9860139860139862,7.226810171407615e-05
random,65,41,0.9860139860139862,0.0003778789120712031
random,65,42,0.9860139860139862,0.0006495143143121692
random,65,43,0.9930069930069931,0.00025476841645661333
random,65,44,0.9930069930069931,0.00018926839547377802
random,65,45,0.9720279720279721,0.001950987309402188
random,65,46,0.9930069930069931,0.001873199739634252
random,65,47,0.9930069930069931,0.0007587257793337836
random,65,48,0.9930069930069931,0.002343450274696575
random,65,49,0.9860139860139862,0.00011201798630847684
random,65,50,0.9982502173821435,0.000470069100497072
random,65,51,0.9790209790209792,0.0004368994332848513
random,65,52,1.0,0.0011948666161292806
random,65,53,0.9860139860139862,0.0007160550839625969
random,65,54,0.9930069930069931,0.000596066834350779
random,65,55,0.9860139860139862,0.0004407267025785647
random,65,56,0.9737317909903013,0.0015724233747007738
random,65,57,0.9930069930069931,0.000234389886094453
random,65,58,0.9720279720279721,0.0020118878927250275
random,65,59,0.9807370556736849,0.00014454977530507614
random,65,60,0.9790209790209792,0.0012770521883312175
random,65,61,0.9860139860139862,0.0004703041082607158
random,65,62,0.9930069930069931,0.0004331393090664574
random,65,63,0.9860139860139862,0.0005736068066534353
random,65,64,0.9790209790209792,0.0006085222458241896
random,65,65,0.9860139860139862,0.00023959362943240056
random,65,66,0.9930069930069931,0.000749761911777446
random,65,67,0.9842396880153765,0.0023229374541837607
random,65,68,0.9930069930069931,0.0011764352929516462
random,65,69,0.9930069930069931,0.00010486703578600335
random,65,70,0.9860139860139862,0.00025466769884362244
random,65,71,0.9930069930069931,0.0009833932013825419
random,65,72,0.965034965034965,0.0004507313188024952
random,65,73,0.9930069930069931,0.0033627460907190727
random,65,74,1.0,0.00018940268562443437
random,65,75,1.0,0.0001814795667356865
random,65,76,1.0,0.00023311412966321233
random,65,77,0.9930069930069931,0.00020743113835010522
random,65,78,0.9930069930069931,0.00038321694555980783
random,65,79,0.9877423203570683,0.0001656333289581884
random,65,80,1.0,0.0015761163538438345
random,65,81,0.9982502173821435,0.0005073010447666549
random,65,82,0.9930069930069931,0.0011268150822839663
random,65,83,0.99124495269876,0.0014244356286770242
random,65,84,0.9982502173821435,0.0015115563639155893
random,65,85,1.0,3.567403566010671e-05
random,65,86,0.9720279720279721,0.0025173895923347534
random,65,87,0.9842396880153765,0.0013361398546202002
random,65,88,0.9790209790209792,0.0005561826596057181
random,65,89,0.9930069930069931,0.00022008798504950572
random,65,90,0.9860139860139862,0.0005719617523078882
random,65,91,0.9930069930069931,0.000982520315403279
random,65,92,0.9790209790209792,0.0004926298458074052
random,65,93,0.9930069930069931,0.00017453005143919792
random,65,94,0.965034965034965,0.00034981227058393836
random,65,95,0.99124495269876,0.0006028484869589454
random,65,96,1.0,0.00031872410070690136
random,65,97,1.0,0.0002297233033591301
random,65,98,0.9860139860139862,0.00019205491609990656
random,65,99,0.9930069930069931,0.0002845808299024157
random,65,100,0.9930069930069931,0.001156023190051814
random,65,101,0.9930069930069931,0.0015740012839709874
random,65,102,1.0,0.0020660403959773723
random,65,103,0.99124495269876,0.00031543399201581
random,65,104,0.9860139860139862,0.00010030117066367505
random,65,105,0.9860139860139862,0.001439677560776562
random,65,106,0.9930069930069931,3.6714784327695606e-05
random,65,107,1.0,0.0005467487765220797
random,65,108,0.9930069930069931,0.0016379569682212786
random,65,109,0.9860139860139862,0.0006510250785070587
random,65,110,0.9930069930069931,0.0008817691298730375
random,65,111,1.0,0.00026913746257688703
random,65,112,0.9860139860139862,0.00013770097762158377
random,65,113,0.9930069930069931,0.0010795449492527894
random,65,114,1.0,0.00030395218413465774
random,65,115,1.0,0.0015934062107408862
random,65,116,0.9580419580419581,0.001380019161347291
random,65,117,0.9930069930069931,8.764432396427342e-05
random,65,118,0.9860139860139862,0.000760840849206626
random,65,119,0.9860139860139862,0.0009445833478427434
random,65,120,0.9790209790209792,0.0006902042299611693
random,65,121,0.9930069930069931,0.00017637654101073004
random,65,122,0.9580419580419581,0.0004636903183408712
random,65,123,0.9860139860139862,0.0002348599016217516
random,65,124,1.0,0.0002582263878360273
random,65,125,0.99124495269876,0.000821607142378812
random,65,126,0.9930069930069931,0.0006350445505789032
random,65,127,0.9860139860139862,0.00127852937998845
random,65,128,0.9860139860139862,0.0012090342270235698
random,65,129,0.9860139860139862,0.001875549817270749
random,65,130,0.9860139860139862,0.00011896750160496323
random,65,131,0.9860139860139862,0.0014579410212658787
random,65,132,1.0,0.00023828430046349963
random,65,133,0.9860139860139862,0.0007706776027422332
random,65,134,0.9860139860139862,9.986472767403894e-05
random,65,135,0.9930069930069931,7.841187610662042e-05
random,65,136,0.9930069930069931,0.0010980434175057545
random,65,137,0.9930069930069931,0.0002448645178456799
random,65,138,0.9930069930069931,0.001099151311248672
random,65,139,0.9860139860139862,0.0002694060428782001
random,65,140,0.9790209790209792,0.00048806398068507894
random,65,141,0.9790209790209792,0.00010449773787169846
random,65,142,0.9790209790209792,0.00034024409734964496
random,65,143,0.9930069930069931,0.0006456198999431212
random,65,144,0.9720279720279721,0.0001808081159824037
random,65,145,1.0,7.213381156341702e-05
random,65,146,1.0,0.0031492583237124807
random,65,147,0.9930069930069931,0.0007241124930019963
random,65,148,0.9860139860139862,0.001147361475334453
random,65,149,0.9790209790209792,0.0003127817615403361
random,65,150,1.0,0.0002337184353411654
random,65,151,1.0,0.0020364294177575557
random,65,152,0.9720279720279721,0.0015487547356475137
random,65,153,0.9860139860139862,0.0007500976371540829
random,65,154,0.9930069930069931,0.0003543445631686058
random,65,155,0.9930069930069931,0.0007756463383165316
random,65,156,0.9720279720279721,0.00032503573778776604
random,65,157,0.9860139860139862,0.0002803506901567259
random,65,158,1.0,0.0001626453731060747
random,65,159,1.0,4.1784237514988646e-05
random,65,160,1.0,0.0003157025723171192
random,65,161,0.9860139860139862,0.00032862799931783503
random,65,162,0.9930069930069931,0.00034934225505664187
random,65,163,0.9860139860139862,0.00036485276745749874
random,65,164,0.9930069930069931,0.000428439153793475
random,65,165,0.9772344233319931,0.0015133692809494656
random,65,166,0.9860139860139862,0.0006520993997123151
random,65,167,0.9877423203570683,0.0002365721010426236
random,65,168,0.9930069930069931,0.0007646681185003437
random,65,169,0.9930069930069931,0.001671025917820497
random,65,170,0.9930069930069931,0.0012613738132420489
random,65,171,0.9930069930069931,0.0020325685759261737
random,65,172,0.9580419580419581,0.0002126348816880549
random,65,173,1.0,0.0002760198327980476
random,65,174,0.9930069930069931,0.0005135119642345345
random,65,175,0.9930069930069931,0.0002973383942148077
random,65,176,0.9930069930069931,0.0008553139701936574
random,65,177,1.0,0.00016617048956081503
random,65,178,0.9790209790209792,0.00039882817557366064
random,65,179,0.9860139860139862,0.0002725954339562994
random,65,180,0.9930069930069931,0.0025639547020749804
random,65,181,1.0,0.0014551880731774115
random,65,182,0.9930069930069931,0.001209067799561238
random,65,183,0.9860139860139862,0.0019496779804332872
random,65,184,0.9860139860139862,0.0008759946533948021
random,65,185,0.9860139860139862,0.0006424976539403563
random,65,186,0.9930069930069931,0.0004953156488205407
random,65,187,0.9930069930069931,0.0004915890971398143
random,65,188,0.965034965034965,0.00020017947021463926
random,65,189,1.0,0.0015602029709910093
random,65,190,1.0,0.001670186604378892
random,65,191,0.9930069930069931,0.000249329665355015
random,65,192,0.9860139860139862,0.001485269066924529
random,65,193,1.0,0.00043857806016805984
random,65,194,0.9860139860139862,0.0004225303871645772
random,65,195,0.9930069930069931,0.00023002545619810687
random,65,196,0.9790209790209792,0.0003254721807773988
random,65,197,0.9930069930069931,9.8085383177837e-05
random,65,198,1.0,0.0002901202986170075
random,65,199,0.9930069930069931,0.00033158238263228585
random,70,0,1.0,0.00021381300369853617
random,70,1,0.9930069930069931,0.0002399817690770286
random,70,2,0.9982502173821435,9.903517767451067e-05
random,70,3,0.9930069930069931,0.0021638781361344906
random,70,4,0.9930069930069931,9.671935772951144e-05
random,70,5,0.9930069930069931,0.0005925074602045439
random,70,6,0.9860139860139862,0.0011417910034090546
random,70,7,1.0,7.717962694358024e-05
random,70,8,0.9860139860139862,4.580026668883871e-05
random,70,9,1.0,0.00022015256079797234
random,70,10,0.9930069930069931,0.0003872679175789834
random,70,11,0.9720279720279721,0.0003317750821469382
random,70,12,0.9930069930069931,0.00045515038971677397
random,70,13,0.9930069930069931,0.0014147393316765369
random,70,14,0.9790209790209792,0.000844497617969773
random,70,15,0.9930069930069931,0.0005472621280291175
random,70,16,0.9877423203570683,8.780345094126313e-05
random,70,17,0.9930069930069931,0.0001383172734915614
random,70,18,0.9930069930069931,0.00024976610834465135
random,70,19,0.9860139860139862,0.00020967347554685166
random,70,20,1.0,0.00022869214684515763
random,70,21,0.99124495269876,0.00023448169670765634
random,70,22,0.9930069930069931,0.00015762542228299017
random,70,23,1.0,0.0007267092260172494
random,70,24,0.9860139860139862,0.0011427462791363723
random,70,25,0.9930069930069931,0.00014442524859649699
random,70,26,0.9930069930069931,0.0010970377829719526
random,70,27,0.9860139860139862,0.0002700874283620211
random,70,28,0.9930069930069931,0.00031171429187338114
random,70,29,0.9702291586486097,0.00021966044905965916
random,70,30,0.9930069930069931,0.00017641251158679995
random,70,31,0.9930069930069931,0.00022110783652528338
random,70,32,0.9860139860139862,0.0002067208051169762
random,70,33,0.9807370556736849,6.415313975295944e-05
random,70,34,0.9790209790209792,0.00036448603887005585
random,70,35,0.9860139860139862,0.0012322527200105964
random,70,36,0.9930069930069931,0.00010369576531382302
random,70,37,1.0,0.0004289237288396562
random,70,38,0.9930069930069931,0.000903782608561765
random,70,39,1.0,0.0001459305315607447
random,70,40,0.9930069930069931,0.0014903798006300718
random,70,41,1.0,0.00043702909864715513
random,70,42,0.9720279720279721,0.00020550499964585247
random,70,43,0.9772344233319931,0.0003636465541399891
random,70,44,0.9860139860139862,0.001148680567745435
random,70,45,0.9720279720279721,0.0011888021482925409
random,70,46,0.9790209790209792,0.0005139432685704445
random,70,47,0.9930069930069931,0.00019618382436723035
random,70,48,1.0,0.0001357698715520615
random,70,49,0.9982502173821435,0.0005678729255396128
random,70,50,0.9300699300699302,0.00031544855153469256
random,70,51,1.0,0.0011679308210382402
random,70,52,0.9860139860139862,0.0002560188221961473
random,70,53,0.9930069930069931,0.00012578289803925094
random,70,54,1.0,0.00023323694348721834
random,70,55,0.9930069930069931,6.027414134508521e-05
random,70,56,1.0,0.0002215710005142855
random,70,57,1.0,0.0004383027996169022
random,70,58,0.9930069930069931,5.691620242483591e-05
random,70,59,0.9720279720279721,0.0008646163037419561
random,70,60,0.9790209790209792,0.00038518367962848244
random,70,61,0.9790209790209792,0.00039902070379985725
random,70,62,0.9860139860139862,0.0010369712031485293
random,70,63,0.9720279720279721,0.0004124524594808496
random,70,64,0.9930069930069931,0.00026866898864570714
random,70,65,0.9930069930069931,0.0008351474949418422
random,70,66,0.9860139860139862,0.00086461630374196
random,70,67,0.9807370556736849,0.0009679308210382375
random,70,68,0.9930069930069931,0.0002619241630558968
random,70,69,0.9930069930069931,0.000471650606824896
random,70,70,0.9982502173821435,0.0005125248288541284
random,70,71,0.9860139860139862,0.00010479577978769629
random,70,72,1.0,0.0006428765440082778
random,70,73,1.0,0.003867250548929382
random,70,74,0.9860139860139862,0.0007525885139026213
random,70,75,0.9930069930069931,0.0011045641977931954
random,70,76,0.9930069930069931,0.0004890482041617028
random,70,77,0.9790209790209792,0.00028123231184732977
random,70,78,0.9930069930069931,5.622145644133397e-05
random,70,79,0.9720279720279721,0.000949317418230308
random,70,80,0.9860139860139862,4.776871364209034e-05
random,70,81,0.9930069930069931,0.0026424133800192744
random,70,82,0.9930069930069931,0.0009222223248738131
random,70,83,1.0,0.00035122796968493344
random,70,84,0.9930069930069931,0.0009204275644164442
random,70,85,0.9930069930069931,0.0005549622293462402
random,70,86,0.9930069930069931,0.000256163560942712
random,70,87,0.9930069930069931,0.00015907280974861472
random,70,88,0.965034965034965,0.0019549043338476122
random,70,89,0.9982502173821435,0.00012830135222943948
random,70,90,0.9930069930069931,0.00023543697243496719
random,70,91,1.0,0.002183186284925916
random,70,92,0.9790209790209792,6.0824148582021374e-05
random,70,93,0.9930069930069931,0.00039881806955466693
random,70,94,0.9982502173821435,0.0007051721005287555
random,70,95,0.9930069930069931,0.0005487384632440556
random,70,96,0.9860139860139862,0.0005698124247435526
random,70,97,1.0,0.00026357418476670853
random,70,98,0.9930069930069931,0.00030821161420657115
random,70,99,0.9860139860139862,0.00035713331054468
random,70,100,1.0,0.00024640816942440017
random,70,101,0.9860139860139862,0.0002728374645467061
random,70,102,0.9860139860139862,0.0006717085023235222
random,70,103,0.9930069930069931,0.0012917982403463897
random,70,104,0.9930069930069931,0.0004997009759086999
random,70,105,0.9930069930069931,0.00020078651650791616
random,70,106,0.9790209790209792,0.0013540648491175541
random,70,107,1.0,0.0007953732873864816
random,70,108,1.0,0.0005734598411569278
random,70,109,0.9860139860139862,7.321378528776794e-05
random,70,110,0.9790209790209792,0.0003770783098209847
random,70,111,0.9930069930069931,3.7955426625154697e-05
random,70,112,0.9860139860139862,0.000152906939145056
random,70,113,0.9860139860139862,0.0004605925665875224
random,70,114,1.0,0.0001397067654585592
random,70,115,1.0,0.0001700150589887379
random,70,116,1.0,0.0004092392593071622
random,70,117,0.9982502173821435,0.00019221798271141794
random,70,118,0.99124495269876,0.000401191784998292
random,70,119,0.9860139860139862,0.0003529358868943694
random,70,120,0.9720279720279721,0.0022790033351502647
random,70,121,0.9860139860139862,0.0020063444843759176
random,70,122,1.0,0.0006542240617387743
random,70,123,0.9982502173821435,0.0013994259722902294
random,70,124,0.9790209790209792,0.0004880060851864521
random,70,125,0.9860139860139862,0.0007169538344989432
random,70,126,0.9930069930069931,0.0007509963876904283
random,70,127,0.9930069930069931,0.0017555122365831885
random,70,128,0.9860139860139862,0.0010814349460925147
random,70,129,0.9982502173821435,0.0001681624030327408
random,70,130,0.9790209790209792,0.00024400550623146356
random,70,131,0.9930069930069931,0.0003112800756336942
random,70,132,0.9930069930069931,0.0004693637346292092
random,70,133,0.9930069930069931,0.00044261601426446684
random,70,134,0.9860139860139862,0.00010109046787569582
random,70,135,0.9860139860139862,0.0007121485081130682
random,70,136,0.9860139860139862,7.457432950545635e-05
random,70,137,0.9930069930069931,0.00033565408055481115
random,70,138,0.9930069930069931,0.0006822454830732692
random,70,139,0.9894797752097304,0.0006920877178395085
random,70,140,0.9860139860139862,0.0007298066351936854
random,70,141,0.9930069930069931,8.334549754714012e-05
random,70,142,0.9930069930069931,0.0004284316171013417
random,70,143,0.9860139860139862,0.0005069668609861345
random,70,144,1.0,0.002910440590903635
random,70,145,0.9790209790209792,0.00012063019866162987
random,70,146,0.9930069930069931,0.0006288079378424103
random,70,147,0.9860139860139862,0.0006014812624914138
random,70,148,0.9790209790209792,0.001103522078817945
random,70,149,0.9720279720279721,0.000398036480323227
random,70,150,1.0,0.00010433261579869779
random,70,151,0.9930069930069931,0.0009453226288251823
random,70,152,0.9860139860139862,0.0006574951574110864
random,70,153,0.9860139860139862,0.0001423699583953095
random,70,154,0.9930069930069931,0.00013796990049981102
random,70,155,0.9860139860139862,0.0008526608832759021
random,70,156,0.9860139860139862,0.00046128731257102603
random,70,157,0.9860139860139862,0.00021175771349734855
random,70,158,1.0,0.0003370146247724972
random,70,159,0.9930069930069931,0.0004126840414753513
random,70,160,0.9930069930069931,0.0005552806545886839
random,70,161,0.9930069930069931,0.00015458590860518097
random,70,162,0.9860139860139862,7.515328449170556e-05
random,70,163,0.9930069930069931,0.0008169393606242852
random,70,164,0.9930069930069931,0.001172186140187178
random,70,165,0.9930069930069931,9.767463345682245e-05
random,70,166,0.9860139860139862,0.00019531539188785357
random,70,167,0.9930069930069931,0.00030502736178219354
random,70,168,0.9930069930069931,0.0009589859665006807
random,70,169,0.9632238939652261,0.0005359146102986255
random,70,170,0.9842396880153765,0.0006742559042630156
random,70,171,0.9860139860139862,0.00013093559741687603
random,70,172,0.9930069930069931,0.0002958509252501377
random,70,173,0.9930069930069931,0.00019062585649923456
random,70,174,0.9930069930069931,0.0003676413435451124
random,70,175,1.0,0.00014914373173443272
random,70,176,1.0,0.0014569162024248388
random,70,177,0.9860139860139862,0.00015282009589711752
random,70,178,0.9930069930069931,0.0004942877467872601
random,70,179,0.9930069930069931,0.00010424577255075849
random,70,180,0.9860139860139862,0.00011446432805806806
random,70,181,0.9860139860139862,0.00045998466385195955
random,70,182,0.9860139860139862,0.0006134077352081613
random,70,183,1.0,0.0003918706097196679
random,70,184,0.9860139860139862,0.0017947943324002234
random,70,185,1.0,0.0002416896862864659
random,70,186,0.9930069930069931,0.0011859652688599187
random,70,187,1.0,6.114257382445897e-05
random,70,188,0.9860139860139862,0.0007731124681651749
random,70,189,0.9860139860139862,0.00010528789152600678
random,70,190,0.9860139860139862,0.0002639215577584575
random,70,191,0.9930069930069931,0.000263139968527022
random,70,192,0.9790209790209792,0.0002673663399266447
random,70,193,1.0,0.00017846780178798689
random,70,194,0.9982502173821435,0.00023161586952572064
random,70,195,1.0,0.0003174459462372548
random,70,196,0.9930069930069931,0.0006163893533873513
random,70,197,0.9930069930069931,0.0004958219775008228
random,70,198,0.9930069930069931,0.000235060651693907
random,70,199,0.9930069930069931,0.00046594790021033437
random,75,0,0.9930069930069931,0.00022306161661888376
random,75,1,0.9930069930069931,0.0007142578341129746
random,75,2,0.9930069930069931,0.00020482993813188545
random,75,3,1.0,6.717193970792969e-05
random,75,4,0.9930069930069931,0.0001502609862012312
random,75,5,0.9860139860139862,0.0007658512147276246
random,75,6,0.9930069930069931,0.000519030095736299
random,75,7,1.0,0.000421466659960099
random,75,8,0.9930069930069931,0.00044496863001525856
random,75,9,0.9930069930069931,0.00014456201062991596
random,75,10,0.9930069930069931,0.0002486817899837387
random,75,11,1.0,6.293553308854518e-05
random,75,12,0.9860139860139862,0.0001364674479821604
random,75,13,0.9930069930069931,0.00020306476870714027
random,75,14,0.9930069930069931,0.00031273222339586786
random,75,15,0.9860139860139862,0.00022096863001526003
random,75,16,1.0,7.660298777727543e-05
random,75,17,1.0,0.0005246282044833377
random,75,18,0.9982502173821435,0.00021907737706017567
random,75,19,1.0,0.0003281900642154133
random,75,20,1.0,0.00013674483174890657
random,75,21,0.9930069930069931,0.00017492292473550853
random,75,22,0.9930069930069931,0.0001466802139396059
random,75,23,0.9930069930069931,0.00010724128564961549
random,75,24,1.0,0.00019464238888050744
random,75,25,0.9930069930069931,7.428305081903806e-05
random,75,26,0.9860139860139862,0.0010490600405747474
random,75,27,0.9930069930069931,0.00035981181362439814
random,75,28,0.9930069930069931,0.0002719820263903551
random,75,29,1.0,0.0001299867545227438
random,75,30,0.9860139860139862,0.0012938133896685257
random,75,31,0.9930069930069931,0.00020876374427845977
random,75,32,1.0,0.0014168456985731766
random,75,33,0.9930069930069931,0.00011712623442818093
random,75,34,0.9860139860139862,0.00019870227855741678
random,75,35,0.9860139860139862,0.00029253364183558987
random,75,36,0.9860139860139862,0.0005958401824187269
random,75,37,0.9930069930069931,0.0005317897490065898
random,75,38,1.0,0.0002705951075566262
random,75,39,0.9860139860139862,0.00025879368911691045
random,75,40,0.9860139860139862,0.00017187170330131102
random,75,41,0.9930069930069931,0.00016410495783243835
random,75,42,0.9790209790209792,0.00015386697516892172
random,75,43,0.9930069930069931,0.0005639662659490657
random,75,44,0.9860139860139862,0.0001301380547591508
random,75,45,0.9930069930069931,0.0003152538940026512
random,75,46,1.0,0.0028745730429388123
random,75,47,0.9860139860139862,8.190064215415543e-06
random,75,48,0.99124495269876,0.0003325273376590737
random,75,49,1.0,0.0021834587797394524
random,75,50,0.965034965034965,8.43445165400817e-05
random,75,51,0.9930069930069931,0.0001281207182737306
random,75,52,0.9860139860139862,0.0003777408916385804
random,75,53,0.9930069930069931,0.0005791215062957906
random,75,54,1.0,0.001634163271465222
random,75,55,0.9790209790209792,0.0002785131532619082
random,75,56,0.9982502173821435,7.947769226900109e-05
random,75,57,0.9860139860139862,0.0002530694968395315
random,75,58,0.9930069930069931,0.0011130600405747542
random,75,59,0.9860139860139862,0.00015545562765118922
random,75,60,0.9860139860139862,0.00027084727461730796
random,75,61,0.9930069930069931,0.0002231372667370851
random,75,62,0.9930069930069931,0.00011021685696561107
random,75,63,0.9930069930069931,0.00029563529668192424
random,75,64,1.0,0.00010797257012558254
random,75,65,0.9930069930069931,0.0002577093707559985
random,75,66,0.99124495269876,0.00028237130929027586
random,75,67,0.9930069930069931,6.780235735962468e-05
random,75,68,0.9930069930069931,0.0004103208758781401
random,75,69,0.9930069930069931,0.00010804822024378367
random,75,70,1.0,0.0006719442013312509
random,75,71,0.9860139860139862,0.0013549639018828675
random,75,72,0.9930069930069931,0.00010698911858893647
random,75,73,0.9930069930069931,0.0003444044062169912
random,75,74,0.9930069930069931,0.0006074903006220346
random,75,75,0.9860139860139862,0.0006975391579900373
random,75,76,1.0,0.00020697335814764628
random,75,77,0.9860139860139862,0.0006372712304880689
random,75,78,0.9930069930069931,0.0004040923494794042
random,75,79,1.0,0.00034210968596482325
random,75,80,0.99124495269876,8.096547792699829e-05
random,75,81,0.9930069930069931,0.0010195817111815326
random,75,82,0.99124495269876,0.0011865667387623029
random,75,83,0.9930069930069931,0.00018806082859682008
random,75,84,1.0,0.00012499384672132492
random,75,85,1.0,0.00017204822024378532
random,75,86,0.9790209790209792,0.00018107580101604532
random,75,87,0.9930069930069931,0.00030584806263937335
random,75,88,1.0,0.0007706676055865715
random,75,89,1.0,0.00031313569069295425
random,75,90,0.9860139860139862,6.318770014922122e-05
random,75,91,1.0,0.00021259668360075622
random,75,92,1.0,0.0002946518451452815
random,75,93,0.9930069930069931,0.00030357855909327215
random,75,94,0.9930069930069931,0.00026958643931392057
random,75,95,0.9930069930069931,0.00037209234947939863
random,75,96,0.9930069930069931,0.0002336021997552107
random,75,97,0.9930069930069931,0.0002231624834431532
random,75,98,0.9790209790209792,0.0016712318293848432
random,75,99,0.9930069930069931,0.0007526628774541816
random,75,100,1.0,3.766839360863748e-05
random,75,101,0.9930069930069931,0.00044307737706017594
random,75,102,0.9930069930069931,0.0002194051942390543
random,75,103,0.9930069930069931,0.000172602987777275
random,75,104,0.9720279720279721,0.0001912885669734909
random,75,105,0.99124495269876,0.0005417503479033585
random,75,106,0.99124495269876,0.0013544847844675807
