method,budget,draw,rho_all_global,rho_all_per_env,rho_new_global,rho_new_per_env
random,80,179,0.9930069930069931,0.9865778397713036,1.0,1.0
random,80,180,1.0,0.9889006559847955,1.0,0.980952380952381
random,80,181,1.0,0.9754204945932196,1.0,0.9571083487744826
random,80,182,0.9930069930069931,0.9947367735864745,1.0,0.980952380952381
random,80,183,0.9930069930069931,0.9912480162268927,1.0,0.9619047619047619
random,80,184,1.0,0.9748346706070729,1.0,0.9571083487744828
random,80,185,0.9930069930069931,0.981319265529792,1.0,0.980952380952381
random,80,186,1.0,0.9853898303636303,1.0,0.9904071737394414
random,80,187,0.9930069930069931,0.9900686573604185,1.0,0.9713595546918224
random,80,188,0.9930069930069931,0.9883286304338937,1.0,0.961904761904762
random,80,189,0.9930069930069931,0.9929952141776246,1.0,0.9712884851041225
random,80,190,0.9930069930069931,0.9894720858707227,1.0,0.9712884851041225
random,80,191,1.0,0.9947547344653765,1.0,0.980952380952381
random,80,192,0.9982502173821435,0.9965004275944486,1.0,0.9713595546918224
random,80,193,0.9930069930069931,0.9970857367963788,1.0,1.0
random,80,194,0.9930069930069931,0.994752686136065,1.0,0.9952035868697208
random,80,195,0.9930069930069931,0.9900748374432586,1.0,0.961904761904762
random,80,196,1.0,1.0,1.0,1.0
random,80,197,0.9720279720279721,0.9883301648829123,1.0,0.9952035868697208
random,80,198,1.0,0.9947506485685844,1.0,0.980952380952381
random,80,199,0.9930069930069931,0.9760315707684128,1.0,0.942857142857143
random,85,0,0.9930069930069931,0.9701831126336428,1.0,0.9952035868697208
random,85,1,0.9860139860139862,0.9964912280701754,1.0,0.980952380952381
random,85,2,0.9930069930069931,0.9941436649046653,1.0,0.98037464937144
random,85,3,1.0,0.9929706269504545,1.0,1.0
random,85,4,0.9930069930069931,0.993006993006993,1.0,1.0
random,85,5,1.0,0.9865447841300322,1.0,0.9377826475860678
random,85,6,1.0,0.9959105222137247,1.0,0.9904071737394414
random,85,7,0.9982502173821435,0.9976689976689977,1.0,1.0
random,85,8,0.9930069930069931,0.9917989789781609,1.0,0.9952035868697208
random,85,9,1.0,0.9830710981745471,1.0,0.9761559678221018
random,85,10,1.0,0.9976689976689977,1.0,0.980952380952381
random,85,11,0.9930069930069931,0.9953379953379954,1.0,0.980952380952381
random,85,12,0.9982502173821435,0.9953272649346744,1.0,0.9952035868697208
random,85,13,0.9930069930069931,0.9918374023637182,1.0,1.0
random,85,14,0.9930069930069931,0.992995757685276,1.0,1.0
random,85,15,0.9930069930069931,0.9964983900269678,1.0,1.0
random,85,16,1.0,0.9765744555664311,1.0,0.9471674160394793
random,85,17,1.0,0.9964746672356677,1.0,0.9952035868697208
random,85,18,0.9930069930069931,0.9900927298033718,1.0,0.980952380952381
random,85,19,1.0,0.9970857367963788,1.0,1.0
random,85,20,0.9930069930069931,0.9895084447653092,1.0,0.9761559678221018
random,85,21,0.9930069930069931,0.9883255812296872,1.0,1.0
random,85,22,1.0,0.9924058397742609,1.0,0.980952380952381
random,85,23,0.9930069930069931,0.9865497076023392,1.0,0.9619047619047619
random,85,24,0.9860139860139862,0.9807605486857782,1.0,0.942857142857143
random,85,25,0.9982502173821435,0.9883204514783465,1.0,0.942857142857143
random,85,26,0.9930069930069931,0.9988304093567252,1.0,0.9952035868697208
random,85,27,1.0,0.9964994070257228,1.0,0.9952035868697208
random,85,28,0.9930069930069931,0.9842468374403014,1.0,1.0
random,85,29,0.9982502173821435,0.9853882959146117,1.0,0.9761559678221018
random,85,30,1.0,0.9953379953379954,1.0,0.980952380952381
random,85,31,0.9860139860139862,0.9883449883449883,1.0,0.980952380952381
random,85,32,0.9930069930069931,0.9859904930018927,1.0,0.980952380952381
random,85,33,1.0,0.9994146907980698,1.0,0.9952035868697208
random,85,34,0.9930069930069931,0.9823664038302345,1.0,0.9314871155180916
random,85,35,1.0,1.0,1.0,1.0
random,85,36,0.9930069930069931,0.9900748374432586,1.0,0.961904761904762
random,85,37,0.9860139860139862,0.9970836884670674,1.0,1.0
random,85,38,0.9860139860139862,0.9900538006333054,1.0,0.9761559678221018
random,85,39,1.0,0.9865880509323025,1.0,0.9761559678221018
random,85,40,0.9930069930069931,0.9941535812326444,1.0,0.9761559678221018
random,85,41,0.9930069930069931,0.9964912280701754,1.0,0.980952380952381
random,85,42,1.0,0.984222711112535,1.0,0.9713595546918224
random,85,43,0.9982502173821435,0.991812865497076,1.0,0.9952035868697208
random,85,44,0.9930069930069931,0.9970816508995867,1.0,1.0
random,85,45,0.9930069930069931,0.9888551979686097,1.0,0.9662150350870983
random,85,46,1.0,0.9964994070257228,1.0,0.980952380952381
random,85,47,0.9982502173821435,0.9941422749227482,1.0,0.980952380952381
random,85,48,1.0,0.9900804721129953,1.0,0.980952380952381
random,85,49,0.9860139860139862,0.9801609442259908,1.0,0.980952380952381
random,85,50,0.9930069930069931,0.9895053830339609,1.0,0.9758778856813058
random,85,51,1.0,0.9982456140350878,1.0,0.9952035868697208
random,85,52,0.9930069930069931,0.9959146117040856,1.0,0.9761559678221018
random,85,53,0.9930069930069931,0.9964994070257229,1.0,0.9761559678221018
random,85,54,1.0,0.997662353162469,1.0,0.9904071737394414
random,85,55,0.9930069930069931,0.9789893142153012,1.0,0.980952380952381
random,85,56,1.0,0.991215718105542,1.0,0.9952035868697208
random,85,57,0.9860139860139862,0.9953379953379954,1.0,1.0
random,85,58,0.9930069930069931,0.9806954735820691,1.0,0.9761559678221018
random,85,59,0.9930069930069931,0.9947368421052633,1.0,0.980952380952381
random,85,60,0.9982502173821435,0.9888698590474267,1.0,0.980952380952381
random,85,61,1.0,0.9994167391273812,1.0,0.9952035868697208
random,85,62,0.9790209790209792,0.9953379953379954,1.0,0.980952380952381
random,85,63,1.0,0.9982456140350878,1.0,0.9952035868697208
random,85,64,1.0,0.9941684046947206,1.0,0.980952380952381
random,85,65,0.9930069930069931,0.9964912280701754,1.0,0.980952380952381
random,85,66,1.0,0.9900804721129953,1.0,0.961904761904762
random,85,67,0.9930069930069931,0.9976689976689977,1.0,1.0
random,85,68,1.0,0.9906759906759909,1.0,0.961904761904762
random,85,69,0.9930069930069931,0.9877336050558325,1.0,0.9761559678221018
random,85,70,1.0,0.97715337932449,1.0,0.879249379739231
random,85,71,0.9930069930069931,1.0,1.0,1.0
random,85,72,0.9860139860139862,0.9929657791883475,1.0,0.98037464937144
random,85,73,0.9860139860139862,0.991811272591746,1.0,0.9712884851041225
random,85,74,0.9860139860139862,0.9871508608350714,1.0,0.980952380952381
random,85,75,0.9930069930069931,0.9918246325929827,1.0,0.9614186219568192
random,85,76,0.9860139860139862,0.9935831044546871,1.0,0.980952380952381
random,85,77,0.9860139860139862,0.9947403925224801,1.0,1.0
random,85,78,0.9930069930069931,0.9789882631987896,1.0,0.961904761904762
random,85,79,1.0,0.9883040935672515,1.0,0.9952035868697208
random,85,80,0.99124495269876,0.9888847157745397,1.0,0.9952035868697208
random,85,81,0.99124495269876,0.9894931253435844,1.0,0.980952380952381
random,85,82,0.9930069930069931,0.9964994070257228,1.0,1.0
random,85,83,1.0,0.9970857367963788,1.0,0.9761559678221018
random,85,84,0.9930069930069931,0.9906509488909526,1.0,0.980952380952381
random,85,85,0.9930069930069931,0.9953379953379954,1.0,0.980952380952381
random,85,86,1.0,0.9970857367963788,1.0,0.980952380952381
random,85,87,0.9860139860139862,0.9912480162268927,1.0,0.980952380952381
random,85,88,1.0,0.9953379953379954,1.0,0.980952380952381
random,85,89,0.9860139860139862,0.9888686370361097,1.0,1.0
random,85,90,0.9877423203570683,0.9988304093567252,1.0,0.9952035868697208
random,85,91,0.9930069930069931,0.9935836093730832,1.0,0.9761559678221018
random,85,92,1.0,0.9935769720285172,1.0,0.9710814725510266
random,85,93,0.9930069930069931,0.9988304093567252,1.0,0.9952035868697208
random,85,94,0.9930069930069931,0.9988304093567252,1.0,0.9952035868697208
random,85,95,1.0,0.9912296046244572,1.0,0.980952380952381
random,85,96,1.0,0.9988304093567252,1.0,0.9952035868697208
random,85,97,0.9860139860139862,0.9865414198299524,1.0,0.9758778856813058
random,85,98,0.9790209790209792,0.9976689976689977,1.0,0.980952380952381
random,85,99,0.9860139860139862,0.992402240766553,1.0,1.0
random,85,100,1.0,0.9970857367963788,1.0,1.0
random,85,101,0.9982502173821435,0.9889088421023059,1.0,1.0
random,85,102,0.9930069930069931,0.9912398246558839,1.0,0.980952380952381
random,85,103,0.9860139860139862,0.9842427515435093,1.0,0.980952380952381
random,85,104,1.0,0.9935790185578949,1.0,1.0
random,85,105,0.9930069930069931,0.993558379615464,1.0,0.9952035868697208
random,85,106,1.0,0.9924058397742609,1.0,0.980952380952381
random,85,107,0.9860139860139862,0.991812662573663,1.0,0.98037464937144
random,85,108,0.99124495269876,0.9982471484841063,1.0,1.0
random,85,109,1.0,0.9947218360357848,1.0,0.9855396910214621
random,85,110,0.9930069930069931,0.9889216047110786,1.0,1.0
random,85,111,1.0,0.9947547344653765,1.0,1.0
random,85,112,1.0,0.9502054759617354,1.0,0.9179007821160611
random,85,113,0.9930069930069931,0.9900927298033718,1.0,0.980952380952381
random,85,114,1.0,0.9994167391273812,1.0,1.0
random,85,115,0.9930069930069931,0.9947368421052633,1.0,0.980952380952381
random,85,116,0.99124495269876,0.9918292234081708,1.0,0.980952380952381
random,85,117,1.0,0.9959146117040856,1.0,0.9952035868697208
random,85,118,0.9930069930069931,0.9847601859181553,1.0,0.9712884851041225
random,85,119,0.9930069930069931,0.9982471484841063,1.0,0.9952035868697208
random,85,120,1.0,0.9982491932166996,1.0,0.9952035868697208
random,85,121,0.9860139860139862,0.9964963416976564,1.0,0.980952380952381
random,85,122,0.99124495269876,0.9947547344653765,1.0,0.980952380952381
random,85,123,0.9860139860139862,0.9929657791883475,1.0,0.961327030323821
random,85,124,0.9930069930069931,0.9947445161424145,1.0,0.9952035868697208
random,85,125,1.0,0.9988304093567252,1.0,0.9952035868697208
random,85,126,0.99124495269876,0.9538093485461907,1.0,1.0
random,85,127,0.9930069930069931,0.9883131140808405,1.0,0.9904071737394414
random,85,128,0.9860139860139862,0.9912067887920367,1.0,0.9761559678221018
random,85,129,0.9982502173821435,0.9865778397713036,1.0,0.980952380952381
random,85,130,0.9930069930069931,0.9865737305162389,1.0,0.9571083487744828
random,85,131,1.0,0.9964983900269678,1.0,0.9904071737394414
random,85,132,1.0,0.9836594906708903,1.0,0.961904761904762
random,85,133,0.9930069930069931,0.9959079671975566,1.0,0.980952380952381
random,85,134,0.9860139860139862,0.9579029157976526,1.0,0.923809523809524
random,85,135,0.9930069930069931,0.9918261670420012,1.0,0.9952035868697208
random,85,136,0.9930069930069931,0.9924058397742609,1.0,0.961904761904762
random,85,137,0.9930069930069931,0.993006993006993,1.0,1.0
random,85,138,0.9860139860139862,0.9976689976689977,1.0,1.0
random,85,139,0.9930069930069931,0.9859407391166926,1.0,0.9952035868697208
random,85,140,1.0,0.9982456140350878,1.0,0.9952035868697208
random,85,141,0.9930069930069931,0.9953379953379954,1.0,0.980952380952381
random,85,142,1.0,0.9953272649346744,1.0,0.9952035868697208
random,85,143,0.9930069930069931,0.9772148473924153,1.0,0.961904761904762
random,85,144,0.9930069930069931,0.9877617274723697,1.0,0.980952380952381
random,85,145,1.0,0.9988334782547623,1.0,1.0
random,85,146,0.9860139860139862,0.9819158351092989,1.0,0.980952380952381
random,85,147,0.9860139860139862,0.993006993006993,1.0,0.980952380952381
random,85,148,0.9930069930069931,0.9964994070257228,1.0,0.9952035868697208
random,85,149,0.9930069930069931,0.9994167391273812,1.0,1.0
random,85,150,1.0,0.9970713948534824,1.0,1.0
random,85,151,1.0,0.9865778397713036,1.0,1.0
random,85,152,0.9930069930069931,0.9994167391273812,1.0,1.0
random,85,153,1.0,0.9970857367963788,1.0,0.980952380952381
random,85,154,1.0,0.9953379953379954,1.0,0.980952380952381
random,85,155,1.0,0.9883449883449883,1.0,1.0
random,85,156,1.0,0.9976689976689977,1.0,0.980952380952381
random,85,157,1.0,0.9953379953379954,1.0,1.0
random,85,158,1.0,0.9953379953379954,1.0,0.980952380952381
random,85,159,0.9930069930069931,0.9941422749227482,1.0,0.9758778856813058
random,85,160,1.0,0.9842468374403014,1.0,0.980952380952381
random,85,161,0.9930069930069931,0.9994167391273812,1.0,0.9952035868697208
random,85,162,0.9930069930069931,0.9525636286334359,1.0,0.9761559678221018
random,85,163,0.9930069930069931,0.9812649180578387,1.0,1.0
random,85,164,0.9982502173821435,0.9860139860139862,1.0,1.0
random,85,165,1.0,0.9952931043753894,1.0,0.9903361041517416
random,85,166,0.9930069930069931,0.9994167391273812,1.0,1.0
random,85,167,0.9930069930069931,0.9900748374432586,1.0,0.980952380952381
random,85,168,1.0,0.9964994070257229,1.0,0.9761559678221018
random,85,169,0.9860139860139862,0.9888986022934549,1.0,0.980952380952381
random,85,170,1.0,0.9924114744439977,1.0,0.980952380952381
random,85,171,0.9860139860139862,0.9924216838050629,1.0,0.9761559678221018
random,85,172,1.0,0.9988304093567252,1.0,1.0
random,85,173,0.9930069930069931,0.9830874651199885,1.0,0.980952380952381
random,85,174,1.0,0.9859812701917967,1.0,0.961904761904762
random,85,175,1.0,0.9970857367963788,1.0,1.0
random,85,176,0.9930069930069931,0.9976689976689977,1.0,1.0
random,85,177,0.9860139860139862,0.9877576415755773,1.0,0.980952380952381
random,85,178,0.99124495269876,0.9976689976689977,1.0,1.0
random,85,179,1.0,0.9924058397742609,1.0,0.980952380952381
random,85,180,0.99124495269876,0.9860139860139862,1.0,0.980952380952381
random,85,181,0.9930069930069931,0.9912480162268927,1.0,1.0
random,85,182,0.9964973622679555,0.9871580371157899,1.0,0.980952380952381
random,85,183,0.9930069930069931,0.9824919465569931,1.0,0.9761559678221018
random,85,184,0.9930069930069931,0.9865906023800762,1.0,0.9761559678221018
random,85,185,0.99124495269876,0.9865778397713036,1.0,0.980952380952381
random,85,186,0.9930069930069931,0.9900804721129953,1.0,0.980952380952381
random,85,187,0.9982502173821435,0.9947547344653765,1.0,1.0
random,85,188,0.9930069930069931,0.9900804721129953,1.0,0.980952380952381
random,85,189,1.0,0.9918184930048498,1.0,0.9761559678221018
random,85,190,0.9930069930069931,0.9941462773213207,1.0,0.9903361041517416
random,85,191,0.9930069930069931,0.9894931253435844,1.0,0.980952380952381
random,85,192,0.9930069930069931,0.9877494697819932,1.0,0.980952380952381
random,85,193,0.99124495269876,0.9953379953379954,1.0,1.0
random,85,194,1.0,0.9970857367963788,1.0,0.980952380952381
random,85,195,0.9860139860139862,0.9883449883449883,1.0,0.980952380952381
random,85,196,1.0,0.9918374023637182,1.0,0.980952380952381
random,85,197,1.0,0.9871442163285428,1.0,0.9952035868697208
random,85,198,0.9930069930069931,0.9935836093730831,1.0,0.9952035868697208
random,85,199,1.0,0.9994167391273812,1.0,1.0
random,90,0,1.0,0.9976689976689977,1.0,0.980952380952381
random,90,1,0.9930069930069931,0.9924114744439977,1.0,0.980952380952381
random,90,2,0.99124495269876,0.9941602257391731,1.0,0.980952380952381
random,90,3,1.0,0.9964911991692712,1.0,0.9952035868697208
random,90,4,0.9930069930069931,0.9953379953379954,1.0,0.980952380952381
random,90,5,0.9930069930069931,0.9976689976689977,1.0,0.980952380952381
random,90,6,1.0,0.9959146117040855,1.0,0.9761559678221018
random,90,7,0.9930069930069931,0.9976689976689977,1.0,0.980952380952381
random,90,8,0.9930069930069931,0.9976689976689977,1.0,1.0
random,90,9,0.9930069930069931,1.0,1.0,1.0
random,90,10,1.0,0.9994167391273812,1.0,1.0
random,90,11,0.9930069930069931,0.9994167391273812,1.0,1.0
random,90,12,0.9930069930069931,0.9924114744439977,1.0,0.9952035868697208
random,90,13,1.0,0.9900748374432586,1.0,0.961904761904762
random,90,14,1.0,1.0,1.0,1.0
random,90,15,0.9860139860139862,0.9883449883449883,1.0,0.980952380952381
random,90,16,0.9860139860139862,0.9947506485685844,1.0,1.0
random,90,17,0.9930069930069931,1.0,1.0,1.0
random,90,18,1.0,1.0,1.0,1.0
random,90,19,0.9930069930069931,0.9976689976689977,1.0,0.980952380952381
random,90,20,1.0,1.0,1.0,1.0
random,90,21,1.0,0.9935836093730831,1.0,0.9761559678221018
random,90,22,0.9930069930069931,1.0,1.0,1.0
random,90,23,0.9930069930069931,0.9976689976689977,1.0,0.980952380952381
random,90,24,0.9930069930069931,0.9941602257391732,1.0,0.961904761904762
random,90,25,1.0,0.9982456140350878,1.0,1.0
random,90,26,1.0,0.9976689976689977,1.0,0.980952380952381
random,90,27,1.0,0.9924058397742609,1.0,0.980952380952381
random,90,28,1.0,0.9976689976689977,1.0,0.980952380952381
random,90,29,1.0,1.0,1.0,1.0
random,90,30,0.9982502173821435,0.9953379953379954,1.0,0.980952380952381
random,90,31,0.9930069930069931,0.9976689976689977,1.0,0.980952380952381
random,90,32,0.99124495269876,0.9964912280701754,1.0,0.980952380952381
random,90,33,0.9982502173821435,1.0,1.0,1.0
random,90,34,1.0,0.978971905287695,1.0,1.0
random,90,35,1.0,1.0,1.0,1.0
random,90,36,0.9930069930069931,0.9964994070257229,1.0,0.9952035868697208
random,90,37,1.0,0.9976689976689977,1.0,1.0
random,90,38,1.0,1.0,1.0,1.0
random,90,39,1.0,1.0,1.0,1.0
random,90,40,0.9930069930069931,1.0,1.0,1.0
random,90,41,1.0,0.9947368421052633,1.0,0.980952380952381
random,90,42,1.0,0.9976689976689977,1.0,0.980952380952381
random,90,43,0.9982502173821435,0.97715337932449,1.0,0.9238095238095237
random,90,44,0.9860139860139862,0.9964912280701754,1.0,0.980952380952381
random,90,45,1.0,0.9976689976689977,1.0,0.980952380952381
random,90,46,0.9982502173821435,0.9964912280701754,1.0,0.980952380952381
random,90,47,0.9930069930069931,0.9965024759237601,1.0,0.980952380952381
random,90,48,0.9860139860139862,0.993558379615464,1.0,0.9952035868697208
random,90,49,1.0,1.0,1.0,1.0
random,90,50,0.9930069930069931,0.9900666584877111,1.0,0.9619047619047619
random,90,51,1.0,0.9976689976689977,1.0,0.980952380952381
random,90,52,0.9930069930069931,0.9994167391273812,1.0,1.0
random,90,53,0.9982502173821435,0.9982471484841063,1.0,1.0
random,90,54,0.9930069930069931,0.9900927298033718,1.0,0.980952380952381
random,90,55,1.0,0.9929824561403509,1.0,0.980952380952381
random,90,56,0.9930069930069931,0.9976689976689977,1.0,0.980952380952381
random,90,57,1.0,1.0,1.0,1.0
random,90,58,1.0,0.9988304093567252,1.0,1.0
random,90,59,1.0,0.9924114744439977,1.0,0.980952380952381
random,90,60,1.0,1.0,1.0,1.0
random,90,61,1.0,1.0,1.0,1.0
random,90,62,1.0,0.9994167391273812,1.0,1.0
random,90,63,0.9930069930069931,0.9953379953379954,1.0,0.980952380952381
random,90,64,1.0,1.0,1.0,1.0
random,90,65,0.9930069930069931,1.0,1.0,1.0
random,90,66,0.9930069930069931,0.9959146117040855,1.0,0.9761559678221018
random,90,67,1.0,0.9953379953379954,1.0,0.980952380952381
random,90,68,1.0,1.0,1.0,1.0
random,90,69,0.9930069930069931,0.9959146117040855,1.0,0.9952035868697208
random,90,70,1.0,1.0,1.0,1.0
random,90,71,1.0,1.0,1.0,1.0
random,90,72,1.0,0.9994167391273812,1.0,1.0
random,90,73,1.0,0.9994167391273812,1.0,1.0
random,90,74,1.0,0.9988334782547623,1.0,1.0
random,90,75,0.9930069930069931,0.9917989789781609,1.0,0.9952035868697208
random,90,76,1.0,0.9988304093567252,1.0,0.9952035868697208
random,90,77,1.0,0.9947506485685844,1.0,0.980952380952381
random,90,78,1.0,0.9777777777777779,1.0,0.9238095238095237
random,90,79,1.0,0.9994167391273812,1.0,1.0
random,90,80,0.9930069930069931,1.0,1.0,1.0
random,90,81,1.0,0.9976689976689977,1.0,1.0
random,90,82,0.9930069930069931,0.9988334782547623,1.0,1.0
random,90,83,1.0,0.9976689976689977,1.0,1.0
random,90,84,0.9930069930069931,0.9970816508995867,1.0,0.9952035868697208
random,90,85,0.9930069930069931,0.9976689976689977,1.0,0.980952380952381
random,90,86,1.0,0.9947547344653765,1.0,0.961904761904762
random,90,87,1.0,0.997662353162469,1.0,0.9904071737394414
random,90,88,1.0,0.9988304093567252,1.0,0.9952035868697208
random,90,89,0.9930069930069931,0.9912296046244572,1.0,0.980952380952381
random,90,90,0.9930069930069931,0.9836339099496995,1.0,1.0
random,90,91,0.9930069930069931,0.9976689976689977,1.0,0.980952380952381
random,90,92,0.9930069930069931,0.9924058397742609,1.0,0.980952380952381
random,90,93,0.9930069930069931,0.9947368421052633,1.0,0.980952380952381
random,90,94,0.9930069930069931,0.9906432748538011,1.0,0.980952380952381
random,90,95,1.0,0.9976689976689977,1.0,0.980952380952381
random,90,96,1.0,0.9959146117040856,1.0,0.9761559678221018
random,90,97,1.0,1.0,1.0,1.0
random,90,98,0.9930069930069931,0.9947368421052633,1.0,0.980952380952381
random,90,99,0.9930069930069931,0.9994167391273812,1.0,0.9952035868697208
random,90,100,0.9930069930069931,0.9959146117040856,1.0,0.9952035868697208
random,90,101,0.9860139860139862,0.9941602257391731,1.0,0.980952380952381
random,90,102,0.9930069930069931,0.9970857367963788,1.0,0.980952380952381
random,90,103,0.9930069930069931,0.9889088421023059,1.0,1.0
random,90,104,0.9930069930069931,0.9941436649046653,1.0,0.98037464937144
random,90,105,1.0,0.9982456140350878,1.0,0.9952035868697208
random,90,106,0.9860139860139862,0.9737307686216418,1.0,0.980952380952381
random,90,107,0.9930069930069931,0.9976689976689977,1.0,1.0
random,90,108,1.0,0.9906432748538011,1.0,0.980952380952381
random,90,109,1.0,0.9970857367963788,1.0,0.980952380952381
random,90,110,1.0,0.9994167391273812,1.0,1.0
random,90,111,0.9930069930069931,1.0,1.0,1.0
random,90,112,0.9930069930069931,0.9924114744439977,1.0,0.980952380952381
random,90,113,1.0,0.9935836093730831,1.0,0.9952035868697208
random,90,114,0.9930069930069931,0.9994167391273812,1.0,1.0
random,90,115,1.0,0.9970651773581798,1.0,0.9952035868697208
random,90,116,1.0,0.9988304093567252,1.0,0.9952035868697208
random,90,117,1.0,0.9976689976689977,1.0,0.980952380952381
random,90,118,1.0,0.9970857367963788,1.0,0.980952380952381
random,90,119,0.9930069930069931,0.9970857367963788,1.0,1.0
random,90,120,0.9930069930069931,0.9947368421052633,1.0,0.980952380952381
random,90,121,1.0,0.9964994070257229,1.0,0.9761559678221018
random,90,122,0.9930069930069931,1.0,1.0,1.0
random,90,123,1.0,1.0,1.0,1.0
random,90,124,0.9930069930069931,0.9976689976689977,1.0,1.0
random,90,125,0.9930069930069931,0.9976689976689977,1.0,0.980952380952381
random,90,126,0.9930069930069931,0.9994167391273812,1.0,1.0
random,90,127,0.9982502173821435,0.9976689976689977,1.0,1.0
random,90,128,0.9930069930069931,0.9976689976689977,1.0,1.0
random,90,129,0.9930069930069931,1.0,1.0,1.0
random,90,130,0.9930069930069931,1.0,1.0,1.0
random,90,131,1.0,0.9988334782547623,1.0,1.0
random,90,132,0.9930069930069931,1.0,1.0,1.0
random,90,133,1.0,0.9959146117040855,1.0,0.9761559678221018
random,90,134,0.9982502173821435,0.9988304093567252,1.0,1.0
random,90,135,0.9930069930069931,0.9976689976689977,1.0,1.0
random,90,136,1.0,1.0,1.0,1.0
random,90,137,0.9860139860139862,0.9877192982456141,1.0,0.9952035868697208
random,90,138,1.0,1.0,1.0,1.0
random,90,139,0.99124495269876,0.9964994070257229,1.0,1.0
random,90,140,1.0,0.9994167391273812,1.0,1.0
random,90,141,1.0,0.9976689976689977,1.0,0.980952380952381
random,90,142,1.0,0.9959146117040856,1.0,0.9761559678221018
random,90,143,0.9930069930069931,0.9900804721129953,1.0,0.980952380952381
random,90,144,0.9930069930069931,0.9895043408878769,1.0,0.980952380952381
random,90,145,1.0,0.9976689976689977,1.0,1.0
random,90,146,0.9930069930069931,0.9970857367963788,1.0,1.0
random,90,147,0.9930069930069931,0.9970857367963788,1.0,1.0
random,90,148,0.9930069930069931,1.0,1.0,1.0
random,90,149,1.0,0.9959146117040855,1.0,0.9761559678221018
random,90,150,1.0,0.9623159814624497,1.0,0.98037464937144
random,90,151,0.9930069930069931,0.9748223769934876,1.0,0.9047619047619048
random,90,152,1.0,0.9889088421023059,1.0,1.0
random,90,153,1.0,0.9976689976689977,1.0,1.0
random,90,154,1.0,0.9976689976689977,1.0,0.980952380952381
random,90,155,1.0,1.0,1.0,1.0
random,90,156,1.0,1.0,1.0,1.0
random,90,157,0.9930069930069931,0.9970857367963788,1.0,1.0
random,90,158,1.0,0.9994167391273812,1.0,0.9952035868697208
random,90,159,1.0,0.9994167391273812,1.0,1.0
random,90,160,0.9930069930069931,1.0,1.0,1.0
random,90,161,0.9860139860139862,0.9871123870889861,1.0,0.937226483304476
random,90,162,1.0,0.9994167391273812,1.0,0.9952035868697208
random,90,163,0.9930069930069931,0.9976689976689977,1.0,0.980952380952381
random,90,164,0.9930069930069931,0.9959141067856895,1.0,1.0
random,90,165,1.0,0.9953379953379954,1.0,0.961904761904762
random,90,166,1.0,1.0,1.0,1.0
random,90,167,0.9930069930069931,0.9994167391273812,1.0,1.0
random,90,168,1.0,0.9941422749227482,1.0,0.9758778856813058
random,90,169,0.9930069930069931,0.9988304093567252,1.0,0.9952035868697208
random,90,170,0.9930069930069931,0.988312272522799,1.0,0.980952380952381
random,90,171,0.9982502173821435,0.9953379953379954,1.0,1.0
random,90,172,0.9982502173821435,0.9894931253435844,1.0,1.0
random,90,173,1.0,0.9964994070257228,1.0,0.9952035868697208
random,90,174,0.9930069930069931,0.9964994070257228,1.0,1.0
random,90,175,0.9930069930069931,0.9994167391273812,1.0,1.0
random,90,176,1.0,0.988312272522799,1.0,0.980952380952381
random,90,177,1.0,1.0,1.0,1.0
random,90,178,0.9930069930069931,0.9970857367963788,1.0,1.0
random,90,179,0.9930069930069931,0.9970857367963788,1.0,1.0
random,90,180,0.9930069930069931,0.9959141067856895,1.0,1.0
random,90,181,0.9930069930069931,0.9994167391273812,1.0,1.0
random,90,182,1.0,1.0,1.0,1.0
random,90,183,1.0,1.0,1.0,1.0
random,90,184,0.9930069930069931,0.9970857367963788,1.0,1.0
random,90,185,0.99124495269876,0.9953379953379954,1.0,0.980952380952381
random,90,186,1.0,0.9994167391273812,1.0,1.0
random,90,187,0.9930069930069931,0.9964994070257228,1.0,1.0
random,90,188,1.0,1.0,1.0,1.0
random,90,189,0.9930069930069931,0.9988304093567252,1.0,1.0
random,90,190,0.9930069930069931,0.9877437665934675,1.0,0.980952380952381
random,90,191,0.9930069930069931,0.9982456140350878,1.0,0.9952035868697208
random,90,192,0.9982502173821435,0.9976689976689977,1.0,0.980952380952381
random,90,193,1.0,1.0,1.0,1.0
random,90,194,1.0,1.0,1.0,1.0
random,90,195,1.0,0.9917860530342489,1.0,0.9952035868697208
random,90,196,0.9982502173821435,0.9959146117040856,1.0,0.9952035868697208
random,90,197,1.0,1.0,1.0,1.0
random,90,198,1.0,0.9976689976689977,1.0,0.980952380952381
random,90,199,0.9860139860139862,0.9953379953379954,1.0,1.0
stratified_proportional,5,0,0.7193026734680664,0.592082596773077,0.5797710356524484,0.5758083651461069
stratified_proportional,5,1,0.964636052973025,0.7711413225323471,0.942857142857143,0.6200107958231875
stratified_proportional,5,2,0.8371291296643238,0.730453182770154,0.8285714285714287,0.7733737439602026
stratified_proportional,5,3,0.9174116968421968,0.6721154327442965,0.8986451052612952,0.2565477918662926
stratified_proportional,5,4,0.7087091953987682,0.7603077324451951,0.6957252427829382,0.8089436587006474
stratified_proportional,5,5,0.88577681074419,0.8753250615708194,0.8406680016960503,0.7864690667605609
stratified_proportional,5,6,0.750172253201715,0.4970828375085974,0.6377481392176932,0.47182972954135066
stratified_proportional,5,7,0.9275048155378106,0.723106686471023,0.9276336570439175,0.7151985334841782
