sampler,budget,repeat,global_mse,global_spearman,global_kendall,mean_per_env_mse,mean_per_env_spearman,coverage__resistor,coverage__retro,coverage__spectra,coverage__wetlab
random,5,90,0.013903666666666663,0.8406317620060156,0.6870429186215167,0.09103757716049382,0.7098287022727178,0,1,2,2
random,5,91,0.043903666666666674,0.9718550849815182,0.9149761402251629,0.10297893518518515,0.7539882183306997,0,1,3,1
random,5,92,0.022743666666666666,0.8877247628654673,0.8000946913656627,0.04498202160493827,0.8431170013173631,0,2,2,1
random,5,93,0.030476999999999994,0.9277256664964789,0.8128970193249391,0.05896350308641976,0.6664029581744368,0,1,2,2
random,5,94,0.042890333333333336,0.8511494585056104,0.699205898780101,0.05202916666666666,0.7253509764963919,0,0,1,4
random,5,95,0.012717,0.9277256664964789,0.8128970193249391,0.04018510802469135,0.834578981760321,1,2,2,0
random,5,96,0.01777033333333334,0.9737317909903013,0.9007896044148774,0.02603179012345679,0.8609715866945002,2,0,2,1
random,5,97,0.022663666666666662,0.898251143452805,0.7693218186208295,0.03661944444444445,0.8256713430968601,0,0,1,4
random,5,98,0.026490333333333334,0.7674160007252881,0.6249807393026041,0.031917206790123456,0.654267486790438,0,2,1,2
random,5,99,0.08311700000000001,0.9632238939652261,0.8702543635872545,0.12880827546296297,0.7437323545667608,1,1,1,2
random,5,100,0.016970333333333334,0.9472065864493784,0.8441622892989752,0.06691658950617282,0.7347552282069896,2,1,2,0
random,5,101,0.03686366666666666,0.7915639118690458,0.6146497675999969,0.030782754629629625,0.5908787297115995,0,3,0,2
random,5,102,0.050543666666666674,0.8752318487115212,0.7288792981454687,0.12464189814814813,0.714010942870677,1,1,3,0
random,5,103,0.008557,0.9014308034611184,0.781631749350903,0.11863942901234566,0.6892306416420985,0,1,3,1
random,5,104,0.022677,0.9087775240401426,0.8000946913656627,0.06319021990740742,0.8147463510558077,1,2,1,1
random,5,105,0.074597,0.6214102908862907,0.4934637712198267,0.08505127314814817,0.3788566118857841,0,3,0,2
random,5,106,0.019317000000000004,0.8680564644191273,0.7434844114105212,0.04528796296296297,0.8304543093179105,1,0,3,1
random,5,107,0.01042366666666667,0.946534522249429,0.8641049122119826,0.059571527777777765,0.8065077006465756,0,1,3,1
random,5,108,0.02385033333333333,0.9719358075641679,0.8924133096001623,0.08287091049382715,0.6969129377223013,0,1,2,2
random,5,109,0.020943666666666666,0.9770661415589149,0.9216805029374059,0.017163425925925926,0.9133001656882869,0,0,3,2
random,5,110,0.011943666666666663,0.8196159679558652,0.6565076777938937,0.08940416666666669,0.8339340024404661,0,0,1,4
random,5,111,0.007703666666666665,0.9666215196613185,0.8839599998785472,0.06368327546296296,0.5556810507283195,1,2,1,1
random,5,112,0.03589033333333333,0.9771103027358352,0.9379580992210835,0.07033078703703703,0.7474691582101326,0,3,1,1
random,5,113,0.014116999999999998,0.9543918399186052,0.8616404368553291,0.1015468364197531,0.7608697016984141,0,1,2,2
random,5,114,0.034117,0.8551717262156656,0.7407317712102527,0.06483387345679012,0.7720644922809616,0,1,2,2
random,5,115,0.012476999999999995,0.9352028352316922,0.8397191227596315,0.05076905864197531,0.8011601616921281,0,1,2,2
random,5,116,0.047237,0.8807397341660266,0.7211316222722355,0.0935190586419753,0.8084166132190107,0,1,2,2
random,5,117,0.015103666666666668,0.9277256664964789,0.781631749350903,0.004241666666666667,0.9559454586332539,0,0,5,0
random,5,118,0.028903666666666664,0.9492133645984593,0.8397191227596315,0.08160856481481482,0.8068753520992803,0,1,3,1
random,5,119,0.034570333333333335,0.8891687936282516,0.7662817146030789,0.09360856481481482,0.5661771491592195,0,1,3,1
random,5,120,0.020290333333333334,0.8642311341887351,0.6878359394287946,0.041383333333333334,0.8657506277100073,0,0,4,1
random,5,121,0.005530333333333335,0.9293808429533887,0.8037727730153806,0.10729992283950618,0.7344875605923553,0,1,3,1
random,5,122,0.09873033333333332,0.7298290540554041,0.5539117094069973,0.11673645833333332,0.7261349441488695,0,3,0,2
random,5,123,0.02225033333333333,0.9841652507700289,0.9379580992210835,0.018033796296296298,0.9317971884779619,0,0,2,3
random,5,124,0.037463666666666666,0.9632238939652261,0.8702543635872545,0.1125005401234568,0.7935289064796645,0,1,2,2
random,5,125,0.018677,0.839085133146592,0.7468943965979536,0.1416346064814815,0.6960976799289136,0,2,0,3
random,5,126,0.015730333333333332,0.9310449102536038,0.8263342440128466,0.07448414351851852,0.703135740156952,0,1,0,4
random,5,127,0.05825033333333334,0.7851802600013364,0.6249807393026041,0.09877523148148148,0.3214251760895589,0,1,3,1
random,5,128,0.021143666666666668,0.9562186292818428,0.8702543635872545,0.09627523148148148,0.7621153589486133,0,1,3,1
random,5,129,0.007957,0.9543918399186052,0.8924133096001623,0.05733695987654319,0.8942201318835162,0,1,3,1
random,5,130,0.022370333333333336,0.9807370556736849,0.9313248452425005,0.08034930555555554,0.8902735776757392,0,1,3,1
random,5,131,0.035090333333333334,0.8581449237144743,0.6870429186215167,0.05625138888888889,0.8666644124083187,0,0,4,1
random,5,132,0.008970333333333335,0.9438654593312678,0.8616404368553291,0.06114868827160494,0.8330310277957506,0,2,1,2
random,5,133,0.012037,0.8198340515786545,0.6776907694051248,0.07366805555555556,0.8988715193680459,0,0,4,1
random,5,134,0.011756999999999998,0.8461538461538463,0.6969696969696969,0.05810277777777778,0.7983846176364091,1,0,1,3
random,5,135,0.019476999999999998,0.7838421777617237,0.6668470174522374,0.05402349537037037,0.7422551697445858,0,2,0,3
random,5,136,0.006890333333333335,0.9649182205059428,0.8924133096001623,0.049008333333333334,0.7171172949414526,0,0,4,1
random,5,137,0.014743666666666667,0.866476742519613,0.6890813279490251,0.06020702160493827,0.8700014420758003,1,1,0,3
random,5,138,0.02242366666666667,0.9929823694376383,0.9770084209183943,0.020172685185185182,0.9021063720698259,0,0,3,2
random,5,139,0.037730333333333324,0.8602430159377403,0.699205898780101,0.07608605324074075,0.6308508546140188,1,1,1,2
random,5,140,0.013703666666666668,0.8036015004850497,0.6356417261637282,0.028379513888888888,0.7702148523307006,0,2,3,0
random,5,141,0.026517000000000002,0.9347806145306725,0.8128970193249391,0.06542646604938272,0.6448070721974976,0,2,2,1
random,5,142,0.02193033333333334,0.9425101670767125,0.8623037475285117,0.056991280864197524,0.863106483748792,0,1,2,2
random,5,143,0.023703666666666668,0.8506269373019603,0.697863157798853,0.09853692129629628,0.7041896142084372,0,2,3,0
random,5,144,0.02874366666666667,0.8912335563945798,0.8000946913656627,0.11344716435185186,0.7293295803651259,1,1,1,2
random,5,145,0.009410333333333338,0.9068667348095281,0.7909115788387002,0.10073202160493827,0.7488057768745119,0,1,2,2
random,5,146,0.05818366666666666,0.8021652142601492,0.6461702685025609,0.09141720679012345,0.43986547934289316,0,1,2,2
random,5,147,0.013757000000000004,0.9296005160692783,0.8128970193249391,0.08044716435185184,0.5745465272165491,1,1,1,2
random,5,148,0.027077000000000004,0.9462734878747086,0.8710327732246503,0.09318263888888889,0.769052981088628,0,1,3,1
random,5,149,0.04523699999999999,0.8736895887490173,0.7385489458759964,0.11840794753086419,0.707171046380488,0,2,1,2
random,5,150,0.010837000000000001,0.9149856678935311,0.7945521577046601,0.11205081018518517,0.9362644043561713,0,1,4,0
random,5,151,0.006770333333333334,0.9754446010932804,0.9231861823449954,0.01639529320987654,0.8505596337490599,1,2,0,2
random,5,152,0.034997,0.9239647208220174,0.7945521577046601,0.09381226851851852,0.4732339562277231,0,1,3,1
random,5,153,0.00938366666666667,0.8441343943477072,0.7175781594491396,0.09323202160493828,0.6983226285554779,0,1,3,1
random,5,154,0.031077000000000004,0.9614094269768303,0.8616404368553291,0.08720424382716051,0.9109893593239932,0,2,1,2
random,5,155,0.014263666666666674,0.8853959782913163,0.7503664793768668,0.0973801697530864,0.7280609261890049,0,1,3,1
random,5,156,0.025050333333333324,0.9349866335633118,0.8219277191853159,0.015090740740740741,0.9448958531638045,1,0,4,0
random,5,157,0.011703666666666675,0.8571761861545412,0.7503664793768668,0.05040416666666666,0.9014823151226874,0,0,3,2
random,5,158,0.022757000000000003,0.8591762345488786,0.6668470174522374,0.04258425925925926,0.6970345555425411,1,0,3,1
random,5,159,0.032330333333333315,0.900176511814775,0.7786486411043856,0.0847036265432099,0.8067219659681141,1,1,3,0
random,5,160,0.012263666666666664,0.8576569119904063,0.7288792981454687,0.08393572530864196,0.7211446004039033,0,1,1,3
random,5,161,0.026263666666666675,0.9347806145306725,0.8128970193249391,0.06761249999999999,0.7970139821236351,0,0,4,1
random,5,162,0.00897033333333333,0.9209266841864199,0.7909115788387002,0.08999577546296297,0.5317689748754855,1,1,2,1
random,5,163,0.004130333333333333,0.9754446010932804,0.9231861823449954,0.0964079475308642,0.7371249781292418,0,1,2,2
random,5,164,0.015650333333333325,0.9211923058649254,0.8091838819320086,0.06742993827160493,0.8466152392703137,1,0,3,1
random,5,165,0.027170333333333338,0.9312531405135757,0.8128970193249391,0.08427831790123456,0.9363619511100851,0,1,2,2
random,5,166,0.017090333333333336,0.7662672410406088,0.6358308771056217,0.11087771990740743,0.6597399453321435,1,1,1,2
random,5,167,0.09667700000000001,0.8280752728705546,0.67700320038633,0.15044432870370372,0.591492604504146,0,2,3,0
random,5,168,0.012970333333333335,0.8380489500927585,0.697863157798853,0.07237091049382714,0.6282831464803841,0,1,2,2
random,5,169,0.015650333333333336,0.7385573999135294,0.583129266697433,0.10457461419753088,0.6603439314495368,0,2,1,2
random,5,170,0.014997000000000002,0.9100882964109945,0.781631749350903,0.08454066358024692,0.6264228823164353,0,1,3,1
random,5,171,0.01529033333333333,0.9595915449728726,0.8839599998785472,0.03367067901234568,0.8667225292573759,1,0,2,2
random,5,172,0.024717,0.7578994022883041,0.5539117094069973,0.10814868827160491,0.6631755863068681,0,1,2,2
random,5,173,0.04633033333333333,0.8365669879250683,0.6668470174522374,0.08044189814814814,0.5244019032400423,0,1,1,3
random,5,174,0.010410333333333334,0.8070225116958795,0.7077760731311632,0.02231932870370371,0.7139736706135532,0,2,3,0
random,5,175,0.027597000000000007,0.943073689739299,0.8404606389858066,0.09575671296296295,0.8942740978387311,0,1,3,1
random,5,176,0.021570333333333334,0.9520546923980934,0.8493327995650773,0.01054166666666667,0.9805806756909201,0,0,5,0
random,5,177,0.006823666666666668,0.9438654593312678,0.8308675641104959,0.09622442129629627,0.6310822389440833,0,1,4,0
random,5,178,0.022783666666666657,0.9347806145306725,0.8441622892989752,0.09405827546296296,0.7555604933114085,1,1,2,1
random,5,179,0.045957,0.8239640937886785,0.6668470174522374,0.08870733024691359,0.5791150138478381,0,1,1,3
random,5,180,0.02601033333333333,0.736846641113629,0.5846845821518305,0.04880609567901234,0.6565782187547886,0,2,2,1
random,5,181,0.01678366666666667,0.8861659824480081,0.7175781594491396,0.03477253086419752,0.8880658989720868,2,0,2,1
random,5,182,0.012250333333333334,0.8456192405161171,0.7077760731311632,0.08024436728395061,0.7638233335229296,0,1,3,1
random,5,183,0.02101033333333334,0.8631632081616797,0.7077760731311632,0.0906449074074074,0.7877133971865486,0,0,2,3
random,5,184,0.015316999999999996,0.8811072600919976,0.753181916595446,0.07991938657407406,0.6898279298374792,1,1,1,2
random,5,185,0.11758366666666666,0.6968415978724879,0.5592589407158036,0.133222762345679,0.3933735199441368,0,1,2,2
random,5,186,0.027197000000000002,0.6678475954023656,0.5117663157191589,0.03858387345679013,0.5239969385460995,0,2,1,2
random,5,187,0.007837000000000002,0.9333390787439302,0.8000946913656627,0.031213503086419753,0.6397115257022222,0,2,2,1
random,5,188,0.016516999999999997,0.9071817764981586,0.7786486411043856,0.10723883101851851,0.6893783847867758,1,1,1,2
random,5,189,0.020370333333333338,0.8662186627009184,0.697863157798853,0.06854438657407408,0.7570586612760533,1,1,2,1
random,5,190,0.012570333333333336,0.8435969626135144,0.697863157798853,0.1351826388888889,0.7088374405332893,0,1,3,1
random,5,191,0.006450333333333331,0.8662186627009184,0.7288792981454687,0.038417206790123455,0.7501856883253781,0,2,2,1
random,5,192,0.03349033333333333,0.9211923058649254,0.7786486411043856,0.054769058641975295,0.9216045371064897,0,2,2,1
random,5,193,0.01969033333333332,0.9030333483768006,0.781631749350903,0.09179438657407404,0.7284388964439117,1,1,1,2
random,5,194,0.009850333333333332,0.8073282343980361,0.6465081838352358,0.04231469907407407,0.8835125494152372,0,4,1,0
random,5,195,0.016956999999999986,0.7333378475845165,0.5539117094069973,0.07498510802469137,0.634528638369339,0,1,3,1
random,5,196,0.06845033333333335,0.9473742528603802,0.8616404368553291,0.10177770061728397,0.7785601782921286,1,1,3,0
random,5,197,0.04353033333333333,0.9052687305110301,0.8000946913656627,0.06527770061728395,0.8541701629714927,1,2,2,0
random,5,198,0.010783666666666662,0.8940431683163778,0.7722522721128167,0.11194498456790125,0.6778492220161104,0,1,2,2
random,5,199,0.013650333333333329,0.9614094269768303,0.8924133096001623,0.06903757716049384,0.7580332961640156,0,1,2,2
random,10,0,0.008097000000000002,0.9737317909903013,0.9007896044148774,0.03654785879629629,0.8167791525719558,2,2,4,2
random,10,1,0.01707699999999999,0.9841964563824335,0.9459922805717786,0.08208697916666667,0.8012946362295145,1,1,5,3
random,10,2,0.012410333333333337,0.9017599369819175,0.7693218186208295,0.012756712962962964,0.7281291545700882,0,2,2,6
random,10,3,0.010470333333333337,0.9632238939652261,0.8702543635872545,0.06950966435185185,0.78209222859888,2,2,4,2
random,10,4,0.014397000000000005,0.8861659824480081,0.7481134002767627,0.05855133101851852,0.7304755461213952,1,2,6,1
random,10,5,0.008436999999999998,0.9440559440559443,0.8181818181818181,0.0832258487654321,0.7829938463681332,0,3,4,3
random,10,6,0.004897000000000001,0.9492133645984593,0.8397191227596315,0.05145410879629629,0.7047968428263056,1,2,5,2
random,10,7,0.00656366666666667,0.9157951110983675,0.8000946913656627,0.027815219907407405,0.9017155145258557,2,2,3,3
random,10,8,0.004923666666666665,0.9246949382066171,0.7786486411043856,0.05478634259259258,0.7862345580611332,0,3,5,2
random,10,9,0.006363666666666668,0.9930069930069931,0.9696969696969696,0.05882924382716048,0.967665401177292,0,4,4,2
random,10,10,0.0058569999999999985,0.9702291586486097,0.9007896044148774,0.0330941550925926,0.8790906668604639,1,4,3,2
random,10,11,0.004497000000000001,0.9595915449728726,0.8839599998785472,0.03871568287037037,0.8208288420659933,1,2,4,3
random,10,12,0.005723666666666669,0.9422080999150758,0.8397191227596315,0.05132216435185184,0.7348964900598057,1,2,1,6
random,10,13,0.0036769999999999993,0.8881118881118882,0.7272727272727272,0.058938831018518524,0.7411355323934199,2,1,5,2
random,10,14,0.028430333333333332,0.9100882964109945,0.781631749350903,0.058620910493827165,0.8042830487577062,0,1,3,6
random,10,15,0.003410333333333335,0.9193039046274801,0.8000946913656627,0.027933275462962967,0.7978718710320013,1,2,3,4
random,10,16,0.0048303333333333314,0.9719358075641679,0.9231861823449954,0.017093132716049387,0.8459355899589805,0,2,4,4
random,10,17,0.011523666666666666,0.9020979020979022,0.7878787878787877,0.03478744212962963,0.8016441941768231,1,4,4,1
random,10,18,0.010516999999999993,0.8791607177646247,0.7175781594491396,0.051175659800957424,0.8021603823501042,1,2,7,0
random,10,19,0.004656999999999996,0.9473742528603802,0.8616404368553291,0.028705497685185183,0.767509119589907,1,2,2,5
random,10,20,0.0046103333333333335,0.9403566658021552,0.8616404368553291,0.0870698900856639,0.8300479417555446,0,1,7,2
random,10,21,0.01675033333333333,0.9368478722730427,0.8308675641104959,0.1172690586419753,0.7244372140433821,0,2,4,4
random,10,22,0.007210333333333332,0.965034965034965,0.8787878787878787,0.07446350308641975,0.536570981599608,0,1,5,4
random,10,23,0.002970333333333334,0.9860139860139862,0.9393939393939392,0.02706290509259259,0.8068172691904122,1,3,3,3
random,10,24,0.03234366666666665,0.9440559440559443,0.8787878787878787,0.03891938657407407,0.8121420571455127,2,4,2,2
random,10,25,0.003356999999999997,0.9930069930069931,0.9696969696969696,0.04191257716049382,0.844698812742779,0,4,4,2
random,10,26,0.008243666666666665,0.9438654593312678,0.8616404368553291,0.025767515432098768,0.8088212612268046,0,3,4,3
random,10,27,0.0053103333333333344,0.8896686147896997,0.7481134002767627,0.020611930744520026,0.7816693997237529,0,3,0,7
random,10,28,0.008423666666666664,0.9211923058649254,0.7786486411043856,0.06583258101851852,0.8513088240260265,1,1,4,4
random,10,29,0.007643666666666664,0.8924509263255099,0.7503664793768668,0.00947276234567901,0.8061723050514376,0,4,4,2
random,10,30,0.0029569999999999996,0.9368478722730427,0.8000946913656627,0.01754554398148148,0.8585873846225859,1,3,2,4
random,10,31,0.008650333333333341,0.9333390787439302,0.8308675641104959,0.05614961419753089,0.730136931305338,0,1,4,5
random,10,32,0.010343666666666676,0.9422080999150758,0.8091838819320086,0.08605918209876541,0.7510439343483002,0,1,6,3
random,10,33,0.008916999999999996,0.9440559440559443,0.8181818181818181,0.06725086805555555,0.9172902512641518,1,1,3,5
random,10,34,0.010823666666666664,0.9176896735232337,0.7786486411043856,0.0306427662037037,0.7971041195820242,1,4,3,2
random,10,35,0.0077036666666666686,0.8947423499236925,0.7385489458759964,0.022911284722222227,0.821554618614482,1,4,3,2
