sampler,budget,repeat,global_mse,global_spearman,global_kendall,mean_per_env_mse,mean_per_env_spearman,coverage__resistor,coverage__retro,coverage__spectra,coverage__wetlab
random,20,145,0.017342,0.9230769230769231,0.8181818181818181,0.022929914651045602,0.8543713232072133,0,5,8,7
random,20,146,0.002412000000000003,0.9842396880153765,0.9313248452425005,0.027446135545267484,0.8334004124374288,2,3,6,9
random,20,147,0.0023903333333333346,0.9300699300699302,0.8181818181818181,0.01975959362139918,0.9491226293767054,0,5,9,6
random,20,148,0.0007803333333333299,0.9789533946223928,0.9231861823449954,0.017071469907407412,0.8417509567997115,1,4,10,5
random,20,149,0.007308666666666666,0.9492133645984593,0.8397191227596315,0.02079387947565858,0.8791852641402177,0,7,9,4
random,20,150,0.004523666666666667,0.9580419580419581,0.8484848484848484,0.007986053240740743,0.8636478030959001,2,6,10,2
random,20,151,0.0015869999999999988,0.9860139860139862,0.9393939393939392,0.019105857767489708,0.9101226760589134,1,6,9,4
random,20,152,0.0019120000000000029,0.9894797752097304,0.9539590550898286,0.011973553240740745,0.8732399523218737,1,6,10,3
random,20,153,0.001998666666666669,0.9860139860139862,0.9393939393939392,0.016200636574074074,0.8358088704891432,1,4,9,6
random,20,154,0.001993666666666665,0.9720279720279721,0.909090909090909,0.010279930791761151,0.823727395403143,2,6,7,5
random,20,155,0.006602000000000001,0.9860139860139862,0.9393939393939392,0.02080704089506173,0.9271246725941277,1,5,9,5
random,20,156,0.0013036666666666667,0.9860139860139862,0.9393939393939392,0.007363112953514739,0.8253182303745752,2,7,5,6
random,20,157,0.009057,0.9300699300699302,0.8181818181818181,0.024128973194718385,0.8147067717794416,1,4,13,2
random,20,158,0.004020333333333334,0.9720279720279721,0.909090909090909,0.04340678894242883,0.8470613600656618,3,1,7,9
random,20,159,0.008330333333333337,0.9772344233319931,0.9313248452425005,0.025874247685185182,0.9339043640016529,1,5,10,4
random,20,160,0.00038866666666666645,1.0,0.9999999999999998,0.019095575256851714,0.8485574538469131,0,7,4,9
random,20,161,0.001986999999999999,0.965034965034965,0.8787878787878787,0.020456087105624143,0.8675730052055718,0,3,9,8
random,20,162,0.0016603333333333355,0.9510489510489512,0.8787878787878787,0.008272275762156715,0.873056001019081,0,5,8,7
random,20,163,0.012600333333333337,0.9510489510489512,0.8787878787878787,0.025622529289493576,0.8626217910662036,1,8,4,7
random,20,164,0.003985333333333329,0.9492133645984593,0.8397191227596315,0.017703045871126227,0.8636939505672949,1,8,4,7
random,20,165,0.0020520000000000004,0.9577702286774382,0.8839599998785472,0.013950069680650035,0.8772268313684439,2,7,7,4
random,20,166,0.004145333333333333,0.9510489510489512,0.8484848484848484,0.015455611063869992,0.7863510863040745,1,7,5,7
random,20,167,0.0014470000000000015,0.9562186292818428,0.9007896044148774,0.014644159816704461,0.935352768993994,1,5,7,7
random,20,168,0.002452000000000001,0.9510489510489512,0.8484848484848484,0.02009550146447468,0.9430220141352068,1,6,7,6
random,20,169,0.0024803333333333344,0.9597212616235344,0.8702543635872545,0.018917620937263794,0.9193616275031653,2,3,7,8
random,20,170,0.004360333333333329,0.8877247628654673,0.7693218186208295,0.03782026880196522,0.8217709121811279,2,8,7,3
random,20,171,0.006710333333333326,0.9211923058649254,0.8091838819320086,0.014379716238347192,0.8827175439224172,0,5,7,8
random,20,172,0.00615866666666667,0.9860139860139862,0.9393939393939392,0.014457375257201643,0.9033132170828861,2,4,9,5
random,20,173,0.004918666666666666,0.9930069930069931,0.9696969696969696,0.014023676067649284,0.8891665572204293,2,7,6,5
random,20,174,0.003393666666666668,0.9806814690382103,0.9149761402251629,0.019973411517384732,0.9306545192362211,1,5,7,7
random,20,175,0.004035333333333333,0.9860139860139862,0.9393939393939392,0.009868795010288065,0.8042666258945866,2,5,9,4
random,20,176,0.0055403333333333285,0.9964973622679555,0.9847319278346618,0.026394849537037038,0.9261956627197342,1,6,10,3
random,20,177,0.0022236666666666676,0.9720279720279721,0.909090909090909,0.014510543036659107,0.9295721448906333,1,5,7,7
random,20,178,0.004951999999999996,0.965034965034965,0.8787878787878787,0.02194688090513983,0.863640325119112,2,4,7,7
random,20,179,0.006155333333333333,0.9860139860139862,0.9393939393939392,0.020532995559334848,0.9349137598316564,1,8,4,7
random,20,180,0.0011803333333333338,0.9790209790209792,0.909090909090909,0.018471084104938276,0.9021762721604558,1,4,9,6
random,20,181,0.002628666666666668,0.9492133645984593,0.8397191227596315,0.03837789351851852,0.9286842092184964,1,1,10,8
random,20,182,0.013352000000000001,0.9842396880153765,0.9313248452425005,0.03022355324074074,0.9478609746075259,2,2,10,6
random,20,183,0.0033636666666666715,0.9860139860139862,0.9393939393939392,0.011400383834089192,0.8313000538150777,2,3,8,7
random,20,184,0.007766999999999999,0.9702291586486097,0.9007896044148774,0.02607048850244873,0.8872780772176434,1,3,11,5
random,20,185,0.017425333333333334,0.9790209790209792,0.909090909090909,0.032766608796296295,0.9337498445028957,2,7,4,7
random,20,186,0.0025319999999999965,0.965034965034965,0.909090909090909,0.013955065428949358,0.8958453015006239,1,8,7,4
random,20,187,0.0008536666666666684,0.9702291586486097,0.9007896044148774,0.006131785399344923,0.8485339719046506,0,5,8,7
random,20,188,0.005228666666666666,0.9436853723733583,0.8529438595319315,0.022773842592592596,0.8861852236198982,1,5,6,8
random,20,189,0.001325333333333334,0.9842396880153765,0.9313248452425005,0.008917206790123457,0.9318930173513286,0,6,9,5
random,20,190,0.0018519999999999988,0.9230769230769231,0.7878787878787877,0.029261884684429324,0.8198989496668223,2,5,7,6
random,20,191,0.012880333333333325,0.9930069930069931,0.9696969696969696,0.030377977109053496,0.9065650308678868,1,4,6,9
random,20,192,0.006165333333333334,0.9246949382066171,0.8091838819320086,0.016660624713039487,0.8313886986466553,1,2,11,6
random,20,193,0.0018453333333333351,0.9580419580419581,0.8484848484848484,0.01717545653292181,0.9065634042424217,1,5,9,5
random,20,194,0.008743666666666665,0.9580419580419581,0.8787878787878787,0.06068188657407407,0.5883470517905973,1,3,10,6
random,20,195,0.005002,0.9860139860139862,0.9393939393939392,0.007913496656378602,0.8860244556532542,2,5,9,4
random,20,196,0.005156999999999999,0.9930069930069931,0.9696969696969696,0.022080803776400367,0.8995683652099827,1,3,11,5
random,20,197,0.004588666666666664,0.9790209790209792,0.909090909090909,0.019311588246409682,0.8960158740942412,1,7,8,4
random,20,198,0.009413666666666666,0.9579006334477178,0.8616404368553291,0.03725588151927438,0.8195908031226994,0,3,10,7
random,20,199,0.026562000000000002,0.9632238939652261,0.8702543635872545,0.038980965372260014,0.9249248837464779,2,4,7,7
random,25,0,0.0009249999999999996,0.9877423203570683,0.9618600860701234,0.01757458021017049,0.8221340384564632,1,7,9,8
random,25,1,0.005743666666666667,0.9370629370629372,0.8181818181818181,0.008164834583205797,0.8942067506861133,0,11,7,7
random,25,2,0.005535666666666667,0.9440559440559443,0.8181818181818181,0.012454392243008316,0.8805316180749326,2,7,12,4
random,25,3,0.000669,0.9790209790209792,0.9393939393939392,0.01231892361111111,0.8177957468963368,3,5,10,7
random,25,4,0.005151666666666666,0.9720279720279721,0.909090909090909,0.017680270927815572,0.8870875533028381,1,7,12,5
random,25,5,0.0011836666666666662,0.9510489510489512,0.8484848484848484,0.009807947530864199,0.8439761494093801,0,10,10,5
random,25,6,0.001058333333333332,0.965034965034965,0.8787878787878787,0.010736548353909468,0.8579126655583541,0,6,9,10
random,25,7,0.004610333333333335,0.9632238939652261,0.9007896044148774,0.0242806925547997,0.9308789452209417,2,7,8,8
random,25,8,0.0007836666666666674,0.9720279720279721,0.909090909090909,0.012362357095616025,0.9012898752304522,1,5,12,7
random,25,9,0.005812999999999999,0.9492133645984593,0.8397191227596315,0.007711141030486267,0.8635812738870011,0,4,14,7
random,25,10,0.0025783333333333327,0.9720279720279721,0.909090909090909,0.006740591143864952,0.9771343096005042,0,8,7,10
random,25,11,0.009199666666666663,0.9492133645984593,0.8397191227596315,0.012217688299599676,0.9161669546092847,0,9,9,7
random,25,12,0.005826333333333332,0.9772344233319931,0.9313248452425005,0.014271940481439488,0.9311007777254474,1,9,8,7
random,25,13,0.003069,0.9877423203570683,0.9618600860701234,0.005058198696145124,0.9626893188344134,3,7,7,8
random,25,14,0.002805,0.9632238939652261,0.8702543635872545,0.019104108796296294,0.823905643799022,1,4,10,10
random,25,15,0.0031836666666666667,0.9300699300699302,0.8484848484848484,0.017056603917967553,0.841555668780656,2,4,11,8
random,25,16,0.007453000000000002,0.9440559440559443,0.8484848484848484,0.012068602371504157,0.8147993253769518,3,7,10,5
random,25,17,0.0015356666666666676,0.9720279720279721,0.909090909090909,0.02191857159489371,0.8382665270091174,2,6,13,4
random,25,18,0.008146333333333334,0.9440559440559443,0.8484848484848484,0.019813368055555555,0.8726091939591357,1,6,8,10
random,25,19,0.00046899999999999915,0.9930069930069931,0.9696969696969696,0.005540389231824416,0.9305870557127842,0,6,10,9
random,25,20,0.0019249999999999994,0.9720279720279721,0.909090909090909,0.01854618698559671,0.9130615073361875,1,5,10,9
random,25,21,0.0018529999999999955,0.9790209790209792,0.9393939393939392,0.01709212962962963,0.9214831218090782,1,8,8,8
random,25,22,0.009034333333333335,0.99124495269876,0.9618600860701234,0.0380150462962963,0.9414359862271812,0,3,12,10
random,25,23,0.005058333333333332,0.9807370556736849,0.9313248452425005,0.02074832175925926,0.8939115762169961,2,5,12,6
random,25,24,0.0013969999999999961,0.9790209790209792,0.9393939393939392,0.009598688271604932,0.9082096922672919,0,5,10,10
random,25,25,0.006541000000000002,0.9702291586486097,0.9007896044148774,0.03850148382987263,0.906910163354988,1,7,11,6
random,25,26,0.004367666666666664,0.9614094269768303,0.8616404368553291,0.016070232714999584,0.8211380173768896,1,7,9,8
random,25,27,0.002386333333333332,0.9720279720279721,0.909090909090909,0.02146199454931192,0.8328745520480009,1,6,11,7
random,25,28,0.0015543333333333353,0.9790209790209792,0.9393939393939392,0.01222414847883598,0.943417913853832,1,5,12,7
random,25,29,0.004626333333333332,0.9790209790209792,0.9393939393939392,0.009950266713855727,0.8242553974084219,1,4,9,11
random,25,30,0.0024556666666666646,0.9790209790209792,0.9393939393939392,0.008247833076131687,0.8858078715307646,1,6,9,9
random,25,31,0.0021089999999999993,0.9281975705483089,0.8091838819320086,0.013932094434996224,0.9507132013474237,3,5,10,7
random,25,32,0.005023666666666667,0.9702291586486097,0.9007896044148774,0.017739924125514398,0.8801902734798059,2,9,6,8
random,25,33,0.0012716666666666664,0.99124495269876,0.9618600860701234,0.00583119212962963,0.9304564024347818,2,5,10,8
random,25,34,0.01813033333333333,0.9860139860139862,0.9393939393939392,0.030795140463592843,0.9123416112458876,0,7,8,10
random,25,35,0.0047196666666666645,0.9807370556736849,0.9313248452425005,0.019845851824457594,0.8624434688554531,1,3,13,8
random,25,36,0.010202333333333334,0.9702291586486097,0.9007896044148774,0.057198732363315706,0.9054502486700459,0,6,12,7
random,25,37,0.0069463333333333295,0.9720279720279721,0.909090909090909,0.009828381283068784,0.8462495212315684,3,5,10,7
random,25,38,0.004234333333333334,0.9790209790209792,0.909090909090909,0.029147393707699896,0.7723327571522565,1,4,11,9
random,25,39,0.0020583333333333335,0.9720279720279721,0.909090909090909,0.01737874871399177,0.9093116514023996,1,9,9,6
random,25,40,0.002223666666666665,0.9772344233319931,0.9313248452425005,0.010643479544595614,0.934656265665963,1,5,12,7
random,25,41,0.0034583333333333363,0.9527159969401509,0.8702543635872545,0.014931494836182335,0.8507354307878754,1,5,13,6
random,25,42,0.0012583333333333363,0.9790209790209792,0.909090909090909,0.009173102875409421,0.9506195617033304,2,7,7,9
random,25,43,0.003756999999999997,0.9790209790209792,0.909090909090909,0.005188716074890319,0.7386519045175808,0,6,8,11
random,25,44,0.004101000000000002,0.9877423203570683,0.9618600860701234,0.018624942129629632,0.9490710720737874,1,3,15,6
random,25,45,0.003013000000000002,0.9702291586486097,0.9007896044148774,0.00591395384542706,0.8632696496703189,3,2,6,14
random,25,46,0.002421000000000003,0.9580419580419581,0.8787878787878787,0.0171499516787125,0.873742412982783,0,7,7,11
random,25,47,0.003127666666666667,0.965034965034965,0.8787878787878787,0.015637716128117915,0.897065683755495,2,7,10,6
random,25,48,0.0019409999999999998,0.9877423203570683,0.9618600860701234,0.010745312500000001,0.9122312602771838,3,5,12,5
random,25,49,0.005876999999999998,0.9370629370629372,0.8181818181818181,0.020315612139917696,0.9210867852947343,0,8,9,8
random,25,50,0.0023596666666666675,0.9702291586486097,0.9007896044148774,0.044342766203703705,0.7888820104109006,1,2,12,10
random,25,51,0.0010956666666666673,0.9702291586486097,0.9007896044148774,0.013637847222222223,0.951370548864334,1,8,12,4
random,25,52,0.0009196666666666653,0.9790209790209792,0.9393939393939392,0.007021303236055671,0.8817666175247618,2,5,11,7
random,25,53,0.0026663333333333335,0.9667265263069179,0.9007896044148774,0.012034818672839507,0.8694296768152203,1,5,9,10
random,25,54,0.011751666666666667,0.965034965034965,0.8787878787878787,0.02965462962962963,0.9241547069171927,1,8,6,10
random,25,55,0.0007569999999999994,0.9930069930069931,0.9696969696969696,0.013614834317501613,0.8630817799357549,2,3,11,9
random,25,56,0.007140999999999997,0.9790209790209792,0.9393939393939392,0.020521292884437728,0.945126410331217,1,8,9,7
random,25,57,0.0013116666666666665,0.9300699300699302,0.8181818181818181,0.020128587962962966,0.9299300451631047,1,8,8,8
random,25,58,0.004141000000000002,0.9772344233319931,0.9313248452425005,0.025735185185185187,0.9451419784412779,1,6,10,8
random,25,59,0.000829,0.9930069930069931,0.9696969696969696,0.016865991512345677,0.89710253590188,2,5,9,9
random,25,60,0.010828999999999998,0.9580419580419581,0.8787878787878787,0.01537430083144369,0.8383431380021262,2,8,7,8
random,25,61,0.0021543333333333367,0.965034965034965,0.8787878787878787,0.00689253472222222,0.9133143997517776,2,5,9,9
random,25,62,0.0027543333333333348,0.9860139860139862,0.9393939393939392,0.01149045138888889,0.8693550042072548,2,4,15,4
random,25,63,0.0026903333333333315,0.9982502173821435,0.9923953268977463,0.018161370674813136,0.9005886190826722,1,8,9,7
random,25,64,0.0015943333333333324,0.9842396880153765,0.9313248452425005,0.012663728137860082,0.8994726041585935,1,9,6,9
random,25,65,0.004052999999999999,0.9580419580419581,0.8787878787878787,0.0054914135330057946,0.8379896537867269,3,6,9,7
random,25,66,0.0021330000000000043,0.9720279720279721,0.909090909090909,0.009596926440329213,0.9700892446526925,3,9,8,5
random,25,67,0.006933000000000004,0.965034965034965,0.8787878787878787,0.02817459490740741,0.9507814562764489,3,6,8,8
random,25,68,0.0008583333333333341,0.9930069930069931,0.9696969696969696,0.021170647911942553,0.8460948957849023,1,5,12,7
random,25,69,0.026516999999999995,0.9807370556736849,0.9313248452425005,0.03832906615582898,0.9052725825804414,0,5,7,13
random,25,70,0.0011863333333333322,0.9930069930069931,0.9696969696969696,0.007299804937704767,0.8882083704202571,0,5,9,11
random,25,71,0.0053409999999999985,0.9807370556736849,0.9313248452425005,0.01621244212962963,0.9124542216486391,1,10,9,5
random,25,72,0.0020983333333333327,0.9860139860139862,0.9393939393939392,0.00981465406378601,0.9468443579716246,2,5,9,9
random,25,73,0.002322333333333334,0.965034965034965,0.8787878787878787,0.013956423611111116,0.9102195572044304,3,6,12,4
random,25,74,0.006898333333333335,0.900176511814775,0.7786486411043856,0.011635519547325104,0.9408059006255979,0,10,9,6
random,25,75,0.008509000000000001,0.9141870411815418,0.8091838819320086,0.02937542871315193,0.8400332757479381,1,5,12,7
random,25,76,0.008695666666666668,0.9702291586486097,0.9007896044148774,0.01102627708490804,0.8822735434727164,0,8,10,7
random,25,77,0.0012343333333333323,0.965034965034965,0.8787878787878787,0.024653856973804206,0.9101932200119424,2,5,7,11
random,25,78,0.01557033333333332,0.9737317909903013,0.9007896044148774,0.03589739583333333,0.8482693542497848,4,3,12,6
random,25,79,0.005615666666666671,0.9667265263069179,0.9007896044148774,0.025295766559829055,0.8584293821847496,1,3,13,8
random,25,80,0.004578333333333332,0.9702291586486097,0.9007896044148774,0.029902111551117237,0.8230500093875521,2,2,10,11
random,25,81,0.0031996666666666645,0.9440559440559443,0.8181818181818181,0.023051678240740746,0.9363410673181313,1,8,10,6
random,25,82,0.0021676666666666693,0.9720279720279721,0.909090909090909,0.02071882030532598,0.9181039155873745,2,6,11,6
random,25,83,0.002431666666666666,0.9930069930069931,0.9696969696969696,0.020841317531374352,0.8694628780141292,1,5,11,8
random,25,84,0.0033996666666666676,0.9632238939652261,0.8702543635872545,0.021053473178757273,0.8429117237892647,1,5,11,8
random,25,85,0.0015303333333333325,0.9860139860139862,0.9393939393939392,0.014836437074829933,0.9036983409542103,1,7,9,8
random,25,86,0.003154333333333335,0.9702291586486097,0.9007896044148774,0.006692591892724167,0.9705030257206366,2,0,14,9
random,25,87,0.008263666666666667,0.9632238939652261,0.8702543635872545,0.01009994212962963,0.918047469147246,3,4,12,6
random,25,88,0.0007889999999999999,0.965034965034965,0.8787878787878787,0.013676262781347107,0.9389291782206014,3,9,6,7
random,25,89,0.006029000000000002,0.9790209790209792,0.9393939393939392,0.02771138392857143,0.8551812821971081,3,3,14,5
random,25,90,0.0012076666666666661,0.9790209790209792,0.9393939393939392,0.006708126243495564,0.8347206402027533,2,6,11,6
random,25,91,0.006711666666666665,0.9580419580419581,0.8484848484848484,0.012134260833963214,0.8542074637337151,0,7,10,8
random,25,92,0.0008609999999999988,0.9562186292818428,0.8702543635872545,0.02127712159473523,0.8121594175739565,1,5,11,8
random,25,93,0.004442333333333333,0.9720279720279721,0.909090909090909,0.01908358410493827,0.8889512635547167,1,5,9,10
random,25,94,0.0024156666666666675,0.965034965034965,0.8787878787878787,0.007632400977366253,0.9031983058827137,1,5,10,9
random,25,95,0.005484999999999997,0.9860139860139862,0.9393939393939392,0.025035706018518518,0.9351434375620695,1,8,12,4
random,25,96,0.002325,0.9842396880153765,0.9313248452425005,0.007855481150793651,0.9334267729138265,4,8,7,6
random,25,97,0.0034503333333333326,0.9930069930069931,0.9696969696969696,0.012040307752462783,0.9734445152360729,2,5,11,7
random,25,98,0.0014930000000000004,0.9580419580419581,0.8484848484848484,0.025980566555708608,0.9083934909725051,2,6,11,6
random,25,99,0.012423666666666664,0.9842396880153765,0.9313248452425005,0.059012879372427975,0.7820564295046455,1,3,12,9
random,25,100,0.0018396666666666668,0.9930069930069931,0.9696969696969696,0.02686352867535903,0.9329213255348577,1,7,12,5
random,25,101,0.003831666666666669,0.965034965034965,0.909090909090909,0.01236753472222222,0.9651143570706595,2,9,10,4
random,25,102,0.0032049999999999978,0.99124495269876,0.9618600860701234,0.010401294581618656,0.8234794490169152,0,6,10,9
random,25,103,0.00659966666666666,0.9649182205059428,0.8924133096001623,0.020509184076905943,0.8843662875143486,0,7,7,11
random,25,104,0.010743666666666667,0.9790209790209792,0.909090909090909,0.029144137508398425,0.8179115545040246,1,7,9,8
random,25,105,0.004853000000000002,0.9720279720279721,0.8787878787878787,0.01703396990740741,0.9336842818212979,3,5,12,5
random,25,106,0.005239666666666666,0.9492133645984593,0.8702543635872545,0.013812491732804232,0.9141206962091292,2,8,8,7
random,25,107,0.0017863333333333325,0.9160839160839163,0.7575757575757575,0.020889654063786005,0.8653311126174325,1,5,10,9
random,25,108,0.009335666666666667,0.9982502173821435,0.9923953268977463,0.025052684870244396,0.846605807796237,0,7,10,8
random,25,109,0.0019330000000000005,0.9930069930069931,0.9696969696969696,0.02422870336127548,0.8511798830704408,1,5,6,13
random,25,110,0.0024236666666666677,0.9790209790209792,0.9393939393939392,0.01607431854686319,0.9487161478954605,2,6,10,7
random,25,111,0.0017543333333333358,0.9860139860139862,0.9393939393939392,0.023982761059670784,0.7817041363445947,1,5,9,10
random,25,112,0.004207666666666664,0.9403566658021552,0.8616404368553291,0.012879089899848825,0.9268508706105697,1,4,14,6
random,25,113,0.001314333333333334,0.9790209790209792,0.909090909090909,0.008859198265509145,0.8347447749676883,3,7,11,4
random,25,114,0.002167666666666665,0.9562186292818428,0.9007896044148774,0.007847443599353321,0.948427988450618,2,7,9,7
random,25,115,0.0015223333333333337,0.965034965034965,0.8787878787878787,0.016055555555555556,0.8869708491386818,1,8,10,6
random,25,116,0.004117000000000005,0.9720279720279721,0.909090909090909,0.020406798912447954,0.9375737362536728,2,4,13,6
random,25,117,0.0015089999999999997,0.9720279720279721,0.909090909090909,0.016178903034979424,0.9146704099337414,1,9,7,8
random,25,118,0.0016849999999999966,0.9860139860139862,0.9393939393939392,0.017936980123201714,0.8865582090009312,1,8,11,5
random,25,119,0.0032289999999999992,0.9790209790209792,0.909090909090909,0.023450344299476247,0.867797261964401,1,4,11,9
random,25,120,0.001778333333333336,0.9667265263069179,0.9007896044148774,0.004481294091710756,0.911240674912428,0,7,10,8
random,25,121,0.001221,0.9860139860139862,0.9393939393939392,0.0184947337962963,0.8582220330045737,2,5,10,8
random,25,122,0.016034333333333334,0.9790209790209792,0.909090909090909,0.02025876414609054,0.9383346302852817,2,6,9,8
random,25,123,0.0014583333333333334,0.9579006334477178,0.8924133096001623,0.03355480324074074,0.9324405910555842,1,10,10,4
random,25,124,0.0028983333333333383,0.9440559440559443,0.8484848484848484,0.023369618055555555,0.9448736086841389,1,6,12,6
random,25,125,0.007106333333333332,1.0,0.9999999999999998,0.010344386574074074,0.9629144717129697,2,5,9,9
random,25,126,0.0011543333333333323,0.9860139860139862,0.9393939393939392,0.01761207411741097,0.9372442054633144,1,6,11,7
random,25,127,0.005247666666666671,0.9300699300699302,0.8181818181818181,0.02365023974867725,0.9062763869485101,2,4,14,5
random,25,128,0.004815666666666665,0.9720279720279721,0.909090909090909,0.009963078703703703,0.8891314322934687,4,4,9,8
random,25,129,0.001458333333333334,0.9930069930069931,0.9696969696969696,0.03975073578042327,0.8823524570873412,3,7,12,3
random,25,130,0.003882333333333338,0.9807370556736849,0.9313248452425005,0.013814107116612077,0.9225114256150311,3,6,7,9
random,25,131,0.0009863333333333352,0.9790209790209792,0.9393939393939392,0.006330324074074073,0.9515901724132678,2,5,10,8
random,25,132,0.0016076666666666659,0.9790209790209792,0.9393939393939392,0.02086730324074074,0.9024629358936772,3,6,8,8
random,25,133,0.009282333333333332,0.99124495269876,0.9618600860701234,0.0204261854657688,0.8272424969196405,0,8,11,6
random,25,134,0.011023666666666675,0.9632238939652261,0.9007896044148774,0.030116145833333337,0.9238208435988378,1,8,12,4
random,25,135,0.01377566666666666,0.9860139860139862,0.9393939393939392,0.015647659465020575,0.9451405158920153,0,6,10,9
random,25,136,0.0034583333333333285,0.9737317909903013,0.9007896044148774,0.009890144321617536,0.8723804607363441,3,7,7,8
random,25,137,0.0009863333333333343,0.9790209790209792,0.909090909090909,0.009915914351851855,0.8592453355395796,1,4,12,8
random,25,138,0.0017036666666666665,0.965034965034965,0.8787878787878787,0.018161284722222223,0.8860258316771424,1,6,12,6
random,25,139,0.006170333333333332,0.9702291586486097,0.9007896044148774,0.01706317935353154,0.8647933063909555,1,7,9,8
random,25,140,0.002554333333333334,0.9860139860139862,0.9393939393939392,0.02085445601851852,0.9247911337762041,1,6,10,8
random,25,141,0.0009116666666666664,0.9877423203570683,0.9618600860701234,0.008593897890946504,0.9005087314402517,2,6,9,8
random,25,142,0.0024583333333333336,0.9300699300699302,0.8484848484848484,0.009194180812757202,0.8762554750996819,2,9,9,5
random,25,143,0.004031666666666667,0.9720279720279721,0.909090909090909,0.014685590277777777,0.9289237731859082,3,6,6,10
random,25,144,0.006394333333333334,0.9457107322567676,0.8397191227596315,0.024271752829218108,0.8926952246012575,1,9,9,6
random,25,145,0.003293000000000001,0.9141870411815418,0.7786486411043856,0.01423274622903952,0.9336766255894718,0,7,11,7
random,25,146,0.0014263333333333326,0.9842396880153765,0.9313248452425005,0.010827893518518514,0.8982763534137941,2,5,8,10
random,25,147,0.005983666666666665,0.9527159969401509,0.8702543635872545,0.007142556374401611,0.8880047093182108,0,7,10,8
random,25,148,0.005445000000000001,1.0,0.9999999999999998,0.03179938232237339,0.8997397396336564,1,7,9,8
random,25,149,0.002306333333333331,0.9772344233319931,0.9313248452425005,0.036190740740740746,0.8575971685833369,2,5,10,8
random,25,150,0.006007666666666667,0.965034965034965,0.8787878787878787,0.014944480793860753,0.8524217288087886,1,8,9,7
random,25,151,0.007975666666666669,0.9720279720279721,0.909090909090909,0.018907060185185183,0.886245180676007,2,10,8,5
random,25,152,0.0013276666666666654,0.9930069930069931,0.9696969696969696,0.005440845852229782,0.9558478216516103,3,7,8,7
random,25,153,0.011074333333333337,0.9790209790209792,0.909090909090909,0.018464654063786005,0.9406800357754974,1,9,9,6
random,25,154,0.007877000000000004,0.9842396880153765,0.9313248452425005,0.026005960648148148,0.9487309201815441,1,5,10,9
random,25,155,0.0019329999999999974,0.9790209790209792,0.9393939393939392,0.02183154151869655,0.9473022169678599,1,7,11,6
random,25,156,0.005826333333333333,0.9090909090909092,0.7272727272727272,0.04701287830961126,0.8586559189818416,3,2,9,11
random,25,157,0.0020209999999999994,0.9720279720279721,0.909090909090909,0.006751948302469135,0.9500089892090338,1,9,6,9
random,25,158,0.005884999999999998,0.9457107322567676,0.8702543635872545,0.037359945573155806,0.9282867709779874,1,5,11,8
random,25,159,0.009700999999999998,0.9720279720279721,0.8787878787878787,0.015625529625430415,0.9400338174424457,0,7,9,9
random,25,160,0.0018609999999999998,0.9772344233319931,0.9313248452425005,0.008307947530864194,0.8687713459229638,0,5,10,10
random,25,161,0.006106333333333328,0.9543918399186052,0.8616404368553291,0.011303756915394121,0.9223082768106625,0,9,5,11
random,25,162,0.0034156666666666697,0.965034965034965,0.8787878787878787,0.02205673225308642,0.9525385153447161,1,6,9,9
random,25,163,0.004108999999999997,0.9860139860139862,0.9393939393939392,0.014089024182203747,0.9282128396640862,2,7,9,7
random,25,164,0.0014316666666666677,0.9842396880153765,0.9313248452425005,0.013298276748971195,0.9045890200756109,2,6,9,8
random,25,165,0.0010689999999999983,0.9772344233319931,0.9313248452425005,0.00692488425925926,0.9219632121661272,3,6,8,8
random,25,166,0.004101,0.965034965034965,0.8787878787878787,0.021573611111111116,0.921127572043934,1,4,8,12
random,25,167,0.006415666666666669,0.9562186292818428,0.8397191227596315,0.023396496104755037,0.8582873944952488,1,11,6,7
random,25,168,0.0045943333333333366,0.965034965034965,0.8787878787878787,0.016184664351851855,0.852550421365067,2,5,6,12
random,25,169,0.004933000000000001,0.9860139860139862,0.9393939393939392,0.02906412037037037,0.8666163552998958,0,5,15,5
random,25,170,0.0028076666666666636,0.9562186292818428,0.8702543635872545,0.019853414351851853,0.8870224474675469,3,6,8,8
random,25,171,0.0014103333333333335,0.99124495269876,0.9618600860701234,0.009167817856596268,0.8162889849387625,2,6,11,6
random,25,172,0.0011356666666666646,0.9790209790209792,0.9393939393939392,0.012448894032921811,0.8912892686000763,0,6,10,9
random,25,173,0.003069000000000004,0.9632238939652261,0.8702543635872545,0.014814156982237342,0.8232820450434424,1,4,14,6
random,25,174,0.005525000000000005,0.9930069930069931,0.9696969696969696,0.006244357080910111,0.9547518818691353,0,4,11,10
random,25,175,0.003300999999999999,0.9440559440559443,0.8181818181818181,0.011517868559460819,0.8843478659211191,2,7,7,9
random,25,176,0.0010583333333333332,0.9720279720279721,0.909090909090909,0.01468018707482993,0.9349405653066379,3,7,7,8
random,25,177,0.003394333333333336,0.9649182205059428,0.8924133096001623,0.014513110853909463,0.9580918372954437,2,5,9,9
random,25,178,0.005450333333333338,0.9929823694376383,0.9770084209183943,0.03292723122427984,0.936931843074357,3,4,9,9
random,25,179,0.0015649999999999996,0.9860139860139862,0.9393939393939392,0.015348784722222224,0.8540205407680553,1,6,12,6
random,25,180,0.009461000000000002,0.9720279720279721,0.909090909090909,0.02367170138888889,0.9485882893174857,3,4,12,6
