feature,logreg,rf,xgb,avg_importance
avg_message_length,0.4934772155960942,1.0,1.0,0.8311590718653648
avg_assistant_message_length,0.4934772155960942,0.7976912899950009,0.6672983664715695,0.6528222906875548
tool_latency_std,0.5409575449176389,0.7507264923696312,0.2377467633405287,0.5098102668759329
message_length_std,0.35573770627597673,0.748405128076045,0.36361294614637285,0.48925192683279817
completion_tokens,0.7578084380201543,0.2824763686957191,0.3121258983967992,0.45080356837089086
prompt_tokens,0.4826026302253663,0.6808018733573575,0.15611722811671883,0.43984057723314757
total_tokens,0.4628523215022042,0.6095406110484396,0.24382751658207005,0.43874014971090464
tool_latency_mean,0.4263786606086242,0.5113856340729536,0.2459177929442587,0.3945606958752788
avg_words_per_message,0.2840855960450202,0.7639450859270105,0.13561902575717996,0.3945499025764035
tool_latency_max,0.35886755549117805,0.635838476845951,0.16433550933877025,0.3863471805586331
total_message_length,0.4053894413933988,0.5920883550964309,0.13797050779017386,0.3784827680933345
problem_marker_count,1.0,0.007386165537280302,0.0,0.33579538851242674
backtrack_after_error_rate,0.7636822913563791,0.03333964964148454,0.0,0.2656739803326212
backtrack_trigger_count,0.4013718135756891,0.03243416551203433,0.3599945110012116,0.26460016336297837
unique_tool_calls_ratio,0.5207338509147612,0.10063741922680117,0.139026243378779,0.2534658378401138
annotatable_steps_count,0.5735761224018786,0.0846964490323668,0.08986756329169625,0.2493800449086472
marker_balance,0.45033739694462877,0.110713644361567,0.15004849036260273,0.23703317722293282
neutral_marker_ratio,0.3403282324534264,0.14388769989580455,0.2086385111050934,0.23095148115144148
marker_balance_ratio,0.3893272640138557,0.1240559248494146,0.17529619770597843,0.2295597955230829
validation_to_total_ratio,0.6828167622972692,0.0,0.0,0.22760558743242307
