feature,logreg,rf,xgb,avg_importance
qa_score,1.0,0.8114760797927839,0.3851375549020331,0.7322045448982722
model_gpt-4o,0.49505127704317364,0.9864526823462342,0.24846243860258657,0.5766554659973315
longest_looping_sequence,0.11153931504378388,0.5204515563911807,1.0,0.5439969571449882
total_markers,0.16077949289217278,1.0,0.2465937650438252,0.4691244193119994
planning_to_total_ratio,0.35869701333532894,0.42014879879847733,0.06220752604833578,0.28035111272738067
assistant_steps_count,0.2602488219266828,0.4607776228449954,0.06905396815301493,0.26336013764156435
avg_thought_length,0.3345850733262554,0.2870509037043226,0.11168326766345947,0.24443974823134584
successful_calls,0.25436851340137373,0.3570848616806804,0.10479252503512411,0.23874863337239274
total_calls,0.25427709858479847,0.07147784632029591,0.273473340354208,0.1997427617531008
step_count,0.17572440917293036,0.4159020539525592,0.0009415064952111793,0.19752265654023357
total_message_length,0.10398950319185615,0.3900635637037659,0.0,0.164684355631874
unique_tool_calls_ratio,0.04531075461948243,0.26921858724997555,0.16038129235740697,0.15830354474228833
max_consecutive_successes,0.24981420442649824,0.19581245927517232,0.0,0.1485422212338902
message_length_std,0.3403885688475925,0.0799481699235898,0.0,0.14011224625706076
give_up_count,0.3182591606228256,0.054271057153721436,0.0,0.12417673925884902
most_used_tool_count,0.15495936595707632,0.20747515902135327,0.0,0.1208115083261432
tool_repetition_rate,0.1534277522836754,0.20263987439080047,0.002605295020512885,0.11955764056499625
recovery_marker_count,0.15607147809219646,0.1885177029627934,0.012319527379888747,0.11896956947829286
annotatable_steps_count,0.31374900547097107,0.01809838562848909,0.0,0.11061579703315338
success_rate,0.31620193430135735,0.012613397535886537,0.0,0.10960511061241462
