feature,logreg,rf,xgb,avg_importance
retry_rate,0.5174969661961476,1.0,0.8441391034592678,0.7872120232184718
avg_tools_per_step,1.0,0.40572058922633764,0.3830721879755817,0.5962642590673064
tool_execution_duration,0.8346497497071049,0.43959251462125404,0.5076882638460016,0.5939768427247868
tool_latency_mean,0.9006797687462096,0.5453490973752241,0.30863920531435335,0.5848893571452624
annotatable_steps_count,0.8284375934087688,0.31534354558184874,0.17438839031818645,0.4393898431029346
tool_latency_max,0.8008838588610402,0.4220607973289144,0.09387939984710712,0.4389413520123539
tool_latency_std,0.8248485548094577,0.35463160648011016,0.12450133553699906,0.43466049894218894
uncertainty_marker_count,0.1482756890512408,0.24688326463402507,0.8735501481238113,0.42290303393635903
success_rate,0.31291512862759474,0.05008166528258833,0.8914011635621926,0.41813265249079185
successful_calls,0.035196276461108296,0.09071901810778767,1.0,0.375305098189632
assistant_steps_to_first_error,0.5276709112957655,0.12530787975969485,0.40041726944353656,0.3511320201663323
problem_marker_count,0.15026618031573316,0.11819577903698748,0.6087411395545843,0.29240103296910164
most_used_tool_count,0.015794623766968746,0.06296890122078543,0.6867700053367202,0.25517784344149147
negative_marker_count,0.19468076638240808,0.2139582939524334,0.3566002915266124,0.255079783953818
level,0.5309252712560261,0.04304556715485473,0.12784880871954163,0.2339398823768075
uncertainty_marker_ratio,0.21125052906180222,0.2524933109061003,0.2098214084293946,0.22452174946576567
tool_diversity_entropy,0.27517793692107945,0.2657897139776548,0.12635447051101625,0.22244070713658348
tools_used_count,0.5354964963745279,0.09321657604330778,0.028176467172611946,0.21896317986348254
assistant_steps_count,0.5054372290241698,0.1278847572537831,0.015625504151577103,0.21631583014317668
total_tokens,0.33757333293138775,0.14218992808925446,0.11972657945067006,0.19982994682377075
