feature,importance
most_used_tool_ratio,0.113417365
tool_switching_rate,0.06834063
retry_rate,0.06290079
success_rate,0.047143158
tool_execution_duration,0.041687917
negative_marker_count,0.040802293
total_markers,0.040795166
steps_to_first_error,0.03473528
model_gpt-4o,0.033125114
tool_latency_mean,0.032458827
total_message_length,0.031780936
marker_balance,0.03118852
top3_tool_concentration,0.027890673
tool_latency_max,0.024942053
has_planning_in_first_step,0.024663808
self_correction_marker_count,0.024265846
max_consecutive_successes,0.021835424
total_calls,0.018345091
neutral_marker_ratio,0.0170615
rare_tool_ratio,0.01677056
unique_tool_calls_ratio,0.016618902
planning_statement_count,0.014998867
tool_repetition_rate,0.01456485
avg_message_length,0.014540069
tool_gini_coefficient,0.014410498
completion_tokens,0.011758354
verification_marker_count,0.011553748
successful_calls,0.011449172
positive_marker_ratio,0.010949134
marker_balance_ratio,0.009920874
neutral_marker_count,0.009741931
tool_latency_std,0.00955782
level,0.009300514
total_tokens,0.00863785
verification_marker_ratio,0.007886232
message_length_std,0.007165723
step_count,0.006862518
prompt_tokens,0.006828059
planning_to_total_ratio,0.0067987633
self_correction_marker_ratio,0.006350745
problem_marker_ratio,0.0061154505
tools_used_count,0.0051567107
avg_tools_per_step,0.0049923803
neutral_count,0.00481759
tool_diversity_entropy,0.0047312295
negative_marker_ratio,0.0034682516
reasoning_to_total_ratio,0.0032125597
assistant_steps_count,0.002394252
positive_marker_count,0.0010659902
most_used_tool_count,0.0
thought_to_action_ratio,0.0
error_rate,0.0
code_block_count,0.0
action_count,0.0
avg_thought_length,0.0
question_count,0.0
thought_count,0.0
avg_words_per_message,0.0
recovery_marker_count,0.0
recovery_marker_ratio,0.0
confidence_marker_count,0.0
uncertainty_marker_ratio,0.0
uncertainty_marker_count,0.0
max_tool_burst_length,0.0
validation_to_total_ratio,0.0
backtrack_to_total_ratio,0.0
avg_assistant_message_length,0.0
validation_after_error_rate,0.0
backtrack_after_error_rate,0.0
problem_marker_count,0.0
confidence_marker_ratio,0.0
has_reasoning_in_first_step,0.0
max_consecutive_failures,0.0
error_burstiness,0.0
qa_score,0.0
misunderstood_tool_count,0.0
inefficient_tool_call_count,0.0
give_up_count,0.0
early_final_answer_count,0.0
syntax_error_count,0.0
wrong_reasoning_count,0.0
wrong_planning_count,0.0
hallucination_count,0.0
loop_instance_count,0.0
non_sense_count,0.0
unnecessary_tool_use_count,0.0
missing_validation_count,0.0
reasoning_statement_count,0.0
backtrack_trigger_count,0.0
validation_attempt_count,0.0
total_errors,0.0
execution_errors,0.0
invalid_args_errors,0.0
invalid_tool_errors,0.0
failed_calls,0.0
steps_to_first_tool_call,0.0
steps_to_first_positive_marker,0.0
steps_to_first_negative_marker,0.0
negative_markers_steps_1_5,0.0
longest_looping_sequence,0.0
has_tool_error_in_first_step,0.0
annotatable_steps_count,0.0
negative_markers_steps_21_plus,0.0
positive_markers_steps_21_plus,0.0
negative_markers_steps_11_20,0.0
positive_markers_steps_11_20,0.0
negative_markers_steps_6_10,0.0
positive_markers_steps_6_10,0.0
positive_markers_steps_1_5,0.0
steps_to_first_planning,0.0
early_negative_rate,0.0
marker_trajectory_slope,0.0
assistant_steps_to_first_reasoning,0.0
assistant_steps_to_first_planning,0.0
assistant_steps_to_first_negative_marker,0.0
assistant_steps_to_first_positive_marker,0.0
assistant_steps_to_first_error,0.0
assistant_steps_to_first_tool_call,0.0
steps_to_first_reasoning,0.0
agent_type_ToolCallingAgent,0.0
