feature,coefficient,abs_coefficient
tool_latency_mean,-0.8285055705872885,0.8285055705872885
has_planning_in_first_step,0.813080830448128,0.813080830448128
level,-0.7853977278300308,0.7853977278300308
hallucination_count,0.7091156084877621,0.7091156084877621
tool_latency_std,-0.6712977912798522,0.6712977912798522
tools_used_count,0.6377514728270676,0.6377514728270676
tool_gini_coefficient,0.5338029395145171,0.5338029395145171
tool_latency_max,-0.5203301202093107,0.5203301202093107
tool_execution_duration,-0.5159688738111778,0.5159688738111778
self_correction_marker_count,-0.49629838325795916,0.49629838325795916
reasoning_statement_count,-0.4736857566797181,0.4736857566797181
total_tokens,-0.44352656081097114,0.44352656081097114
prompt_tokens,-0.441754796601096,0.441754796601096
model_gpt-4o,-0.39548474969554825,0.39548474969554825
self_correction_marker_ratio,-0.39368286432272936,0.39368286432272936
retry_rate,0.3760070138805688,0.3760070138805688
tool_switching_rate,-0.3685842221922693,0.3685842221922693
rare_tool_ratio,0.3618053579004022,0.3618053579004022
tool_diversity_entropy,0.356858273342242,0.356858273342242
planning_statement_count,0.3286091577527789,0.3286091577527789
thought_to_action_ratio,-0.31821824908049473,0.31821824908049473
max_consecutive_successes,0.3153038455160305,0.3153038455160305
neutral_marker_count,-0.3142742151567031,0.3142742151567031
successful_calls,0.30149643120670067,0.30149643120670067
error_burstiness,-0.30071795883468866,0.30071795883468866
max_consecutive_failures,-0.30071795883468866,0.30071795883468866
failed_calls,-0.2989009563413731,0.2989009563413731
total_errors,-0.2989009563413731,0.2989009563413731
execution_errors,-0.2984708158279056,0.2984708158279056
loop_instance_count,-0.2821615168233829,0.2821615168233829
success_rate,0.27337072978727583,0.27337072978727583
error_rate,-0.2733707297872756,0.2733707297872756
unnecessary_tool_use_count,0.26542270384808886,0.26542270384808886
thought_count,-0.2500883267969895,0.2500883267969895
marker_balance,0.24440097498977162,0.24440097498977162
message_length_std,-0.24214549454042425,0.24214549454042425
most_used_tool_count,-0.23516770140615637,0.23516770140615637
reasoning_to_total_ratio,-0.23233005964174447,0.23233005964174447
avg_thought_length,-0.21535757567813046,0.21535757567813046
uncertainty_marker_count,0.2052052263746357,0.2052052263746357
negative_marker_ratio,-0.20467395786620754,0.20467395786620754
confidence_marker_ratio,0.20177095682728616,0.20177095682728616
max_tool_burst_length,-0.19373520393094024,0.19373520393094024
total_markers,-0.19069017312019826,0.19069017312019826
tool_repetition_rate,0.1836650710627677,0.1836650710627677
unique_tool_calls_ratio,-0.1836650710627675,0.1836650710627675
most_used_tool_ratio,-0.18330311759775508,0.18330311759775508
verification_marker_ratio,0.18045935264604054,0.18045935264604054
negative_marker_count,-0.18030341303674804,0.18030341303674804
problem_marker_count,-0.18030341303674766,0.18030341303674766
marker_balance_ratio,0.179948996818663,0.179948996818663
steps_to_first_error,0.17483543188684084,0.17483543188684084
syntax_error_count,-0.1294631624594689,0.1294631624594689
completion_tokens,-0.12576070216989235,0.12576070216989235
backtrack_trigger_count,0.12272074325295113,0.12272074325295113
assistant_steps_to_first_error,-0.12191050251295561,0.12191050251295561
