feature,logreg,rf,xgb,avg_importance
prompt_tokens,0.9560612316288951,1.0,0.804298820013365,0.9201200172140868
total_tokens,0.9401699604921746,0.5932139147645745,0.5328673431808206,0.6887504061458566
tool_latency_max,0.8915540793051966,0.5871389345230335,0.24021479573046964,0.5729692698528999
tool_latency_std,0.9277989989205722,0.4380927884329776,0.2586283823417399,0.5415067232317633
tool_execution_duration,0.7568192771545273,0.4687095461843174,0.3187258782761375,0.5147515672049942
tool_latency_mean,0.8485940249126331,0.42990187659985624,0.24350182844139212,0.5073325766512938
neutral_marker_ratio,0.03754499452572606,0.21433678323603592,1.0,0.4172939259205873
thought_to_action_ratio,0.7273377230133067,0.1891538679827227,0.21220970891778415,0.37623376663793784
avg_words_per_message,0.40212768848594144,0.4432611779771368,0.2500005575234651,0.3651298079955145
confidence_marker_count,1.0,0.04030460921809542,0.0,0.34676820307269846
assistant_steps_to_first_planning,0.6841612392160067,0.0601051010612696,0.0,0.24808878009242544
steps_to_first_planning,0.6841612392160067,0.044007380633169585,0.0,0.24272287328305875
marker_balance,0.04489357945390287,0.17108944514515526,0.5070162364967424,0.2409997536986002
successful_calls,0.13454132935244262,0.246050836921288,0.3196066868265058,0.23339961770007878
message_length_std,0.2816661836998481,0.22987854257488088,0.16446615557731556,0.2253369606173482
rare_tool_ratio,0.6061536683659112,0.006570115984171888,0.0,0.20424126145002772
completion_tokens,0.24943364544916505,0.15697621702470657,0.19599377772403218,0.20080121339930126
total_message_length,0.2731335842564059,0.15547190314756665,0.15906552785300854,0.1958903384189937
unique_tool_calls_ratio,0.3223115390058342,0.028272062668482097,0.22525023773271702,0.19194461313567776
tool_diversity_entropy,0.020579485252483563,0.5297301392089275,0.0,0.18343654148713703
