feature,logreg,rf,xgb,avg_importance
positive_marker_count,0.1886078884702779,1.0,1.0,0.729535962823426
total_markers,0.2800630463352002,0.9299244857047666,0.894161834501537,0.7013831221805011
qa_score,1.0,0.4864713728120721,0.4423262958188493,0.6429325562103072
model_gpt-4o,0.49650795905179196,0.48691645139388745,0.4613940227151197,0.48160614438693305
total_calls,0.29533111872028917,0.30298501383341364,0.5685393464842329,0.3889518263459785
recovery_marker_ratio,0.2534278358605346,0.44499845237794344,0.20185617695287741,0.3000941550637851
unique_tool_calls_ratio,0.2066398915827309,0.44811829481557813,0.22229190141487842,0.2923500292710625
self_correction_marker_ratio,0.3996350675100015,0.3834033867697807,0.0,0.2610128180932607
top3_tool_concentration,0.4959300815943489,0.04791249022698395,0.21391580422920595,0.2525861253501796
neutral_marker_count,0.5375133436338098,0.047646714295280716,0.09402954028282222,0.2263965327373042
tool_latency_mean,0.42699049575838915,0.1490521587399207,0.08163502073768271,0.21922589174533083
confidence_marker_ratio,0.5266666442921366,0.12864748961860145,0.0,0.21843804463691266
step_count,0.28607978781355736,0.322678308008638,0.0,0.20291936527406515
reasoning_statement_count,0.16281973713267045,0.415897524271307,0.0,0.19290575380132582
neutral_count,0.5038229318085364,0.057096101957509755,0.0,0.18697301125534874
marker_balance,0.13884697695578702,0.40960637738712935,0.0,0.18281778478097213
rare_tool_ratio,0.43041501532173615,0.06527644535966334,0.050867382894094745,0.18218628119183142
self_correction_marker_count,0.057962783038689666,0.14660815450980344,0.33619152640297506,0.18025415465048936
max_consecutive_successes,0.2885541481236328,0.2436129604133201,0.0,0.17738903617898427
confidence_marker_count,0.3772598931721189,0.14569052716533729,0.0,0.17431680677915207
