feature,logreg,rf,xgb,avg_importance
positive_marker_ratio,0.7317526683191832,1.0,0.0,0.5772508894397278
reasoning_statement_count,1.0,0.21240125305423058,0.0,0.40413375101807686
reasoning_to_total_ratio,0.9558414460332165,0.04574079357517283,0.0,0.3338607465361298
step_count,0.5113740595699843,0.38403290565258674,0.0,0.29846898840752367
positive_marker_count,0.6918414081863835,0.2018643286705989,0.0,0.2979019122856608
total_tokens,0.5813761921288336,0.2084518659167773,0.0,0.263276019348537
neutral_count,0.19864270015495558,0.5906184159989012,0.0,0.26308703871795225
prompt_tokens,0.5918210509497103,0.13611867395598282,0.0,0.24264657496856437
marker_balance_ratio,0.5561124272522177,0.1585334322775885,0.0,0.2382152865099354
message_length_std,0.1771119027345946,0.41166714217655886,0.0,0.19625968163705113
avg_words_per_message,0.12418037490125279,0.4261076241151672,0.0,0.18342933300547334
assistant_steps_count,0.26388954875157217,0.27161228931793063,0.0,0.17850061268983428
negative_marker_count,0.2683394855605661,0.25388030549658064,0.0,0.17407326368571555
neutral_marker_ratio,0.22296034981023713,0.2880917518045874,0.0,0.17035070053827484
tools_used_count,0.290395929448317,0.20364693760458624,0.0,0.16468095568430108
longest_looping_sequence,0.23393966933841343,0.25904927381795156,0.0,0.16432964771878833
successful_calls,0.290395929448317,0.19127968222345157,0.0,0.16055853722392285
total_calls,0.22087917107195298,0.25365349164414236,0.0,0.15817755423869845
avg_assistant_message_length,0.13066052797150451,0.33168710853641037,0.0,0.15411587883597164
annotatable_steps_count,0.26388954875157217,0.18629299468756133,0.0,0.1500608478130445
