feature,importance
level,0.14378801
assistant_steps_to_first_tool_call,0.13106412
rare_tool_ratio,0.09677578
has_tool_error_in_first_step,0.041945178
backtrack_trigger_count,0.040764738
action_count,0.03650469
completion_tokens,0.031836003
give_up_count,0.031045744
negative_marker_ratio,0.025985278
max_consecutive_successes,0.018318048
positive_marker_ratio,0.015697911
successful_calls,0.01566702
early_final_answer_count,0.014594116
unique_tool_calls_ratio,0.013494221
thought_to_action_ratio,0.012639237
tool_latency_std,0.01262792
tool_repetition_rate,0.012008265
avg_tools_per_step,0.011995877
self_correction_marker_count,0.011678262
steps_to_first_reasoning,0.011409237
error_burstiness,0.011373792
marker_balance,0.010981738
wrong_planning_count,0.010649684
tool_latency_max,0.009452369
tool_latency_mean,0.00890178
reasoning_to_total_ratio,0.008854797
tool_switching_rate,0.008777995
problem_marker_ratio,0.008673609
tools_used_count,0.008649323
annotatable_steps_count,0.008335118
avg_words_per_message,0.008318908
retry_rate,0.008032985
assistant_steps_count,0.0078020156
max_tool_burst_length,0.007454951
total_tokens,0.0071323398
uncertainty_marker_ratio,0.006921327
uncertainty_marker_count,0.006150474
unnecessary_tool_use_count,0.0059761335
prompt_tokens,0.00580885
validation_to_total_ratio,0.005201983
message_length_std,0.0051114024
confidence_marker_ratio,0.004967074
self_correction_marker_ratio,0.004899608
tool_diversity_entropy,0.0046927347
total_message_length,0.004660779
positive_marker_count,0.0044171833
recovery_marker_count,0.0043677273
problem_marker_count,0.0041697016
avg_message_length,0.0041235453
confidence_marker_count,0.0040264833
verification_marker_ratio,0.003987902
verification_marker_count,0.0038905279
backtrack_to_total_ratio,0.0038824095
neutral_marker_count,0.0037853187
hallucination_count,0.0036752203
tool_gini_coefficient,0.0036114638
total_calls,0.0035681196
neutral_marker_ratio,0.0034159601
total_markers,0.0031314855
tool_execution_duration,0.0030818225
avg_thought_length,0.0030195015
recovery_marker_ratio,0.0030080958
negative_marker_count,0.0029741458
syntax_error_count,0.002474826
code_block_count,0.002461005
missing_validation_count,0.0022772322
top3_tool_concentration,0.0020311354
marker_balance_ratio,0.0016990015
step_count,0.0016189883
most_used_tool_ratio,0.0015667602
error_rate,0.0007588832
failed_calls,0.0005107311
wrong_reasoning_count,0.0005043477
most_used_tool_count,0.00033907942
model_gpt-4o,0.0
planning_to_total_ratio,0.0
validation_after_error_rate,0.0
backtrack_after_error_rate,0.0
avg_assistant_message_length,0.0
thought_count,0.0
question_count,0.0
has_reasoning_in_first_step,0.0
success_rate,0.0
non_sense_count,0.0
steps_to_first_positive_marker,0.0
steps_to_first_error,0.0
steps_to_first_tool_call,0.0
qa_score,0.0
misunderstood_tool_count,0.0
inefficient_tool_call_count,0.0
loop_instance_count,0.0
neutral_count,0.0
max_consecutive_failures,0.0
reasoning_statement_count,0.0
planning_statement_count,0.0
validation_attempt_count,0.0
total_errors,0.0
execution_errors,0.0
invalid_args_errors,0.0
invalid_tool_errors,0.0
steps_to_first_negative_marker,0.0
steps_to_first_planning,0.0
assistant_steps_to_first_error,0.0
assistant_steps_to_first_positive_marker,0.0
longest_looping_sequence,0.0
has_planning_in_first_step,0.0
negative_markers_steps_21_plus,0.0
positive_markers_steps_21_plus,0.0
negative_markers_steps_11_20,0.0
positive_markers_steps_11_20,0.0
negative_markers_steps_6_10,0.0
positive_markers_steps_6_10,0.0
negative_markers_steps_1_5,0.0
positive_markers_steps_1_5,0.0
early_negative_rate,0.0
marker_trajectory_slope,0.0
assistant_steps_to_first_reasoning,0.0
assistant_steps_to_first_planning,0.0
assistant_steps_to_first_negative_marker,0.0
agent_type_ToolCallingAgent,0.0
