feature,correlation,p_value,significant,abs_correlation,cohens_d,success_mean,failure_mean,n_success,n_failure
total_markers,-0.4478542720472448,3.153250624347331e-67,True,0.4478542720472448,-1.0045959245280083,10.44122383252818,21.63157894736842,621,722
level,-0.44404750478830196,5.452027559464246e-66,True,0.44404750478830196,-0.9939548810582951,1.1497584541062802,1.907202216066482,621,722
step_count,-0.44310770815185074,1.0957848165347474e-65,True,0.44310770815185074,-0.9913536497574686,18.830917874396135,30.810249307479225,621,722
total_calls,-0.3862903918440652,4.9180820890363826e-49,True,0.3862903918440652,-0.8399596663884226,9.215780998389693,14.505540166204986,621,722
assistant_steps_count,-0.363585790131143,3.0733765156310617e-43,True,0.363585790131143,-0.782800720944594,22.92914653784219,33.54986149584487,621,722
neutral_marker_count,-0.3331344072697046,3.61938119837856e-36,True,0.3331344072697046,-0.7086239910381467,4.855072463768116,8.130193905817174,621,722
successful_calls,-0.33109182280891153,1.0123350142903275e-35,True,0.33109182280891153,-0.7037428554101481,8.747181964573269,12.93213296398892,621,722
uncertainty_marker_count,-0.3225605069858586,6.832761158406063e-34,True,0.3225605069858586,-0.6834541210505022,1.4428341384863124,10.800554016620499,621,722
most_used_tool_count,-0.31410309766364736,3.897255244482148e-32,True,0.31410309766364736,-0.6635522521656281,6.9838969404186795,11.908587257617729,621,722
neutral_count,-0.3043282160414074,3.5542017398560874e-30,True,0.3043282160414074,-0.6407665906684,4.851851851851852,7.728531855955679,621,722
planning_to_total_ratio,-0.2974744182252301,7.605724711500605e-29,True,0.2974744182252301,-0.6249114148378405,0.03593650513304721,0.08479035813956443,621,722
assistant_steps_to_first_planning,-0.2908993449718278,1.3303031732458265e-27,True,0.2908993449718278,-0.6098145483670744,1.1771336553945249,3.206371191135734,621,722
steps_to_first_planning,-0.2908993449718278,1.3303031732458265e-27,True,0.2908993449718278,-0.6098145483670744,1.1771336553945249,3.206371191135734,621,722
has_planning_in_first_step,-0.2906167901971536,1.5018625705203398e-27,True,0.2906167901971536,-0.6091781823636169,0.391304347826087,0.6814404432132964,621,722
planning_statement_count,-0.2852601030987037,1.459018340319973e-26,True,0.2852601030987037,-0.5969205891715543,0.6940418679549114,2.0041551246537397,621,722
loop_instance_count,-0.2849490598219237,1.6624242180241914e-26,True,0.2849490598219237,-0.5962044626354431,0.0853462157809984,2.1592797783933517,621,722
unique_tool_calls_ratio,0.26136132656448957,2.0567252144219265e-22,True,0.26136132656448957,0.543083323728114,0.2990113984830589,0.2232051501360906,621,722
negative_marker_count,-0.2585662533507975,5.9100939058705e-22,True,0.2585662533507975,-0.536837288690895,1.9371980676328502,5.549861495844875,621,722
assistant_steps_to_first_tool_call,0.24736592596814702,3.575696238807439e-20,True,0.24736592596814702,0.5120516783769093,3.4621578099838968,3.1634349030470914,621,722
total_errors,-0.245363047723565,7.290407702807072e-20,True,0.245363047723565,-0.5076185628366898,0.46859903381642515,1.5734072022160666,621,722
failed_calls,-0.245363047723565,7.290407702807072e-20,True,0.245363047723565,-0.5076185628366898,0.46859903381642515,1.5734072022160666,621,722
tool_execution_duration,-0.2427463119902633,1.8314041274922535e-19,True,0.2427463119902633,-0.5018692413870648,38.06511332064132,147.07609263584757,621,722
inefficient_tool_call_count,-0.23960301024887876,5.458521088738103e-19,True,0.23960301024887876,-0.4949630137568093,0.18840579710144928,1.1066481994459834,621,722
execution_errors,-0.23903096125997536,6.6475409591572935e-19,True,0.23903096125997536,-0.49371339885299836,0.46859903381642515,1.5457063711911356,621,722
uncertainty_marker_ratio,-0.23666806354559528,1.4921305401754424e-18,True,0.23666806354559528,-0.48854520858936584,0.09063512284684162,0.3281758124841609,621,722
tool_repetition_rate,-0.23437322398673144,3.244803929820312e-18,True,0.23437322398673144,-0.4835433470749972,0.7009886015169412,0.7712546836589232,621,722
positive_marker_count,-0.2302493240774809,1.2837345633723732e-17,True,0.2302493240774809,-0.47453546361896304,3.529790660225443,6.799168975069252,621,722
success_rate,0.22929140200056836,1.7602225128380507e-17,True,0.22929140200056836,0.47245632817705785,0.9614805891587682,0.8957423859987684,621,722
error_rate,-0.22442182244828376,8.568623903080378e-17,True,0.22442182244828376,-0.4618853964354301,0.03851941084123176,0.09871744779624551,621,722
backtrack_to_total_ratio,-0.22426508492981573,9.010937269289176e-17,True,0.22426508492981573,-0.4615411000559466,0.0044150793771065575,0.02721877754361337,621,722
longest_looping_sequence,-0.2217440089610913,2.0142058450353874e-16,True,0.2217440089610913,-0.45607888222605864,0.10789049919484701,1.1911357340720221,621,722
steps_to_first_error,-0.21717358122232705,8.444941311694915e-16,True,0.21717358122232705,-0.44622148673999595,0.0998389694041868,1.314404432132964,621,722
tool_latency_max,-0.1994370930420825,1.628960042125463e-13,True,0.1994370930420825,-0.4081975179979656,28.132702510326187,104.51846863907005,621,722
problem_marker_count,-0.1994334646517867,1.6306357156572044e-13,True,0.1994334646517867,-0.4081815897091638,1.3510466988727858,4.275623268698061,621,722
assistant_steps_to_first_error,-0.1983424630649242,2.219383382053875e-13,True,0.1983424630649242,-0.40586951268526156,0.6521739130434783,2.1426592797783934,621,722
action_count,-0.19609002231389627,4.1705699796176975e-13,True,0.19609002231389627,-0.40107244502594547,8.636070853462158,14.76454293628809,621,722
reasoning_statement_count,-0.19122893570980154,1.5860822428578156e-12,True,0.19122893570980154,-0.39073760035449245,0.6972624798711755,1.9044321329639888,621,722
thought_count,-0.1861847834048787,6.113954659422723e-12,True,0.1861847834048787,-0.38006581173484605,9.46537842190016,15.506925207756233,621,722
tool_latency_std,-0.18532695975046443,7.662436311909063e-12,True,0.18532695975046443,-0.3782518561709529,8.517679152859937,28.250907026066507,621,722
recovery_marker_count,-0.18315899503188934,1.349189328841328e-11,True,0.18315899503188934,-0.3736646076216649,1.3027375201288245,2.6537396121883656,621,722
tool_latency_mean,-0.18268264051113225,1.5263760225997983e-11,True,0.18268264051113225,-0.3726693922605811,3.753078985427106,10.834664107509756,621,722
unnecessary_tool_use_count,0.17833301750344446,4.638256302674827e-11,True,0.17833301750344446,0.3635126021997625,0.571658615136876,0.19113573407202217,621,722
problem_marker_ratio,-0.16857852210635219,5.077818335378745e-10,True,0.16857852210635219,-0.3430134754368409,0.06484254680899287,0.12960362269493653,621,722
backtrack_trigger_count,-0.16600065578534012,9.341987093664723e-10,True,0.16600065578534012,-0.3376128557732822,0.14653784219001612,0.628808864265928,621,722
reasoning_to_total_ratio,-0.15329769082225803,1.6415974393280836e-08,True,0.15329769082225803,-0.3111393081741401,0.06486833696685511,0.10505859589925173,621,722
error_burstiness,-0.15014261568902215,3.229546243683444e-08,True,0.15014261568902215,-0.3045814254806495,0.394524959742351,0.7991689750692521,621,722
max_consecutive_failures,-0.15014261568902215,3.229546243683444e-08,True,0.15014261568902215,-0.3045814254806495,0.394524959742351,0.7991689750692521,621,722
missing_validation_count,0.1497818760276561,3.486234989974881e-08,True,0.1497818760276561,0.30385173819366856,0.4106280193236715,0.14265927977839335,621,722
steps_to_first_reasoning,-0.14609667711469157,7.536232050061092e-08,True,0.14609667711469157,-0.29619744967081924,6.49597423510467,9.375346260387811,621,722
assistant_steps_to_first_reasoning,-0.14609667711469157,7.536232050061092e-08,True,0.14609667711469157,-0.29619744967081924,6.49597423510467,9.375346260387811,621,722
give_up_count,-0.1447874061892346,9.865603537793765e-08,True,0.1447874061892346,-0.2934746087720196,0.00644122383252818,0.23130193905817176,621,722
backtrack_after_error_rate,0.14154732586495145,1.901730959816342e-07,True,0.14154732586495145,0.28679877754124566,0.06529058702971746,0.013875698016972256,621,722
total_message_length,-0.1370071300313963,4.65522334793204e-07,True,0.1370071300313963,-0.2773998422284852,20992.33655394525,28866.96675900277,621,722
marker_balance,-0.13673346337603437,4.908867749223827e-07,True,0.13673346337603437,-0.2768312897985006,2.0547504025764893,5.329639889196676,621,722
message_length_std,0.12533041896223746,4.087591825762043e-06,True,0.12533041896223746,0.2533678914728524,1122.7041595678568,843.1629952071341,621,722
total_tokens,-0.11971349737452289,1.088114693883762e-05,True,0.11971349737452289,-0.24183938252580794,21631.23993558776,26253.049861495845,621,722
prompt_tokens,-0.11896463349931252,1.2358576743936703e-05,True,0.11896463349931252,-0.24030482157689237,21286.867954911435,25860.91135734072,621,722
early_final_answer_count,-0.11466988355293355,2.5279295691518467e-05,True,0.11466988355293355,-0.23150705128809992,0.020933977455716585,0.1440443213296399,621,722
validation_attempt_count,-0.11303388719260776,3.298649726790339e-05,True,0.11303388719260776,-0.2281633983811989,1.1143317230273753,1.778393351800554,621,722
validation_after_error_rate,-0.1082202947065049,7.069681957407515e-05,True,0.1082202947065049,-0.21832618860878208,0.0,0.022912375405450196,621,722
avg_message_length,0.10456545283637834,0.00012355337574691689,True,0.10456545283637834,0.21088085123021275,1034.0470561854484,850.136407917542,621,722
avg_assistant_message_length,0.10456545283637834,0.00012355337574691689,True,0.10456545283637834,0.21088085123021275,1034.0470561854484,850.136407917542,621,722
syntax_error_count,-0.1042547588281578,0.00012945296539605832,True,0.1042547588281578,-0.21023679771790899,0.13848631239935588,0.6121883656509696,621,722
most_used_tool_ratio,-0.10007327871838434,0.00023954028046659892,True,0.10007327871838434,-0.20172768560246873,0.3545211344635603,0.39303943982558015,621,722
steps_to_first_tool_call,-0.09518723873904537,0.00047761059571450437,True,0.09518723873904537,-0.19177595122475283,4.0,4.019390581717452,621,722
avg_thought_length,0.08819718946823212,0.001214484706802674,True,0.08819718946823212,0.1775924346284464,208.8025733052449,164.94972743093547,621,722
non_sense_count,-0.08638775411839435,0.0015305574737124938,True,0.08638775411839435,-0.1739078482414586,0.01288244766505636,0.1371191135734072,621,722
tool_diversity_entropy,0.08468883215361012,0.001894569277357081,True,0.08468883215361012,0.1704722543884807,2.17556844507267,2.041967530375784,621,722
invalid_tool_errors,-0.08350343949605749,0.0021938783061979917,True,0.08350343949605749,-0.1680593812791181,0.0,0.024930747922437674,621,722
hallucination_count,-0.08170602735851415,0.0027309742991927727,True,0.08170602735851415,-0.1644192555434579,0.10628019323671498,0.36426592797783935,621,722
completion_tokens,-0.06588842750562922,0.015735770581042915,True,0.06588842750562922,-0.13243540188314407,344.3719806763285,392.1385041551247,621,722
max_consecutive_successes,-0.058156970252330915,0.03308125581564795,True,0.058156970252330915,-0.116840831581906,17.341384863123995,18.869806094182824,621,722
validation_to_total_ratio,0.05658544664996963,0.038133644824096986,True,0.05658544664996963,0.11367331323904137,0.0688118098127144,0.058048296743101704,621,722
recovery_marker_ratio,-0.05222347035497819,0.055702584942631896,False,0.05222347035497819,-0.10488463693157839,0.07322688918982095,0.08526707428671508,621,722
code_block_count,-0.045520359773903604,0.09541620545735098,False,0.045520359773903604,-0.09139028836520412,0.3027375201288245,0.5235457063711911,621,722
neutral_marker_ratio,0.04483804311147227,0.1004917713638601,False,0.04483804311147227,0.09002130332817908,0.4186472054063341,0.3951789978234593,621,722
avg_tools_per_step,0.03933375296074558,0.14967568828039948,False,0.03933375296074558,0.07895112939348348,0.47464962236991776,0.466917016396695,621,722
avg_words_per_message,0.03845711687192817,0.1589696520062994,False,0.03845711687192817,0.07718952924964637,100.72243443207527,93.61244931163948,621,722
misunderstood_tool_count,0.0364364673473246,0.18204473369916807,False,0.0364364673473246,0.07312776841389451,0.11272141706924316,0.08033240997229917,621,722
invalid_args_errors,-0.03581606010656669,0.18960498766234407,False,0.03581606010656669,-0.07187792085363438,0.0,0.002770083102493075,621,722
positive_marker_ratio,-0.03528419197650344,0.19626820201611195,False,0.03528419197650344,-0.07081227864760556,0.39811703085787514,0.41748408179172736,621,722
tools_used_count,0.03133738008006113,0.2511203686864143,False,0.03133738008006113,0.0628838626295384,5.6199677938808374,5.466759002770083,621,722
wrong_planning_count,-0.030999372164234706,0.2562714666131278,False,0.030999372164234706,-0.06220389325787753,0.06763285024154589,0.09695290858725762,621,722
wrong_reasoning_count,-0.02864791025891939,0.2941336219121335,False,0.02864791025891939,-0.05748218479585787,0.21578099838969403,0.2839335180055402,621,722
has_reasoning_in_first_step,0.023839605402737662,0.38268502704262825,False,0.023839605402737662,0.04782839188012307,0.09822866344605476,0.08448753462603878,621,722
marker_balance_ratio,-0.020626504345467492,0.4500838378840114,False,0.020626504345467492,-0.04137864003806621,0.23420493861966893,0.2523078262268585,621,722
question_count,0.010385304431268479,0.7037630022896857,False,0.010385304431268479,0.020830976370381084,0.08373590982286634,0.07063711911357341,621,722
has_tool_error_in_first_step,0.008595857245218226,0.7529707913138904,False,0.008595857245218226,0.01724122148901172,0.030595813204508857,0.027700831024930747,621,722
