feature,correlation,p_value,significant,abs_correlation,cohens_d,success_mean,failure_mean,n_success,n_failure
level,-0.48885508657027865,2.3508075456997593e-11,True,0.48885508657027865,-1.4547957551979738,1.2,2.661764705882353,30,136
planning_to_total_ratio,-0.45944892906745827,4.769082040096861e-10,True,0.45944892906745827,-1.3426438706596917,0.02630989380989381,0.09493033398742741,30,136
neutral_marker_ratio,0.4172018716541057,2.2478000113583384e-08,True,0.4172018716541057,1.193237776654123,0.6041306351600468,0.3695149569296037,30,136
has_planning_in_first_step,-0.37381265091270177,7.017204135463559e-07,True,0.37381265091270177,-1.048274643767119,0.36666666666666664,0.8014705882352942,30,136
avg_words_per_message,-0.354499357319848,2.7861883956617534e-06,True,0.354499357319848,-0.985560312522811,45.84649896399897,68.83800337614136,30,136
backtrack_trigger_count,0.31571745901285686,3.4207799092355206e-05,True,0.31571745901285686,0.8741924778619519,0.16666666666666666,0.0,30,136
action_count,-0.28302299032664546,0.00022007976723459148,True,0.28302299032664546,-0.7657375817702758,5.2,16.21323529411765,30,136
planning_statement_count,-0.2829609708872688,0.00022081227510484743,True,0.2829609708872688,-0.7651706274649279,0.5666666666666667,1.7573529411764706,30,136
thought_count,-0.26767947091774014,0.0004892131877330556,True,0.26767947091774014,-0.7211702287626016,6.266666666666667,16.808823529411764,30,136
assistant_steps_to_first_tool_call,0.26764705882352935,0.0004900154193896922,True,0.26764705882352935,0.7231898859362024,3.4,3.1323529411764706,30,136
avg_assistant_message_length,-0.26740037141807793,0.0004961611245981881,True,0.26740037141807793,-0.721055150409515,420.5364076664077,584.6720492466492,30,136
avg_message_length,-0.26740037141807793,0.0004961611245981881,True,0.26740037141807793,-0.721055150409515,420.5364076664077,584.6720492466492,30,136
avg_thought_length,-0.2594458488121047,0.0007369345236107221,True,0.2594458488121047,-0.697319506289862,61.64545454545455,164.15112470790453,30,136
backtrack_after_error_rate,0.2351266740408848,0.002293202454407149,True,0.2351266740408848,0.6355634403421168,0.01818181818181818,0.0,30,136
total_message_length,-0.22880504835052543,0.003025766610833652,True,0.22880504835052543,-0.6097584572808847,10003.1,16041.0,30,136
most_used_tool_ratio,-0.19882205053745544,0.010229411958308326,True,0.19882205053745544,-0.5266236105864831,0.3786111111111112,0.4497768661770724,30,136
thought_to_action_ratio,-0.195236438966775,0.011710704861508454,True,0.195236438966775,-0.5173833233429485,0.3240740740740741,0.6000941724557641,30,136
tool_diversity_entropy,0.1894462773732343,0.014502093195849585,True,0.1894462773732343,0.5008825008780787,1.8060086012403642,1.6243935531504832,30,136
uncertainty_marker_count,-0.18726599403143449,0.015694887103838085,True,0.18726599403143449,-0.49461325804290374,1.4666666666666666,4.235294117647059,30,136
total_markers,-0.18402282943002643,0.01762717162327627,True,0.18402282943002643,-0.4857344939395771,11.266666666666667,14.095588235294118,30,136
problem_marker_ratio,-0.17999572804923428,0.020311422814774813,True,0.17999572804923428,-0.47469020348924973,0.04411292411292411,0.12465407405935088,30,136
problem_marker_count,-0.1781828391933593,0.021630790834358135,True,0.1781828391933593,-0.46979893029712844,1.1333333333333333,3.2941176470588234,30,136
negative_marker_ratio,-0.1746918908396869,0.02438056494018369,True,0.1746918908396869,-0.4603874215796094,0.08110315066197418,0.19482477449257063,30,136
early_final_answer_count,-0.168853204179917,0.029650934241025974,True,0.168853204179917,-0.44415945278676855,0.0,0.13970588235294118,30,136
positive_marker_ratio,-0.16606035708010156,0.03249728077857164,True,0.16606035708010156,-0.4372207962313762,0.3147662141779789,0.4356602685778257,30,136
reasoning_to_total_ratio,-0.16395907049012215,0.0347887818795859,True,0.16395907049012215,-0.43092459265924266,0.0,0.009056956115779646,30,136
uncertainty_marker_ratio,-0.16316659465269237,0.035687800327904175,True,0.16316659465269237,-0.42925990823596877,0.06754208754208756,0.16068441842663295,30,136
tool_latency_max,-0.15581101443997566,0.04500849820487289,True,0.15581101443997566,-0.4089695181500285,10.673803503332662,46.45686951985281,30,136
retry_rate,-0.15521210843067465,0.0458496417137309,True,0.15521210843067465,-0.40831818640737705,0.3281186868686869,0.4299639712585575,30,136
most_used_tool_count,-0.14848296695279084,0.056234954324511484,False,0.14848296695279084,-0.38969513329183186,9.466666666666667,11.544117647058824,30,136
tool_execution_duration,-0.14721540108147035,0.05839363155752736,False,0.14721540108147035,-0.3858901210100403,30.438568213331262,115.68041130661659,30,136
assistant_steps_to_first_planning,0.14672461928734243,0.05924754840336914,False,0.14672461928734243,0.38924195832935077,4.333333333333333,2.9705882352941178,30,136
steps_to_first_planning,0.14672461928734243,0.05924754840336914,False,0.14672461928734243,0.38924195832935077,4.333333333333333,2.9705882352941178,30,136
tool_latency_std,-0.14507965642798687,0.06218482249302889,False,0.14507965642798687,-0.38017161496746005,4.2589179694664265,14.829904724534376,30,136
tool_latency_mean,-0.13205897830664692,0.08987823698587902,False,0.13205897830664692,-0.3454219426954389,3.0905445358405905,7.6406172117118825,30,136
annotatable_steps_count,-0.13110435759354871,0.09224492768728722,False,0.13110435759354871,-0.3434241414322925,4.333333333333333,6.227941176470588,30,136
positive_marker_count,-0.13032902567920557,0.09420340010600319,False,0.13032902567920557,-0.34095647217408187,2.433333333333333,3.514705882352941,30,136
step_count,-0.1226436631913122,0.11545012170356435,False,0.1226436631913122,-0.3206473338041665,23.8,26.647058823529413,30,136
give_up_count,-0.1176423513406304,0.13116873841836213,False,0.1176423513406304,-0.30714142874555944,0.0,0.10294117647058823,30,136
negative_marker_count,-0.113507138402032,0.14536590340074682,False,0.113507138402032,-0.2965630245535568,1.5666666666666667,2.75,30,136
recovery_marker_ratio,-0.1101628690408908,0.15767677896451876,False,0.1101628690408908,-0.28749234978202975,0.012037037037037037,0.024340834818775994,30,136
validation_to_total_ratio,-0.1101628690408908,0.15767677896451876,False,0.1101628690408908,-0.28749234978202975,0.012037037037037037,0.024340834818775994,30,136
steps_to_first_error,-0.10113182109337113,0.19481254781092688,False,0.10113182109337113,-0.26366505549566277,0.2,1.1176470588235294,30,136
neutral_count,0.10101952125274175,0.19531125258242404,False,0.10101952125274175,0.26362637817242834,7.366666666666666,6.389705882352941,30,136
steps_to_first_reasoning,0.09960619025340342,0.20166706991255096,False,0.09960619025340342,0.26033796078253457,5.066666666666666,3.0,30,136
assistant_steps_to_first_reasoning,0.09960619025340342,0.20166706991255096,False,0.09960619025340342,0.26033796078253457,5.066666666666666,3.0,30,136
code_block_count,-0.0995918458490834,0.20173233441644042,False,0.0995918458490834,-0.25949964805384096,0.0,0.14705882352941177,30,136
assistant_steps_to_first_error,-0.09845740802857063,0.20694225115672957,False,0.09845740802857063,-0.25667246657060633,0.6,1.588235294117647,30,136
total_calls,-0.09639113683999803,0.21667889212660654,False,0.09639113683999803,-0.25139699457669934,10.833333333333334,12.051470588235293,30,136
successful_calls,-0.09534458072872304,0.2217332032100565,False,0.09534458072872304,-0.24841033710487873,9.1,10.183823529411764,30,136
syntax_error_count,0.09023382769613704,0.24761699955509958,False,0.09023382769613704,0.2359140473782049,0.26666666666666666,0.11029411764705882,30,136
recovery_marker_count,-0.08959967670430123,0.2509691483286861,False,0.08959967670430123,-0.23342580940513555,0.3,0.4852941176470588,30,136
non_sense_count,-0.08528370558258214,0.2746166972326113,False,0.08528370558258214,-0.2219625049911459,0.03333333333333333,0.17647058823529413,30,136
inefficient_tool_call_count,-0.0829273375841891,0.2881443403607546,False,0.0829273375841891,-0.21594312812519556,0.7666666666666667,1.3823529411764706,30,136
neutral_marker_count,0.08084631434080408,0.30045553194989016,False,0.08084631434080408,0.21056664286093654,7.366666666666666,6.551470588235294,30,136
