feature,u_statistic,p_value,significant,effect_size_r,success_median,failure_median,median_diff
level,542.0,7.983985804945695e-11,True,0.7343137254901961,1.0,3.0,-2.0
planning_to_total_ratio,629.5,2.8043566496228675e-09,True,0.691421568627451,0.0,0.09523809523809523,-0.09523809523809523
neutral_marker_ratio,3221.0,7.159881058488228e-07,True,-0.5789215686274509,0.625,0.3333333333333333,0.2916666666666667
has_planning_in_first_step,1153.0,1.5945682687798698e-06,True,0.43480392156862746,0.0,1.0,-1.0
avg_words_per_message,1016.0,1.7422642845713873e-05,True,0.5019607843137255,39.375,70.23809523809524,-30.86309523809524
backtrack_trigger_count,2312.0,1.7912899929277956e-05,True,-0.1333333333333333,0.0,0.0,0.0
planning_statement_count,1111.5,5.7928300764749896e-05,True,0.45514705882352946,0.5,1.0,-0.5
avg_message_length,1090.0,6.74808717793254e-05,True,0.46568627450980393,359.22222222222223,477.0,-117.77777777777777
avg_assistant_message_length,1090.0,6.74808717793254e-05,True,0.46568627450980393,359.22222222222223,477.0,-117.77777777777777
action_count,1197.0,0.00016501585754293745,True,0.41323529411764703,0.0,19.0,-19.0
thought_count,1229.0,0.00029181005773625397,True,0.39754901960784317,0.0,23.0,-23.0
assistant_steps_to_first_tool_call,2586.0,0.0005929029545465189,True,-0.26764705882352935,3.0,3.0,0.0
most_used_tool_ratio,1233.0,0.0006844114065922533,True,0.3955882352941177,0.3333333333333333,0.4,-0.06666666666666671
avg_thought_length,1297.0,0.0009177410085707822,True,0.36421568627450984,0.0,206.66666666666666,-206.66666666666666
backtrack_after_error_rate,2176.0,0.0026197721161623313,True,-0.06666666666666665,0.0,0.0,0.0
total_message_length,1341.0,0.0033725912542981293,True,0.3426470588235294,8770.0,12660.0,-3890.0
retry_rate,1424.5,0.009741816473161942,True,0.30171568627450984,0.45454545454545453,0.5384615384615384,-0.0839160839160839
uncertainty_marker_count,1490.0,0.01174253525310829,True,0.26960784313725494,0.0,1.0,-1.0
uncertainty_marker_ratio,1528.0,0.019207658566662754,True,0.25098039215686274,0.0,0.023809523809523808,-0.023809523809523808
reasoning_to_total_ratio,1740.0,0.02619863546292766,True,0.1470588235294118,0.0,0.0,0.0
total_markers,1523.0,0.029719751753480645,True,0.2534313725490196,10.0,13.0,-3.0
early_final_answer_count,1755.0,0.03037593287992508,True,0.13970588235294112,0.0,0.0,0.0
completion_tokens,2556.0,0.030496202899957147,True,-0.2529411764705882,550.0,317.5,232.5
tool_diversity_entropy,2553.0,0.03129229225861922,True,-0.2514705882352941,1.8910611120726526,1.719973094021975,0.17108801805067753
positive_marker_ratio,1565.0,0.04636995063449889,True,0.2328431372549019,0.3125,0.3879598662207358,-0.0754598662207358
thought_to_action_ratio,1624.0,0.06342131153340454,False,0.20392156862745103,0.0,1.0,-1.0
most_used_tool_count,1624.0,0.07834701364412168,False,0.20392156862745103,9.0,9.5,-0.5
step_count,1632.5,0.08648240168233644,False,0.19975490196078427,23.0,25.0,-2.0
neutral_count,2423.5,0.10654590317491691,False,-0.18799019607843137,7.0,6.0,1.0
give_up_count,1875.0,0.10925299855438604,False,0.08088235294117652,0.0,0.0,0.0
total_calls,1679.0,0.1279255720465005,False,0.17696078431372553,9.0,11.0,-2.0
wrong_planning_count,1844.0,0.13766191649805465,False,0.09607843137254901,0.0,0.0,0.0
neutral_marker_count,2386.0,0.1454997856929986,False,-0.16960784313725497,7.0,6.0,1.0
steps_to_first_planning,1807.0,0.16092173282020084,False,0.11421568627450984,3.0,3.0,0.0
assistant_steps_to_first_planning,1807.0,0.16092173282020084,False,0.11421568627450984,3.0,3.0,0.0
code_block_count,1920.0,0.1765145232696934,False,0.05882352941176472,0.0,0.0,0.0
negative_marker_count,1741.5,0.1878768084766803,False,0.14632352941176474,0.5,1.0,-0.5
problem_marker_ratio,1750.0,0.1903266044070122,False,0.1421568627450981,0.0,0.0,0.0
problem_marker_count,1752.0,0.19254508258416514,False,0.14117647058823535,0.0,0.0,0.0
