feature,coefficient,abs_coefficient
level,-1.0929384032207656,1.0929384032207656
planning_to_total_ratio,-1.0382807457458414,1.0382807457458414
neutral_marker_ratio,1.0129902268275492,1.0129902268275492
backtrack_trigger_count,0.6991790511637529,0.6991790511637529
assistant_steps_to_first_tool_call,0.6010279234588776,0.6010279234588776
has_planning_in_first_step,0.36628023095754164,0.36628023095754164
action_count,-0.32973965981603887,0.32973965981603887
thought_count,-0.25274445592917405,0.25274445592917405
planning_statement_count,-0.24216206847122979,0.24216206847122979
avg_words_per_message,0.13126890284766202,0.13126890284766202
