feature,mean_abs_shap,mean_shap,abs_mean_shap
level,1.1270082,-0.6167901,0.6167901
total_message_length,0.4236997,-0.12846269,0.12846269
total_markers,0.40409943,0.014730321,0.014730321
tool_latency_std,0.36391506,-0.21655145,0.21655145
step_count,0.3530253,-0.06611742,0.06611742
steps_to_first_tool_call,0.35137746,-0.03484451,0.03484451
planning_to_total_ratio,0.308455,0.010853291,0.010853291
thought_count,0.19353208,-0.033858214,0.033858214
message_length_std,0.18649276,-0.121966235,0.121966235
retry_rate,0.107525565,-0.06318514,0.06318514
marker_balance,0.09982555,0.018728213,0.018728213
avg_tools_per_step,0.096246324,0.012436769,0.012436769
error_rate,0.09129069,-0.0018917976,0.0018917976
avg_message_length,0.086119756,0.005801615,0.005801615
marker_balance_ratio,0.08560664,0.01928563,0.01928563
completion_tokens,0.067559496,0.012410775,0.012410775
tool_gini_coefficient,0.046718854,-0.00794148,0.00794148
self_correction_marker_count,0.04649976,0.00042494625,0.00042494625
prompt_tokens,0.044627797,-0.003596594,0.003596594
max_consecutive_successes,0.043327417,-0.017062208,0.017062208
negative_marker_ratio,0.04313833,-0.0011043946,0.0011043946
top3_tool_concentration,0.04020762,0.009256134,0.009256134
avg_assistant_message_length,0.037875507,0.010807624,0.010807624
tool_execution_duration,0.0377082,0.0017410202,0.0017410202
successful_calls,0.036130507,-0.0009742801,0.0009742801
tool_repetition_rate,0.035344485,-0.0033904489,0.0033904489
planning_statement_count,0.034116525,-0.015532513,0.015532513
confidence_marker_ratio,0.033814006,-0.0052954904,0.0052954904
tool_switching_rate,0.033343162,0.007720993,0.007720993
neutral_marker_ratio,0.031160738,0.0073141595,0.0073141595
tool_latency_mean,0.029251035,0.0030138318,0.0030138318
success_rate,0.028605768,-0.003408929,0.003408929
positive_marker_count,0.027812263,0.0033922403,0.0033922403
assistant_steps_to_first_tool_call,0.027542392,-0.008661045,0.008661045
error_burstiness,0.021992981,-0.00083490566,0.00083490566
model_gpt-4o,0.021837281,-0.0016320454,0.0016320454
failed_calls,0.020729588,0.0010747322,0.0010747322
assistant_steps_count,0.018635044,-0.0116466265,0.0116466265
neutral_marker_count,0.01787273,0.002586947,0.002586947
total_calls,0.017477484,-0.0067915427,0.0067915427
max_tool_burst_length,0.016756808,-0.0012152168,0.0012152168
positive_marker_ratio,0.016450964,0.0120522,0.0120522
most_used_tool_count,0.0,0.0,0.0
most_used_tool_ratio,0.0,0.0,0.0
rare_tool_ratio,0.0,0.0,0.0
