feature,coefficient,abs_coefficient
level,-0.8656317111935875,0.8656317111935875
verification_marker_count,-0.5959341711921003,0.5959341711921003
reasoning_statement_count,-0.48649985877289936,0.48649985877289936
code_block_count,-0.4728684222447156,0.4728684222447156
thought_to_action_ratio,-0.4628571271409112,0.4628571271409112
message_length_std,0.44077092572131604,0.44077092572131604
reasoning_to_total_ratio,-0.41774449361751204,0.41774449361751204
error_burstiness,0.3961191897737082,0.3961191897737082
max_consecutive_failures,0.3961191897737082,0.3961191897737082
tool_latency_mean,-0.3761613938143912,0.3761613938143912
total_markers,-0.37498958070962485,0.37498958070962485
avg_thought_length,-0.3736821975460188,0.3736821975460188
planning_statement_count,-0.36954801469835497,0.36954801469835497
assistant_steps_to_first_error,0.36561921245146206,0.36561921245146206
tool_latency_std,-0.3425562567562772,0.3425562567562772
assistant_steps_count,0.3410561188377747,0.3410561188377747
annotatable_steps_count,0.3410561188377747,0.3410561188377747
avg_words_per_message,-0.32978058653301534,0.32978058653301534
positive_marker_ratio,0.320982087233698,0.320982087233698
confidence_marker_count,0.31938188644207927,0.31938188644207927
neutral_count,-0.30095565330209284,0.30095565330209284
neutral_marker_count,-0.29965336698320433,0.29965336698320433
marker_balance_ratio,0.2986582350910816,0.2986582350910816
verification_marker_ratio,-0.295634857787309,0.295634857787309
tool_latency_max,-0.26594707062902473,0.26594707062902473
tool_execution_duration,-0.25646872695414974,0.25646872695414974
completion_tokens,-0.25149119275048193,0.25149119275048193
recovery_marker_ratio,-0.24772021837524177,0.24772021837524177
validation_to_total_ratio,-0.24772021837524177,0.24772021837524177
problem_marker_ratio,-0.24721983942315862,0.24721983942315862
avg_tools_per_step,-0.2460234185900111,0.2460234185900111
max_tool_burst_length,-0.24158545531531805,0.24158545531531805
step_count,0.23393392568230587,0.23393392568230587
tools_used_count,-0.21976426493004636,0.21976426493004636
negative_marker_ratio,-0.21627002669283793,0.21627002669283793
uncertainty_marker_ratio,-0.21079796111312632,0.21079796111312632
agent_type_ToolCallingAgent,0.20187017605776195,0.20187017605776195
total_errors,0.18495785784587257,0.18495785784587257
failed_calls,0.18495785784587257,0.18495785784587257
execution_errors,0.18495785784587257,0.18495785784587257
give_up_count,-0.17892962090173167,0.17892962090173167
model_gpt-4o,0.1777497848608363,0.1777497848608363
validation_attempt_count,-0.17241921976682167,0.17241921976682167
recovery_marker_count,-0.17241921976682162,0.17241921976682162
success_rate,0.16657375649137832,0.16657375649137832
uncertainty_marker_count,-0.16317246525456064,0.16317246525456064
avg_message_length,-0.14862002642977956,0.14862002642977956
avg_assistant_message_length,-0.14862002642977956,0.14862002642977956
neutral_marker_ratio,-0.14436642365581737,0.14436642365581737
negative_marker_count,-0.14083503791617547,0.14083503791617547
problem_marker_count,-0.1408350379161754,0.1408350379161754
early_final_answer_count,-0.13899555385538837,0.13899555385538837
top3_tool_concentration,0.1320544960658382,0.1320544960658382
total_message_length,0.13110258834426008,0.13110258834426008
error_rate,-0.12923300859465006,0.12923300859465006
syntax_error_count,-0.12083752262803567,0.12083752262803567
confidence_marker_ratio,0.11841473102145603,0.11841473102145603
tool_gini_coefficient,0.10979870145938389,0.10979870145938389
total_calls,0.10898905841004938,0.10898905841004938
steps_to_first_tool_call,0.10815177574471302,0.10815177574471302
assistant_steps_to_first_tool_call,0.10815177574471296,0.10815177574471296
inefficient_tool_call_count,-0.10725139133597601,0.10725139133597601
loop_instance_count,-0.09350141304115932,0.09350141304115932
has_planning_in_first_step,-0.08981372183173805,0.08981372183173805
