feature,coefficient,abs_coefficient
reasoning_statement_count,0.5174588343840547,0.5174588343840547
reasoning_to_total_ratio,0.4946086005203176,0.4946086005203176
positive_marker_ratio,0.37865188280586637,0.37865188280586637
positive_marker_count,0.35799944865874905,0.35799944865874905
prompt_tokens,0.3062430311883833,0.3062430311883833
total_tokens,0.3008382467176265,0.3008382467176265
marker_balance_ratio,0.28776528839242005,0.28776528839242005
step_count,0.2646150247993262,0.2646150247993262
tool_execution_duration,0.1735228126286532,0.1735228126286532
marker_balance,0.17348053599548208,0.17348053599548208
max_consecutive_successes,0.16729355366143714,0.16729355366143714
problem_marker_ratio,-0.16481805902672395,0.16481805902672395
negative_marker_ratio,-0.157656800759097,0.157656800759097
top3_tool_concentration,-0.15409942666194715,0.15409942666194715
tools_used_count,0.15026793916220035,0.15026793916220035
successful_calls,0.1502679391622003,0.1502679391622003
tool_diversity_entropy,0.14771159510342013,0.14771159510342013
negative_marker_count,-0.13885463741738743,0.13885463741738743
problem_marker_count,-0.1388546374173874,0.1388546374173874
syntax_error_count,-0.13706843776442162,0.13706843776442162
annotatable_steps_count,0.1365519783031227,0.1365519783031227
assistant_steps_count,0.1365519783031227,0.1365519783031227
loop_instance_count,-0.12991940090706883,0.12991940090706883
total_markers,-0.12125052985217516,0.12125052985217516
longest_looping_sequence,-0.12105414861204665,0.12105414861204665
qa_score,0.12026913513457728,0.12026913513457728
neutral_marker_ratio,-0.11537280272666646,0.11537280272666646
total_calls,0.11429587840260909,0.11429587840260909
rare_tool_ratio,-0.11141254376407772,0.11141254376407772
steps_to_first_tool_call,-0.11108243844585608,0.11108243844585608
assistant_steps_to_first_tool_call,-0.11108243844585604,0.11108243844585604
tool_latency_max,0.10296738260020907,0.10296738260020907
neutral_marker_count,-0.10278942008108462,0.10278942008108462
neutral_count,-0.10278942008108462,0.10278942008108462
validation_to_total_ratio,0.10254669802007871,0.10254669802007871
recovery_marker_ratio,0.10254669802007871,0.10254669802007871
assistant_steps_to_first_error,-0.09419871628902034,0.09419871628902034
avg_tools_per_step,-0.09342843148802826,0.09342843148802826
confidence_marker_ratio,0.09211636998685871,0.09211636998685871
message_length_std,0.09164811874458549,0.09164811874458549
planning_to_total_ratio,0.09082481454572733,0.09082481454572733
recovery_marker_count,0.09081578638391384,0.09081578638391384
validation_attempt_count,0.09081578638391374,0.09081578638391374
most_used_tool_count,0.08987395671795585,0.08987395671795585
thought_to_action_ratio,0.08754343458582405,0.08754343458582405
steps_to_first_error,-0.08270856055306594,0.08270856055306594
avg_thought_length,0.07920373107017539,0.07920373107017539
unique_tool_calls_ratio,0.07721058570856942,0.07721058570856942
tool_repetition_rate,-0.07721058570856938,0.07721058570856938
tool_switching_rate,0.07210825697325324,0.07210825697325324
verification_marker_ratio,0.0700269460322707,0.0700269460322707
inefficient_tool_call_count,-0.06978119828019949,0.06978119828019949
retry_rate,-0.06823535120963876,0.06823535120963876
avg_assistant_message_length,0.06761144450413999,0.06761144450413999
avg_message_length,0.06761144450413999,0.06761144450413999
avg_words_per_message,0.06425823204977722,0.06425823204977722
model_gpt-4o,-0.06047141495770077,0.06047141495770077
planning_statement_count,0.05967071525300193,0.05967071525300193
completion_tokens,-0.058464074918383846,0.058464074918383846
verification_marker_count,0.0571787140156426,0.0571787140156426
most_used_tool_ratio,-0.05702014871075519,0.05702014871075519
agent_type_ToolCallingAgent,-0.04169112766694511,0.04169112766694511
tool_latency_std,0.036351133121527976,0.036351133121527976
assistant_steps_to_first_planning,0.03085369189094683,0.03085369189094683
has_planning_in_first_step,0.03085369189094683,0.03085369189094683
steps_to_first_planning,0.03085369189094683,0.03085369189094683
thought_count,0.029008676731582073,0.029008676731582073
