feature,mean_abs_shap,mean_shap,abs_mean_shap
reasoning_statement_count,0.38113064303571315,0.06352177383928562,0.06352177383928562
reasoning_to_total_ratio,0.3027753842523906,0.008299060452892562,0.008299060452892562
positive_marker_count,0.2936582529139919,-0.02805652097904381,0.02805652097904381
positive_marker_ratio,0.2904828140439991,-0.07348620598197778,0.07348620598197778
prompt_tokens,0.2854449714552185,0.03300692391976789,0.03300692391976789
total_tokens,0.28234191787609764,0.036091353136487765,0.036091353136487765
step_count,0.25449635469182513,0.11770456404496914,0.11770456404496914
marker_balance_ratio,0.24695006159802468,-0.11255918992034274,0.11255918992034274
max_consecutive_successes,0.1659072201922188,-0.05315474044993418,0.05315474044993418
tool_execution_duration,0.14878314157866587,0.062314805059805495,0.062314805059805495
tools_used_count,0.1304976493632003,-0.03559026800814554,0.03559026800814554
successful_calls,0.13049764936320024,-0.03559026800814552,0.03559026800814552
top3_tool_concentration,0.12783439790552878,-0.058198319066003174,0.058198319066003174
negative_marker_ratio,0.12684270626949015,-0.06885298211480016,0.06885298211480016
qa_score,0.12026913513457728,0.0,0.0
tool_diversity_entropy,0.11283773926896982,-0.04654548340176596,0.04654548340176596
assistant_steps_count,0.10996386637148249,0.053355248771961926,0.053355248771961926
annotatable_steps_count,0.10996386637148249,0.053355248771961926,0.053355248771961926
tool_latency_max,0.10552847704059005,0.05094274804010379,0.05094274804010379
problem_marker_ratio,0.1052566015448188,-0.059783126073532394,0.059783126073532394
marker_balance,0.09770969720831411,-0.0655406584351153,0.0655406584351153
neutral_marker_ratio,0.09429101795559548,0.03828236258611611,0.03828236258611611
total_calls,0.09295903037181723,-0.006801880271108586,0.006801880271108586
assistant_steps_to_first_error,0.09122213358041792,-0.015941732082014774,0.015941732082014774
recovery_marker_ratio,0.08830505467498138,-0.009436689143699327,0.009436689143699327
validation_to_total_ratio,0.08830505467498138,-0.009436689143699327,0.009436689143699327
thought_to_action_ratio,0.0875066002937447,-0.018830810125478308,0.018830810125478308
steps_to_first_error,0.08328292555690665,-0.017230950115222073,0.017230950115222073
rare_tool_ratio,0.08236901646520046,-0.0008762661326085138,0.0008762661326085138
negative_marker_count,0.08222538304730996,-0.05315328251616699,0.05315328251616699
problem_marker_count,0.08222538304730993,-0.053153282516166966,0.053153282516166966
avg_thought_length,0.08025820019482371,-0.014342136831905924,0.014342136831905924
recovery_marker_count,0.07986413709604406,-0.002852290610573007,0.002852290610573007
validation_attempt_count,0.07986413709604397,-0.002852290610573002,0.002852290610573002
confidence_marker_ratio,0.07869069841073849,-0.0031352082708156876,0.0031352082708156876
message_length_std,0.07778793882602898,-0.021462839590597263,0.021462839590597263
loop_instance_count,0.07712854148171272,-0.04953209085981552,0.04953209085981552
syntax_error_count,0.07688917991852806,-0.04772431857012086,0.04772431857012086
avg_tools_per_step,0.0760554499120328,0.023133020036680458,0.023133020036680458
