feature,coefficient,abs_coefficient
qa_score,0.9431412878795568,0.9431412878795568
neutral_marker_count,-0.506951027167238,0.506951027167238
confidence_marker_ratio,-0.4967210571808901,0.4967210571808901
neutral_count,-0.4751762087691571,0.4751762087691571
model_gpt-4o,-0.46827715594255737,0.46827715594255737
top3_tool_concentration,0.46773213585310797,0.46773213585310797
rare_tool_ratio,0.40594217187324144,0.40594217187324144
tool_latency_mean,-0.40271236608189764,0.40271236608189764
self_correction_marker_ratio,-0.3769123322532164,0.3769123322532164
confidence_marker_count,-0.35580938151165625,0.35580938151165625
tool_gini_coefficient,0.3326211079216901,0.3326211079216901
success_rate,0.32540151173922194,0.32540151173922194
validation_to_total_ratio,-0.30333901064644225,0.30333901064644225
total_calls,-0.2785389716607638,0.2785389716607638
successful_calls,-0.27622979885282256,0.27622979885282256
max_consecutive_successes,-0.2721473308843114,0.2721473308843114
step_count,-0.2698136595147888,0.2698136595147888
total_markers,-0.26413902220805274,0.26413902220805274
recovery_marker_ratio,-0.2390182554980335,0.2390182554980335
tool_execution_duration,-0.22855006553714344,0.22855006553714344
steps_to_first_tool_call,0.2154119587102528,0.2154119587102528
assistant_steps_to_first_tool_call,0.21541195871025273,0.21541195871025273
total_tokens,-0.21401921889167622,0.21401921889167622
prompt_tokens,-0.2120125299157965,0.2120125299157965
recovery_marker_count,-0.20517256528062894,0.20517256528062894
question_count,0.2007297620708567,0.2007297620708567
verification_marker_count,0.1993849130481374,0.1993849130481374
reasoning_to_total_ratio,-0.19863604386703027,0.19863604386703027
avg_message_length,0.19775236914893665,0.19775236914893665
avg_assistant_message_length,0.19775236914893665,0.19775236914893665
unique_tool_calls_ratio,0.1948906134746288,0.1948906134746288
avg_words_per_message,0.19398336324046464,0.19398336324046464
marker_balance_ratio,0.19073478150823586,0.19073478150823586
completion_tokens,-0.18797579770483702,0.18797579770483702
validation_attempt_count,-0.187412562454246,0.187412562454246
positive_marker_ratio,0.18633967736260898,0.18633967736260898
positive_marker_count,-0.17788388683610173,0.17788388683610173
message_length_std,-0.16621397722198714,0.16621397722198714
most_used_tool_count,-0.15897092733915452,0.15897092733915452
tool_latency_max,-0.15618693333637163,0.15618693333637163
reasoning_statement_count,-0.15356201657151772,0.15356201657151772
negative_marker_ratio,-0.1499630904162495,0.1499630904162495
give_up_count,-0.13893014731519687,0.13893014731519687
thought_to_action_ratio,-0.1384602049848016,0.1384602049848016
