feature,logreg,rf,xgb,avg_importance
positive_marker_ratio,0.6714141089103698,1.0,0.575868553919831,0.7490942209434003
assistant_steps_to_first_reasoning,1.0,0.004166440954208234,0.6755779925486581,0.5599148111676221
steps_to_first_reasoning,1.0,0.010473583922081135,0.6608251675764235,0.5570995838328349
marker_balance_ratio,0.4574099480061063,0.1418433922595053,1.0,0.533084446755204
marker_balance,0.21994432227026703,0.38977498905552915,0.812768417653221,0.47416257632633907
negative_marker_ratio,0.20649534138247375,0.17344449972748738,0.824339894609986,0.40142657857331576
avg_words_per_message,0.18799606291858803,0.9050569381405922,0.0,0.36435100035306006
annotatable_steps_count,0.29605904502949343,0.4703795060425901,0.2665355986672653,0.3443247165797829
tool_diversity_entropy,0.2052968720372022,0.20689308485568744,0.5235234606992919,0.3119044725307272
reasoning_to_total_ratio,0.8804486253878375,0.0,0.0,0.2934828751292792
total_markers,0.1664796842851751,0.6750717018090515,0.0,0.28051712869807555
tools_used_count,0.23516355199374395,0.561653505452362,0.0,0.26560568581536864
avg_assistant_message_length,0.1922908482983006,0.5674314219777472,0.004896655276983545,0.25487297518434376
backtrack_after_error_rate,0.5842199827292658,0.12444229609436278,0.0,0.23622075960787617
problem_marker_ratio,0.17554595651530017,0.3151840097542764,0.16121212063927157,0.21731402896961605
syntax_error_count,0.17858911054778903,0.4591779248703983,0.0,0.21258901180606246
total_message_length,0.06470493238858914,0.5623748380166466,0.0,0.20902659013507854
total_tokens,0.31339129636415886,0.17919449292633435,0.09152775191600306,0.19470451373549877
thought_count,0.08372771747673617,0.4921990971077811,0.0,0.19197560486150575
positive_marker_count,0.4373684462127313,0.031274078852073936,0.10526685413171388,0.1913031263988397
