feature,logreg,rf,xgb,avg_importance
level,0.9295652818403906,0.8867762814687361,0.8643176178195252,0.8935530603762173
planning_to_total_ratio,1.0,1.0,0.5035556819576029,0.8345185606525343
neutral_marker_ratio,0.7921627903993633,0.7454464142759996,0.2211958932724106,0.5862683659825911
marker_balance,0.17450002298892742,0.19218774443304892,1.0,0.4555625891406588
assistant_steps_count,0.0387774336616222,0.2563197002251219,0.8055192756704815,0.3668721365190752
tool_latency_std,0.3486805757116677,0.6244665345158945,0.08380708345417667,0.3523180645605796
tool_latency_max,0.3149972425186362,0.5398115146881322,0.14492135635085476,0.3332433711858744
avg_words_per_message,0.1708979632720372,0.7405150755565726,0.08818511930164466,0.33319938604341814
retry_rate,0.26480875364208967,0.31130210790148205,0.4194716942491266,0.3318608519308994
unique_tool_calls_ratio,0.4843904307233926,0.08423230489555658,0.32132816795044183,0.296650301189797
completion_tokens,0.36228285078079264,0.26972792357970915,0.21886464182658316,0.28362513872902834
backtrack_trigger_count,0.6309806724890643,0.21578249513510653,0.0,0.28225438920805695
tool_execution_duration,0.1720652063397318,0.36676438390591876,0.2600238106908035,0.266284466978818
avg_assistant_message_length,0.062454975984567486,0.6014163939288256,0.07005032182051417,0.24464056391130243
planning_statement_count,0.43779357198460017,0.2231128896408048,0.0671736909817516,0.24269338420238554
avg_message_length,0.062454975984567486,0.5847737440677812,0.03640491348761529,0.22787787784665467
tool_latency_mean,0.2877136177649533,0.23882251990012304,0.14833901153945936,0.22495838306817859
assistant_steps_to_first_tool_call,0.6345561224652392,0.03861876638610763,0.0,0.2243916296171156
total_message_length,0.10634356426464027,0.4343154419261051,0.1302973792006264,0.2236521284637906
reasoning_to_total_ratio,0.6277751325726076,0.035725106318630274,0.0,0.2211667462970793
