feature,logreg,rf,xgb,avg_importance
avg_assistant_message_length,0.491575078849737,0.933102791040451,1.0,0.8082259566300628
avg_message_length,0.491575078849737,1.0,0.7809533525717173,0.7575094771404848
total_tokens,0.4730171348505284,0.932766235752218,0.21971702623951136,0.5418334656140859
message_length_std,0.36407057341913623,0.7581250568458668,0.4881468975155864,0.5367808425935299
completion_tokens,0.7467988757471345,0.35439304758999807,0.24354214219542386,0.44824468851085214
tool_latency_mean,0.42098531423699265,0.6737839357111118,0.24323500998387035,0.44600141997732495
tool_latency_std,0.5360307021381803,0.6258901972334097,0.1302967933277147,0.4307392308997682
prompt_tokens,0.4926818186577609,0.5824523895026799,0.14300658086510154,0.40604692967518075
total_message_length,0.40193320285434997,0.6585755648238916,0.09884085556303493,0.3864498744137588
tool_latency_max,0.35781533842837343,0.6175026182522092,0.15053811351680443,0.3752853567324623
avg_words_per_message,0.28277107591675904,0.7190684582977886,0.11559438535156892,0.3724779731887055
problem_marker_count,1.0,0.017539494325948403,0.0,0.33917983144198277
tool_execution_duration,0.06003000380610169,0.5492844666464137,0.2676937492199311,0.29233607322414884
marker_balance_ratio,0.3851476050852146,0.29947373611019046,0.1037756311840372,0.26279899079314745
marker_balance,0.44696945663320126,0.20611243309360552,0.1291254442473346,0.2607357779913805
annotatable_steps_count,0.5747211307773387,0.0929904273155575,0.10013245072408936,0.25594800293899517
backtrack_after_error_rate,0.7593041251777689,0.0,0.0,0.2531013750592563
tool_repetition_rate,0.5193793375502501,0.040537737963922224,0.18541867422374592,0.24844524991263942
validation_to_total_ratio,0.6825667481119665,0.018839728263226153,0.0,0.23380215879173086
negative_marker_ratio,0.6543797992967384,0.02907182487593603,0.0,0.22781720805755815
