feature,logreg,rf,xgb,avg_importance
level,0.9158155094960702,0.8591709983415616,0.7961169177866174,0.8570344752080831
total_markers,0.655423576805511,1.0,0.7168946325502332,0.7907727364519147
uncertainty_marker_count,0.09251229023597272,0.6654995048278086,1.0,0.5860039316879271
give_up_count,0.9699978086461175,0.2189246788256167,0.3238798725176247,0.5042674533297863
assistant_steps_count,0.9605378021312931,0.4446712608866046,0.08024092207798668,0.4951499950319615
uncertainty_marker_ratio,0.5396796351145553,0.5499929206664375,0.19943147172671175,0.4297013425025682
tools_used_count,1.0,0.10476397413090861,0.15233133845632718,0.4190317708624119
tool_latency_max,0.439731673859062,0.48733684955988904,0.17743181908847278,0.36816678083580795
tool_latency_std,0.22638508462589504,0.56002718649071,0.2830277642743403,0.3564800117969818
marker_balance,0.5237685847537228,0.2645163453784645,0.27860994593560856,0.35563162535593196
avg_thought_length,0.6581156100560465,0.13021719419773545,0.21011805325963281,0.3328169525044716
avg_assistant_message_length,0.49789349168433467,0.28454679164484686,0.13683976015188093,0.30642668116035415
step_count,0.14903824238101376,0.7059423878093758,0.05933105352223506,0.30477056123754154
tool_latency_mean,0.2700122486507948,0.511610235300041,0.12944186314210537,0.3036881156976471
early_final_answer_count,0.6775067070571098,0.08634020364081774,0.10000315691138753,0.28795002253643837
thought_to_action_ratio,0.6535621219869613,0.08007174468377216,0.059320892530920225,0.2643182530672179
loop_instance_count,0.33759771967037033,0.1496973923531739,0.30039896863400445,0.26256469355251627
avg_message_length,0.49789349168433467,0.1919580658665442,0.08766752058920352,0.2591730260466942
planning_to_total_ratio,0.3567831580468244,0.2216300707829007,0.15321170054898792,0.243874976459571
code_block_count,0.6256499802916567,0.028151861536655113,0.04578052400871714,0.23319412194567635
