feature,logreg,rf,xgb,avg_importance
longest_looping_sequence,0.3164339658894586,0.6212714166911041,1.0,0.6459017941935209
assistant_steps_count,0.44856695445652367,0.6284841795087637,0.8257952779298453,0.6342821372983775
total_markers,0.3300316067644554,1.0,0.4990323383678191,0.6096879817107582
planning_to_total_ratio,0.968354974719936,0.45253769187147863,0.1693938284001135,0.5300954983305094
avg_thought_length,1.0,0.23516146419667147,0.09115988924630412,0.4421071178143252
successful_calls,0.42728745227309534,0.12822010169932838,0.7579908334075824,0.4378327957933354
marker_balance,0.08937095628921603,0.5224597066339287,0.6584539215571374,0.4234281948267607
negative_marker_ratio,0.6059853872605441,0.22199722759758828,0.4251504902343554,0.4177110350308293
give_up_count,0.7602291890830684,0.1304156361436545,0.2496032559067532,0.3800826937111587
message_length_std,0.7764625395646617,0.10787925192782861,0.010899592079718488,0.29841379452406963
reasoning_to_total_ratio,0.7927658225674742,0.03381017217746076,0.018878289827155274,0.28181809485736337
total_message_length,0.20493658987440358,0.49571308277178705,0.13015029890479005,0.2769333238503269
step_count,0.28005898113324423,0.5305902101750672,0.0014468556362654107,0.270698682314859
has_planning_in_first_step,0.6246552618252642,0.14670841838848445,0.01842740723304831,0.263263695815599
total_calls,0.4285791806287028,0.2681539512899625,0.05853480242433622,0.25175597811433387
problem_marker_ratio,0.37769968854335106,0.13785948917858806,0.2329454402916908,0.24950153933787664
annotatable_steps_count,0.6348223934984114,0.07453609063351198,0.0,0.23645282804397447
code_block_count,0.29007144994216744,0.05374239518779504,0.34945736534811184,0.23109040349269142
neutral_marker_count,0.49302631872328423,0.04751310896428373,0.10868649641112334,0.21640864136623042
marker_balance_ratio,0.48484528876466326,0.08124078303049366,0.034404843617379846,0.2001636384708456
