feature,coefficient,abs_coefficient
total_markers,-2.803380677452976,2.803380677452976
max_consecutive_successes,1.1148454083816268,1.1148454083816268
assistant_steps_count,-1.0109355574812324,1.0109355574812324
recovery_marker_count,-0.6018869088893127,0.6018869088893127
total_message_length,-0.570569750720339,0.570569750720339
total_calls,-0.46611418734778964,0.46611418734778964
most_used_tool_count,0.38352635772066407,0.38352635772066407
step_count,-0.37547528606728264,0.37547528606728264
successful_calls,0.13784933256024146,0.13784933256024146
unique_tool_calls_ratio,0.01433850071107411,0.01433850071107411
