feature,importance
uncertainty_marker_count,0.09851401
level,0.07842867
total_markers,0.070624165
give_up_count,0.031906705
loop_instance_count,0.029593507
tool_latency_std,0.0278822
has_tool_error_in_first_step,0.027789578
marker_balance,0.027446983
avg_thought_length,0.020699572
steps_to_first_planning,0.019932283
uncertainty_marker_ratio,0.019646794
unnecessary_tool_use_count,0.017560773
tool_latency_max,0.01747952
success_rate,0.016104247
recovery_marker_ratio,0.015290846
most_used_tool_count,0.015122474
planning_to_total_ratio,0.015093499
wrong_planning_count,0.015022811
tools_used_count,0.015006771
problem_marker_ratio,0.013726145
avg_assistant_message_length,0.0134806335
tool_execution_duration,0.013352582
tool_latency_mean,0.012751837
error_rate,0.011370798
action_count,0.010710141
negative_marker_count,0.010663109
tool_diversity_entropy,0.010258353
neutral_marker_ratio,0.010214068
retry_rate,0.010181857
question_count,0.010040416
validation_to_total_ratio,0.009895318
early_final_answer_count,0.009851712
message_length_std,0.009768152
has_planning_in_first_step,0.009347364
thought_count,0.009289607
avg_tools_per_step,0.009258723
total_message_length,0.0092128
prompt_tokens,0.009136544
avg_message_length,0.008636479
positive_marker_ratio,0.008296091
assistant_steps_to_first_tool_call,0.0081145875
unique_tool_calls_ratio,0.008021609
assistant_steps_count,0.007904855
syntax_error_count,0.0076587982
recovery_marker_count,0.007403443
longest_looping_sequence,0.0073307604
max_consecutive_successes,0.0072866227
assistant_steps_to_first_error,0.0072426083
negative_marker_ratio,0.0071677994
most_used_tool_ratio,0.007135332
steps_to_first_reasoning,0.0070791827
annotatable_steps_count,0.0070146206
missing_validation_count,0.0069048614
avg_words_per_message,0.0068941186
marker_balance_ratio,0.006721539
reasoning_to_total_ratio,0.006212792
total_calls,0.006178633
successful_calls,0.0061633848
completion_tokens,0.0061528073
step_count,0.00584494
thought_to_action_ratio,0.005843939
positive_marker_count,0.0054449285
steps_to_first_error,0.0049464637
code_block_count,0.004510023
neutral_marker_count,0.0041359127
total_tokens,0.004072063
failed_calls,0.0040130164
backtrack_to_total_ratio,0.0038550608
validation_attempt_count,0.0037756264
wrong_reasoning_count,0.0037068524
assistant_steps_to_first_reasoning,0.0029081043
tool_repetition_rate,0.0026828973
backtrack_trigger_count,0.0025449463
problem_marker_count,0.0023483695
hallucination_count,0.001853292
neutral_count,0.001746246
reasoning_statement_count,0.0015887807
misunderstood_tool_count,0.0010019632
planning_statement_count,0.0
steps_to_first_tool_call,0.0
steps_to_first_positive_marker,0.0
steps_to_first_negative_marker,0.0
assistant_steps_to_first_positive_marker,0.0
assistant_steps_to_first_negative_marker,0.0
assistant_steps_to_first_planning,0.0
marker_trajectory_slope,0.0
early_negative_rate,0.0
positive_markers_steps_1_5,0.0
negative_markers_steps_1_5,0.0
positive_markers_steps_6_10,0.0
negative_markers_steps_6_10,0.0
positive_markers_steps_11_20,0.0
invalid_tool_errors,0.0
positive_markers_steps_21_plus,0.0
backtrack_after_error_rate,0.0
validation_after_error_rate,0.0
negative_markers_steps_21_plus,0.0
invalid_args_errors,0.0
has_reasoning_in_first_step,0.0
non_sense_count,0.0
execution_errors,0.0
error_burstiness,0.0
max_consecutive_failures,0.0
inefficient_tool_call_count,0.0
total_errors,0.0
negative_markers_steps_11_20,0.0
