feature,logreg,rf,xgb,avg_importance
total_markers,0.42133487268766723,1.0,0.6724984142872528,0.6979444289916401
uncertainty_marker_count,0.1309817205315818,0.8137186615272991,1.0,0.6482334606862936
level,0.5319736808751295,0.8399191799227376,0.49690187867596175,0.6229315798246097
assistant_steps_count,1.0,0.5182225336055806,0.04867141159234747,0.5222979817326426
confidence_marker_ratio,0.4516553142285655,0.6688610730311582,0.15887025205958316,0.4264622131064357
tool_latency_max,0.5303998026842217,0.5548676524992143,0.09815995874458558,0.3944758046426739
tool_latency_mean,0.3625209776685672,0.6208468823148947,0.13209141762642804,0.37181975920329663
uncertainty_marker_ratio,0.03593862159378392,0.6178667903812012,0.36404635027991344,0.3392839207516329
self_correction_marker_ratio,0.7862981818215148,0.1539483764400902,0.06813700431402965,0.3361278541918782
tool_execution_duration,0.012222456401688914,0.8025548772351337,0.17835951237931263,0.3310456153387118
give_up_count,0.5098543835932365,0.10950456260341751,0.3606471393957102,0.32666869519745473
self_correction_marker_count,0.677696683815262,0.21898638866684558,0.07308175610793201,0.32325494286334655
tool_latency_std,0.17848211607824868,0.5359178153331202,0.23951638027058428,0.3179721038939844
avg_message_length,0.5263155810332834,0.26448311312583284,0.1053803187432399,0.2987263376341187
loop_instance_count,0.3965965393925672,0.02047746549324263,0.4742433242991104,0.29710577639497343
step_count,0.05123052338918801,0.6716638474743222,0.13058645948018116,0.2844936101145638
confidence_marker_count,0.2800708968534157,0.42467261907128845,0.12219496094361468,0.2756461589561063
marker_balance,0.2061614354523405,0.3610071122365053,0.2572225298405101,0.2747970258431186
planning_to_total_ratio,0.12526595503064172,0.5541549861490708,0.1293140296520987,0.26957832361060374
tools_used_count,0.5786619252276012,0.14537614154387618,0.07053125006240696,0.2648564389446281
