feature,correlation,p_value,significant,abs_correlation,cohens_d,success_mean,failure_mean,n_success,n_failure
retry_rate,0.517462028033042,7.255319641545829e-27,True,0.517462028033042,1.6032603123119695,0.258009249267352,0.10669071554168764,64,308
annotatable_steps_count,0.36957872095343713,1.7500566888351838e-13,True,0.36957872095343713,1.05387061165191,17.375,8.301948051948052,64,308
avg_tools_per_step,0.35284675330880233,2.395606744360311e-12,True,0.35284675330880233,0.9986636470437138,0.5214629898097614,0.45960374859806263,64,308
max_consecutive_successes,0.2763216054645091,6.047280274599671e-08,True,0.2763216054645091,0.7617734386571687,29.203125,17.844155844155843,64,308
negative_marker_count,-0.2664634502228862,1.8215863504027058e-07,True,0.2664634502228862,-0.7317749078848649,0.84375,4.590909090909091,64,308
unnecessary_tool_use_count,0.25271326465500205,7.887335562914116e-07,True,0.25271326465500205,0.6945864665619352,0.109375,0.006493506493506494,64,308
loop_instance_count,-0.2504569627050761,9.95233291228523e-07,True,0.2504569627050761,-0.6847432707310738,0.125,1.8928571428571428,64,308
tool_latency_mean,-0.24786045016889083,1.2970548768745321e-06,True,0.24786045016889083,-0.6772000243305569,5.0067657967903685,18.302825729732607,64,308
tool_execution_duration,-0.24381349392408877,1.9486170854703467e-06,True,0.24381349392408877,-0.6654640092866974,80.88345225806215,263.21243997095115,64,308
tool_latency_std,-0.23966223678577916,2.9368051748882478e-06,True,0.23966223678577916,-0.6534266747688053,8.93716744749489,51.39485406623139,64,308
error_rate,-0.2396418862351681,2.9426633828160834e-06,True,0.2396418862351681,-0.65342808784118,0.04322897470391665,0.13888395658296826,64,308
success_rate,0.23964188623516808,2.9426633828160834e-06,True,0.23964188623516808,0.6534280878411787,0.9567710252960834,0.861116043417032,64,308
tool_diversity_entropy,0.23795810983085497,3.4680156708596694e-06,True,0.23795810983085497,0.6488232881015942,2.8131940903231545,2.5756302887703573,64,308
level,-0.2373536919594364,3.6775790024225094e-06,True,0.2373536919594364,-0.647155200459952,1.4375,1.9610389610389611,64,308
tool_latency_max,-0.2339507931761896,5.1022858217187544e-06,True,0.2339507931761896,-0.636954622720075,36.83129971744919,199.94070035451188,64,308
total_errors,-0.23015876844684263,7.306789556245525e-06,True,0.23015876844684263,-0.626100781880973,0.71875,2.3474025974025974,64,308
failed_calls,-0.23015876844684263,7.306789556245525e-06,True,0.23015876844684263,-0.626100781880973,0.71875,2.3474025974025974,64,308
execution_errors,-0.22897125138486188,8.166353524764616e-06,True,0.22897125138486188,-0.6226908012778928,0.71875,2.340909090909091,64,308
assistant_steps_to_first_tool_call,0.21883893067271554,2.0595637597490554e-05,True,0.21883893067271554,0.5942185319002078,3.65625,3.3701298701298703,64,308
tools_used_count,0.21442147790447436,3.042020466971965e-05,True,0.21442147790447436,0.5815990742936642,8.3125,7.3603896103896105,64,308
problem_marker_count,-0.2135373260293299,3.2858519561503076e-05,True,0.2135373260293299,-0.5785489902126131,0.578125,2.840909090909091,64,308
uncertainty_marker_ratio,-0.21203819109866232,3.7420432665741184e-05,True,0.21203819109866232,-0.5743916694563477,0.051233552631578944,0.190600313691464,64,308
problem_marker_ratio,-0.2113995697219923,3.954030086508364e-05,True,0.2113995697219923,-0.5724920061275365,0.013944039786967418,0.06367635767627224,64,308
negative_marker_ratio,-0.20381545251448147,7.511969711900836e-05,True,0.20381545251448147,-0.5510795476515858,0.03411929890208111,0.10327841434306739,64,308
uncertainty_marker_count,-0.20111800576383462,9.385520840867446e-05,True,0.20111800576383462,-0.5435660235983703,2.484375,8.704545454545455,64,308
