feature,correlation,p_value,significant,abs_correlation,cohens_d,success_mean,failure_mean,n_success,n_failure
total_markers,-0.20014455813400012,0.00010163568582919859,True,0.20014455813400012,-0.5407669268851241,16.125,20.67207792207792,64,308
inefficient_tool_call_count,-0.1984053981933582,0.00011706629882795066,True,0.1984053981933582,-0.5358572514665048,0.390625,1.8051948051948052,64,308
marker_balance_ratio,0.19352740290164985,0.00017290993497456956,True,0.19352740290164985,0.5222115693857827,0.32509414480685217,0.20841139224798477,64,308
reasoning_to_total_ratio,-0.18885896658004284,0.00024894710078215043,True,0.18885896658004284,-0.5091774404665974,0.04064100076641195,0.06834870304787577,64,308
most_used_tool_ratio,-0.17457935885853787,0.0007200222125747226,True,0.17457935885853787,-0.4694899070341638,0.25739137507229615,0.2903207157056585,64,308
max_consecutive_failures,-0.1708062699611294,0.0009408432968619157,True,0.1708062699611294,-0.4591184883779087,0.484375,0.8766233766233766,64,308
error_burstiness,-0.1708062699611294,0.0009408432968619157,True,0.1708062699611294,-0.4591184883779087,0.484375,0.8766233766233766,64,308
has_planning_in_first_step,0.16923181576622176,0.0010502591961174892,True,0.16923181576622176,0.4546128277244644,0.953125,0.775974025974026,64,308
step_count,-0.16146932454601132,0.0017819649120875253,True,0.16146932454601132,-0.4334168563252833,30.34375,34.327922077922075,64,308
longest_looping_sequence,-0.16075056866381524,0.001869218573450757,True,0.16075056866381524,-0.4310921083740325,0.234375,1.4577922077922079,64,308
recovery_marker_ratio,-0.15949541956609603,0.002031013658353769,True,0.15949541956609603,-0.4277569342237632,0.005025584795321637,0.016456184125985297,64,308
steps_to_first_planning,-0.15612128502804937,0.002531414993944886,True,0.15612128502804937,-0.4183637675654798,2.8125,4.496753246753247,64,308
assistant_steps_to_first_planning,-0.15612128502804937,0.002531414993944886,True,0.15612128502804937,-0.4183637675654798,2.8125,4.496753246753247,64,308
successful_calls,0.15104073649197455,0.003498801975396786,True,0.15104073649197455,0.404639027848144,15.078125,13.428571428571429,64,308
recovery_marker_count,-0.15004232259278255,0.003724375375239134,True,0.15004232259278255,-0.4018273146584817,0.25,0.737012987012987,64,308
prompt_tokens,-0.13787822312573952,0.007742911405742896,True,0.13787822312573952,-0.3685290975183375,16826.421875,21858.571428571428,64,308
total_tokens,-0.13761705012154693,0.007860905509338621,True,0.13761705012154693,-0.36781818340348943,17058.015625,22084.237012987014,64,308
backtrack_to_total_ratio,-0.13022819159048227,0.011936639263637628,True,0.13022819159048227,-0.3476994226449825,0.0025127923976608186,0.008566905629875554,64,308
marker_balance,0.12212767785219375,0.018452382295530593,True,0.12212767785219375,0.32575856120430774,5.296875,3.6623376623376624,64,308
validation_to_total_ratio,-0.11609704343394445,0.025140315618318428,True,0.11609704343394445,-0.30945486561003277,0.0025127923976608186,0.007889278496109745,64,308
positive_marker_ratio,0.11424549233369334,0.027574306000548183,True,0.11424549233369334,0.30450624049983505,0.3592134437089333,0.31168980659105217,64,308
reasoning_statement_count,-0.10743802759478155,0.03833876372329084,True,0.10743802759478155,-0.28610477250445404,0.78125,1.3831168831168832,64,308
syntax_error_count,-0.10652818038599274,0.040017014809341216,True,0.10652818038599274,-0.28359596153753835,0.0625,0.38311688311688313,64,308
hallucination_count,0.09896414165722586,0.05651913484246774,False,0.09896414165722586,0.2639019277713948,0.09375,0.03571428571428571,64,308
neutral_marker_ratio,0.09792231575377786,0.05918212439504109,False,0.09792231575377786,0.2605322684700519,0.6066672573889855,0.5590577530918545,64,308
steps_to_first_reasoning,0.09346497646592486,0.07177168615218198,False,0.09346497646592486,0.2487711677505233,19.96875,17.457792207792206,64,308
assistant_steps_to_first_reasoning,0.09346497646592486,0.07177168615218198,False,0.09346497646592486,0.2487711677505233,19.96875,17.457792207792206,64,308
planning_to_total_ratio,0.0926765981000589,0.07421107060821001,False,0.0926765981000589,0.24651021572281784,0.07802544905752143,0.06503264192829852,64,308
avg_words_per_message,-0.08693147024941304,0.09409100559083161,False,0.08693147024941304,-0.23114788194226063,55.51959737083092,63.31954114676675,64,308
backtrack_trigger_count,-0.07914115224308715,0.12759043125344383,False,0.07914115224308715,-0.21023075497256208,0.171875,0.33116883116883117,64,308
give_up_count,-0.07443285798806618,0.15192481299892074,False,0.07443285798806618,-0.19755502143078674,0.015625,0.2857142857142857,64,308
backtrack_after_error_rate,-0.07424036277379015,0.15298985044590313,False,0.07424036277379015,-0.1970395416678533,0.0,0.008085961657390228,64,308
steps_to_first_error,-0.07220761002765057,0.16458423171893524,False,0.07220761002765057,-0.19192267906446842,2.0,2.646103896103896,64,308
planning_statement_count,0.06633754578625625,0.20175309218013715,False,0.06633754578625625,0.17612275243460832,2.65625,2.3279220779220777,64,308
early_final_answer_count,-0.06184025619366642,0.23410271323669385,False,0.06184025619366642,-0.16405530779388822,0.03125,0.07792207792207792,64,308
validation_attempt_count,0.0596388261617421,0.2512070687651955,False,0.0596388261617421,0.15827851043119567,0.34375,0.2435064935064935,64,308
unique_tool_calls_ratio,-0.05633385270136998,0.2784835656905218,False,0.05633385270136998,-0.14940529919717654,0.20764296440573532,0.21868340621900073,64,308
tool_repetition_rate,0.05633385270136995,0.2784835656905218,False,0.05633385270136995,0.14940529919717582,0.7923570355942646,0.7813165937809993,64,308
neutral_marker_count,-0.055943100549260584,0.28183640018912726,False,0.055943100549260584,-0.1483962138828385,10.703125,11.314935064935066,64,308
code_block_count,-0.055332420590758526,0.28713073039149517,False,0.055332420590758526,-0.14667587279506983,0.0,0.36038961038961037,64,308
missing_validation_count,-0.05532421728516208,0.28720230159142024,False,0.05532421728516208,-0.1466540606029273,0.0,0.02922077922077922,64,308
message_length_std,-0.05046097498586124,0.3317479635567512,False,0.05046097498586124,-0.13381202533933811,429.1696305105372,489.31303339447544,64,308
thought_to_action_ratio,0.0459855421311952,0.37646949998486084,False,0.0459855421311952,0.12197240844173629,0.5501683420517129,0.48696966109896306,64,308
question_count,-0.04110191653714075,0.4292876644015463,False,0.04110191653714075,-0.10887856341352854,0.0,0.00974025974025974,64,308
non_sense_count,-0.03969746717150304,0.4452360789232582,False,0.03969746717150304,-0.10515221498120185,0.0,0.045454545454545456,64,308
thought_count,0.038829443090414056,0.4552589227581086,False,0.038829443090414056,0.10295299482131559,19.578125,17.522727272727273,64,308
action_count,0.0351538457468541,0.49907242598993856,False,0.0351538457468541,0.09319104670276082,18.96875,17.133116883116884,64,308
avg_thought_length,0.03376471678355702,0.5161937633188008,False,0.03376471678355702,0.08950702249661711,148.37480863233452,135.1908762531746,64,308
validation_after_error_rate,-0.03351419286214609,0.5193134992669086,False,0.03351419286214609,-0.0887535961301941,0.0,0.002886002886002886,64,308
invalid_args_errors,-0.03351419286214608,0.5193134992669086,False,0.03351419286214608,-0.08875359613019405,0.0,0.006493506493506494,64,308
assistant_steps_to_first_error,-0.03241519140943244,0.5331128169338398,False,0.03241519140943244,-0.08600012662883243,3.46875,3.8603896103896105,64,308
most_used_tool_count,-0.026678904137534525,0.6080047278202387,False,0.026678904137534525,-0.0706695754262475,10.6875,11.0487012987013,64,308
positive_marker_count,0.026380584426793422,0.61202417398958,False,0.026380584426793422,0.06988386161014211,4.90625,4.6558441558441555,64,308
avg_message_length,-0.02543794363154215,0.6248011573570353,False,0.02543794363154215,-0.06741013842994757,511.6537404858026,535.5968768809455,64,308
avg_assistant_message_length,-0.02543794363154215,0.6248011573570353,False,0.02543794363154215,-0.06741013842994757,511.6537404858026,535.5968768809455,64,308
misunderstood_tool_count,-0.023666153330359496,0.6491208942429081,False,0.023666153330359496,-0.06265597414225196,0.0,0.003246753246753247,64,308
wrong_reasoning_count,-0.022942381182561006,0.659165581770655,False,0.022942381182561006,-0.06077324659407221,0.015625,0.025974025974025976,64,308
assistant_steps_count,-0.019311867944327907,0.7104476753514563,False,0.019311867944327907,-0.05116730273161685,40.484375,41.146103896103895,64,308
completion_tokens,0.010921178774207254,0.8337165031258489,False,0.010921178774207254,0.028911200634006422,231.59375,225.66558441558442,64,308
total_message_length,-0.010736731839353808,0.8364850213604041,False,0.010736731839353808,-0.028446541507823414,22185.890625,22728.551948051947,64,308
neutral_count,-0.010246790373738532,0.8438486755111055,False,0.010246790373738532,-0.027142052499845932,10.703125,10.808441558441558,64,308
total_calls,0.0017886006347101954,0.9725731674229101,False,0.0017886006347101954,0.00473680397601247,15.796875,15.775974025974026,64,308
invalid_tool_errors,,,False,,0.0,0.0,0.0,64,308
wrong_planning_count,,,False,,0.0,0.0,0.0,64,308
steps_to_first_tool_call,,,False,,0.0,4.0,4.0,64,308
steps_to_first_positive_marker,,,False,,0.0,-1.0,-1.0,64,308
steps_to_first_negative_marker,,,False,,0.0,-1.0,-1.0,64,308
assistant_steps_to_first_positive_marker,,,False,,0.0,-1.0,-1.0,64,308
assistant_steps_to_first_negative_marker,,,False,,0.0,-1.0,-1.0,64,308
marker_trajectory_slope,,,False,,0.0,0.0,0.0,64,308
early_negative_rate,,,False,,0.0,0.0,0.0,64,308
positive_markers_steps_1_5,,,False,,0.0,0.0,0.0,64,308
negative_markers_steps_1_5,,,False,,0.0,0.0,0.0,64,308
positive_markers_steps_6_10,,,False,,0.0,0.0,0.0,64,308
negative_markers_steps_6_10,,,False,,0.0,0.0,0.0,64,308
positive_markers_steps_11_20,,,False,,0.0,0.0,0.0,64,308
negative_markers_steps_11_20,,,False,,0.0,0.0,0.0,64,308
positive_markers_steps_21_plus,,,False,,0.0,0.0,0.0,64,308
negative_markers_steps_21_plus,,,False,,0.0,0.0,0.0,64,308
has_reasoning_in_first_step,,,False,,0.0,0.0,0.0,64,308
has_tool_error_in_first_step,,,False,,0.0,0.0,0.0,64,308
