feature,u_statistic,p_value,significant,effect_size_r,success_median,failure_median,median_diff
retry_rate,16621.5,4.350428626433454e-18,True,-0.6864346590909092,0.30090497737556565,0.09090909090909091,0.20999588646647474
annotatable_steps_count,15235.5,1.3245176063659526e-12,True,-0.5458096590909092,18.0,3.0,15.0
avg_tools_per_step,15146.0,1.2126597711946338e-11,True,-0.5367288961038961,0.527027027027027,0.46511627906976744,0.06191074795725954
tool_latency_mean,4730.0,5.827490502921208e-11,True,0.5200892857142857,3.2291009130680726,7.737905956264434,-4.508805043196362
tool_latency_std,4978.0,4.626871940338345e-10,True,0.49492694805194803,2.3348008527730464,12.74309392604919,-10.408293073276143
tool_latency_max,5046.0,8.027128647265974e-10,True,0.4880275974025974,8.42179828299777,46.00480430750031,-37.58300602450254
uncertainty_marker_ratio,5210.0,1.2732621905585052e-09,True,0.471387987012987,0.0,0.14087301587301587,-0.14087301587301587
uncertainty_marker_count,5270.0,1.9683079749769527e-09,True,0.4653003246753247,0.0,6.0,-6.0
tool_execution_duration,5173.0,2.2022349202131902e-09,True,0.4751420454545454,55.37487504677847,140.23496142867953,-84.86008638190106
max_consecutive_successes,14387.0,6.938308238881356e-09,True,-0.45971996753246747,26.0,12.0,14.0
longest_looping_sequence,5704.0,7.831960196719765e-09,True,0.42126623376623373,0.0,1.0,-1.0
loop_instance_count,6366.0,2.0817299694788432e-07,True,0.354099025974026,0.0,0.0,0.0
negative_marker_count,5964.0,2.7751737160942973e-07,True,0.39488636363636365,0.0,3.0,-3.0
unnecessary_tool_use_count,10870.0,1.1434052245498242e-06,True,-0.10288149350649345,0.0,0.0,0.0
total_markers,6271.0,4.479448121616472e-06,True,0.3637378246753247,16.5,21.0,-4.5
level,6496.0,4.60274946240087e-06,True,0.34090909090909094,1.0,2.0,-1.0
total_errors,6450.5,6.114421615669116e-06,True,0.34552556818181823,0.0,1.0,-1.0
failed_calls,6450.5,6.114421615669116e-06,True,0.34552556818181823,0.0,1.0,-1.0
success_rate,13282.0,6.306375937480539e-06,True,-0.34760551948051943,1.0,0.9166666666666666,0.08333333333333337
error_rate,6430.0,6.306375937480539e-06,True,0.34760551948051943,0.0,0.08333333333333333,-0.08333333333333333
execution_errors,6502.5,8.300897849540799e-06,True,0.3402495941558441,0.0,1.0,-1.0
tool_diversity_entropy,13342.0,8.455909032649342e-06,True,-0.3536931818181819,2.8423709931771084,2.664745037876715,0.17762595530039338
assistant_steps_to_first_tool_call,12676.0,2.504562634448118e-05,True,-0.2861201298701299,4.0,3.0,1.0
tools_used_count,12792.0,0.00012454108305186848,True,-0.2978896103896105,8.0,8.0,0.0
marker_balance_ratio,12836.0,0.00014048013117133718,True,-0.30235389610389607,0.3333333333333333,0.2,0.1333333333333333
step_count,6975.5,0.0002033239490903709,True,0.2922585227272727,30.5,37.0,-6.5
reasoning_to_total_ratio,6968.0,0.00021526635023240542,True,0.29301948051948057,0.03571428571428571,0.05128205128205128,-0.015567765567765568
max_consecutive_failures,7247.5,0.0002725766044948579,True,0.2646611201298701,0.0,1.0,-1.0
error_burstiness,7247.5,0.0002725766044948579,True,0.2646611201298701,0.0,1.0,-1.0
inefficient_tool_call_count,7397.5,0.0002881204673717504,True,0.2494419642857143,0.0,0.0,0.0
recovery_marker_ratio,7507.0,0.0003006070891291655,True,0.23833198051948057,0.0,0.0,0.0
recovery_marker_count,7546.0,0.0003557741888453433,True,0.234375,0.0,0.0,0.0
most_used_tool_ratio,7103.5,0.0004234544151015389,True,0.2792715097402597,0.25,0.2857142857142857,-0.0357142857142857
planning_to_total_ratio,12516.0,0.0006699675978229824,True,-0.26988636363636354,0.08333333333333333,0.047619047619047616,0.03571428571428571
steps_to_first_planning,8187.5,0.0009455161569925925,True,0.16928774350649356,3.0,3.0,0.0
assistant_steps_to_first_planning,8187.5,0.0009455161569925925,True,0.16928774350649356,3.0,3.0,0.0
completion_tokens,12438.0,0.0009733552391652445,True,-0.2619724025974026,229.0,162.5,66.5
has_planning_in_first_step,11602.0,0.0011192335591841862,True,-0.17715097402597402,1.0,1.0,0.0
successful_calls,12281.5,0.0018891058272835462,True,-0.24609375,16.0,13.0,3.0
marker_balance,11981.5,0.006466576678699578,True,-0.2156554383116882,5.0,4.0,1.0
problem_marker_count,8071.0,0.013382530991199789,True,0.18110795454545459,0.0,0.0,0.0
problem_marker_ratio,8073.0,0.01357618233427772,True,0.18090503246753242,0.0,0.0,0.0
negative_marker_ratio,8108.0,0.015543880423571467,True,0.17735389610389607,0.0,0.0,0.0
validation_to_total_ratio,8635.0,0.019943753329798742,True,0.1238839285714286,0.0,0.0,0.0
positive_marker_ratio,11600.0,0.025892018377136783,True,-0.17694805194805197,0.3582887700534759,0.3076923076923077,0.050596462361168215
backtrack_to_total_ratio,8677.0,0.035225883465186444,True,0.11962256493506496,0.0,0.0,0.0
neutral_marker_ratio,11502.5,0.03539043462847992,True,-0.16705560064935066,0.6,0.5625,0.03749999999999998
positive_marker_count,11445.0,0.04103154428316514,True,-0.16122159090909083,5.0,4.0,1.0
validation_attempt_count,10935.0,0.04266490323885353,True,-0.10947646103896114,0.0,0.0,0.0
steps_to_first_error,8361.0,0.04615517384696511,True,0.15168425324675328,-1.0,3.0,-4.0
syntax_error_count,9089.0,0.053169670121066694,False,0.07782061688311692,0.0,0.0,0.0
planning_statement_count,11204.5,0.07754886115326395,False,-0.13682021103896114,2.0,2.0,0.0
assistant_steps_to_first_reasoning,11196.0,0.08617003371136683,False,-0.13595779220779214,21.0,19.0,2.0
steps_to_first_reasoning,11196.0,0.08617003371136683,False,-0.13595779220779214,21.0,19.0,2.0
code_block_count,9440.0,0.09521899771894193,False,0.04220779220779225,0.0,0.0,0.0
